"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Value_imp"
2017,"Iceland","Services of curative care","Bed-days","Number",225547,FALSE
2017,"Iceland","In-patient care","Discharges","Number",40186,FALSE
2017,"Iceland","In-patient care","In-patient average length of stay (in days)","Number",6.09,FALSE
2017,"Iceland","In-patient care","Bed-days","Number",40186,TRUE
2017,"Liechtenstein","Services of curative care","Discharges","Number",2847,FALSE
2017,"Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number",4.89,FALSE
2017,"Liechtenstein","Services of curative care","Bed-days","Number",13938,FALSE
2017,"Liechtenstein","In-patient care","Discharges","Number",2858,FALSE
2017,"Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number",4.94,FALSE
2017,"Liechtenstein","In-patient care","Bed-days","Number",2858,TRUE
2017,"Norway","Services of curative care","Discharges","Number",822708,FALSE
2017,"Norway","Services of curative care","In-patient average length of stay (in days)","Number",6,FALSE
2017,"Norway","Services of curative care","Bed-days","Number",12380653,TRUE
2017,"Norway","In-patient care","Discharges","Number",853108,FALSE
2017,"Norway","In-patient care","In-patient average length of stay (in days)","Number",6.5,FALSE
2017,"Norway","In-patient care","Bed-days","Number",853108,TRUE
2017,"Switzerland","Services of curative care","Discharges","Number",1332400,FALSE
2017,"Switzerland","Services of curative care","In-patient average length of stay (in days)","Number",6.97,FALSE
2017,"Switzerland","Services of curative care","Bed-days","Number",9282083,FALSE
2017,"Switzerland","In-patient care","Discharges","Number",1444657,FALSE
2017,"Switzerland","In-patient care","In-patient average length of stay (in days)","Number",8.21,FALSE
2017,"Switzerland","In-patient care","Bed-days","Number",1444657,TRUE
2017,"United Kingdom","Services of curative care","Discharges","Number",8242963,FALSE
2017,"United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number",5.87,FALSE
2017,"United Kingdom","Services of curative care","Bed-days","Number",48421552.63,FALSE
2017,"United Kingdom","In-patient care","Discharges","Number",8683046,FALSE
2017,"United Kingdom","In-patient care","In-patient average length of stay (in days)","Number",6.86,FALSE
2017,"United Kingdom","In-patient care","Bed-days","Number",8683046,TRUE
2017,"Montenegro","Services of curative care","Discharges","Number",1864887,TRUE
2017,"Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",6.6,TRUE
2017,"Montenegro","Services of curative care","Bed-days","Number",11130719,TRUE
2017,"Montenegro","In-patient care","Discharges","Number",73847,FALSE
2017,"Montenegro","In-patient care","In-patient average length of stay (in days)","Number",8.51,FALSE
2017,"Montenegro","In-patient care","Bed-days","Number",73825,TRUE
2017,"North Macedonia","Services of curative care","Discharges","Number",196812,FALSE
2017,"North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number",5.78,FALSE
2017,"North Macedonia","Services of curative care","Bed-days","Number",12380653,TRUE
2017,"North Macedonia","In-patient care","Discharges","Number",2099139,TRUE
2017,"North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2017,"North Macedonia","In-patient care","Bed-days","Number",1880131,TRUE
2017,"Albania","Services of curative care","Discharges","Number",1925474,TRUE
2017,"Albania","Services of curative care","In-patient average length of stay (in days)","Number",6.6,TRUE
2017,"Albania","Services of curative care","Bed-days","Number",12380653,TRUE
2017,"Albania","In-patient care","Discharges","Number",247331,TRUE
2017,"Albania","In-patient care","In-patient average length of stay (in days)","Number",5.7,TRUE
2017,"Albania","In-patient care","Bed-days","Number",247331,TRUE
2017,"Serbia","Services of curative care","Discharges","Number",883978,FALSE
2017,"Serbia","Services of curative care","In-patient average length of stay (in days)","Number",9.1,FALSE
2017,"Serbia","Services of curative care","Bed-days","Number",8045466,FALSE
2017,"Serbia","In-patient care","Discharges","Number",1017579,FALSE
2017,"Serbia","In-patient care","In-patient average length of stay (in days)","Number",10.2,FALSE
2017,"Serbia","In-patient care","Bed-days","Number",1017579,TRUE
2017,"Turkey","Services of curative care","Discharges","Number",13528778,FALSE
2017,"Turkey","Services of curative care","In-patient average length of stay (in days)","Number",4.06,FALSE
2017,"Turkey","Services of curative care","Bed-days","Number",54925346,FALSE
2017,"Turkey","In-patient care","Discharges","Number",13561236,FALSE
2017,"Turkey","In-patient care","In-patient average length of stay (in days)","Number",4.11,FALSE
2017,"Turkey","In-patient care","Bed-days","Number",13561236,TRUE
2018,"European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",1908883,TRUE
2018,"European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.1,TRUE
2018,"European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",79288324.96,TRUE
2018,"European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",7.23,TRUE
2018,"European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",79288324.96,TRUE
2018,"European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",1908883,TRUE
2018,"European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.1,TRUE
2018,"European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",87882266.96,TRUE
2018,"European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",7.23,TRUE
2018,"European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",87882266.96,TRUE
2018,"Belgium","Services of curative care","Discharges","Number",1876638,FALSE
2018,"Belgium","Services of curative care","In-patient average length of stay (in days)","Number",6.6,FALSE
2018,"Belgium","Services of curative care","Bed-days","Number",12361553,FALSE
2018,"Belgium","In-patient care","Discharges","Number",1891696,FALSE
2018,"Belgium","In-patient care","In-patient average length of stay (in days)","Number",7.23,FALSE
2018,"Belgium","In-patient care","Bed-days","Number",1891696,TRUE
2018,"Bulgaria","Services of curative care","Discharges","Number",2114108,FALSE
2018,"Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",6.6,TRUE
2018,"Bulgaria","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Bulgaria","In-patient care","Discharges","Number",2401759,FALSE
2018,"Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",5.2,FALSE
2018,"Bulgaria","In-patient care","Bed-days","Number",2331264,TRUE
2018,"Czechia","Services of curative care","Discharges","Number",1908883,FALSE
2018,"Czechia","Services of curative care","In-patient average length of stay (in days)","Number",5.76,FALSE
2018,"Czechia","Services of curative care","Bed-days","Number",10990094,FALSE
2018,"Czechia","In-patient care","Discharges","Number",2082385,FALSE
2018,"Czechia","In-patient care","In-patient average length of stay (in days)","Number",9.37,FALSE
2018,"Czechia","In-patient care","Bed-days","Number",2082385,TRUE
2018,"Denmark","Services of curative care","Discharges","Number",1908883,TRUE
2018,"Denmark","Services of curative care","In-patient average length of stay (in days)","Number",5.76,TRUE
2018,"Denmark","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Denmark","In-patient care","Discharges","Number",811116,FALSE
2018,"Denmark","In-patient care","In-patient average length of stay (in days)","Number",5.4,FALSE
2018,"Denmark","In-patient care","Bed-days","Number",811116,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",19387340,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",7.5,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",145355219,TRUE
2018,"Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",21059705,TRUE
2018,"Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",8.9,TRUE
2018,"Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",21059705,TRUE
2018,"Estonia","Services of curative care","Discharges","Number",192339,FALSE
2018,"Estonia","Services of curative care","In-patient average length of stay (in days)","Number",6.1,FALSE
2018,"Estonia","Services of curative care","Bed-days","Number",1180623,FALSE
2018,"Estonia","In-patient care","Discharges","Number",214123,FALSE
2018,"Estonia","In-patient care","In-patient average length of stay (in days)","Number",7.7,FALSE
2018,"Estonia","In-patient care","Bed-days","Number",214123,TRUE
2018,"Ireland","Services of curative care","Discharges","Number",656997,FALSE
2018,"Ireland","Services of curative care","In-patient average length of stay (in days)","Number",5.9,FALSE
2018,"Ireland","Services of curative care","Bed-days","Number",3899212,FALSE
2018,"Ireland","In-patient care","Discharges","Number",663174,FALSE
2018,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6.1,FALSE
2018,"Ireland","In-patient care","Bed-days","Number",663174,TRUE
2018,"Greece","Services of curative care","Discharges","Number",1576551,TRUE
2018,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.6,TRUE
2018,"Greece","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Greece","In-patient care","Discharges","Number",1597333,TRUE
2018,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2018,"Greece","In-patient care","Bed-days","Number",1517886,TRUE
2018,"Spain","Services of curative care","Discharges","Number",5364254,FALSE
2018,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",6.03,FALSE
2018,"Spain","Services of curative care","Bed-days","Number",32322310,FALSE
2018,"Spain","In-patient care","Discharges","Number",5389321,FALSE
2018,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.27,FALSE
2018,"Spain","In-patient care","Bed-days","Number",5389321,TRUE
2018,"France","Services of curative care","Discharges","Number",10830035.05,FALSE
2018,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.42,FALSE
2018,"France","Services of curative care","Bed-days","Number",58693556.75,FALSE
2018,"France","In-patient care","Discharges","Number",12500146.05,FALSE
2018,"France","In-patient care","In-patient average length of stay (in days)","Number",8.79,FALSE
2018,"France","In-patient care","Bed-days","Number",12500146.05,TRUE
2018,"Croatia","Services of curative care","Discharges","Number",639883,FALSE
2018,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.11,FALSE
2018,"Croatia","Services of curative care","Bed-days","Number",3911567,FALSE
2018,"Croatia","In-patient care","Discharges","Number",716272,FALSE
2018,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",8.22,FALSE
2018,"Croatia","In-patient care","Bed-days","Number",716272,TRUE
2018,"Italy","Services of curative care","Discharges","Number",6151966,FALSE
2018,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",7,FALSE
2018,"Italy","Services of curative care","Bed-days","Number",43037321,FALSE
2018,"Italy","In-patient care","Discharges","Number",6896911,FALSE
2018,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.91,FALSE
2018,"Italy","In-patient care","Bed-days","Number",6896911,TRUE
2018,"Cyprus","Services of curative care","Discharges","Number",182407,FALSE
2018,"Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",3.2,FALSE
2018,"Cyprus","Services of curative care","Bed-days","Number",591504,FALSE
2018,"Cyprus","In-patient care","Discharges","Number",183072,FALSE
2018,"Cyprus","In-patient care","In-patient average length of stay (in days)","Number",3.3,FALSE
2018,"Cyprus","In-patient care","Bed-days","Number",183072,TRUE
2018,"Latvia","Services of curative care","Discharges","Number",277319,FALSE
2018,"Latvia","Services of curative care","In-patient average length of stay (in days)","Number",5.96,FALSE
2018,"Latvia","Services of curative care","Bed-days","Number",1653221,FALSE
2018,"Latvia","In-patient care","Discharges","Number",359380,FALSE
2018,"Latvia","In-patient care","In-patient average length of stay (in days)","Number",8.25,FALSE
2018,"Latvia","In-patient care","Bed-days","Number",359380,TRUE
2018,"Lithuania","Services of curative care","Discharges","Number",610852,FALSE
2018,"Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",6.48,FALSE
2018,"Lithuania","Services of curative care","Bed-days","Number",3959294,FALSE
2018,"Lithuania","In-patient care","Discharges","Number",622941,FALSE
2018,"Lithuania","In-patient care","In-patient average length of stay (in days)","Number",7.6,FALSE
2018,"Lithuania","In-patient care","Bed-days","Number",622941,TRUE
2018,"Luxembourg","Services of curative care","Discharges","Number",75282,FALSE
2018,"Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",7.56,FALSE
2018,"Luxembourg","Services of curative care","Bed-days","Number",568956,FALSE
2018,"Luxembourg","In-patient care","Discharges","Number",77947,FALSE
2018,"Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",9.26,FALSE
2018,"Luxembourg","In-patient care","Bed-days","Number",77947,TRUE
2018,"Hungary","Services of curative care","Discharges","Number",1637189,FALSE
2018,"Hungary","Services of curative care","In-patient average length of stay (in days)","Number",5.42,FALSE
2018,"Hungary","Services of curative care","Bed-days","Number",8880358,FALSE
2018,"Hungary","In-patient care","Discharges","Number",1882253,FALSE
2018,"Hungary","In-patient care","In-patient average length of stay (in days)","Number",9.63,FALSE
2018,"Hungary","In-patient care","Bed-days","Number",1882253,TRUE
2018,"Malta","Services of curative care","Discharges","Number",67105,TRUE
2018,"Malta","Services of curative care","In-patient average length of stay (in days)","Number",5.29,TRUE
2018,"Malta","Services of curative care","Bed-days","Number",357886,TRUE
2018,"Malta","In-patient care","Discharges","Number",70089,TRUE
2018,"Malta","In-patient care","In-patient average length of stay (in days)","Number",7.66,TRUE
2018,"Malta","In-patient care","Bed-days","Number",72445,TRUE
2018,"Netherlands","Services of curative care","Discharges","Number",1598815,FALSE
2018,"Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",5.1,FALSE
2018,"Netherlands","Services of curative care","Bed-days","Number",8077815,FALSE
2018,"Netherlands","In-patient care","Discharges","Number",1935000,TRUE
2018,"Netherlands","In-patient care","In-patient average length of stay (in days)","Number",7.23,TRUE
2018,"Netherlands","In-patient care","Bed-days","Number",8322819,TRUE
2018,"Austria","Services of curative care","Discharges","Number",2019169,FALSE
2018,"Austria","Services of curative care","In-patient average length of stay (in days)","Number",6.31,FALSE
2018,"Austria","Services of curative care","Bed-days","Number",12744275,FALSE
2018,"Austria","In-patient care","Discharges","Number",2183770,FALSE
2018,"Austria","In-patient care","In-patient average length of stay (in days)","Number",8.29,FALSE
2018,"Austria","In-patient care","Bed-days","Number",2183770,TRUE
2018,"Poland","Services of curative care","Discharges","Number",6411015,FALSE
2018,"Poland","Services of curative care","In-patient average length of stay (in days)","Number",6.5,FALSE
2018,"Poland","Services of curative care","Bed-days","Number",41433370,FALSE
2018,"Poland","In-patient care","Discharges","Number",6570679,FALSE
2018,"Poland","In-patient care","In-patient average length of stay (in days)","Number",7.1,FALSE
2018,"Poland","In-patient care","Bed-days","Number",6570679,TRUE
2018,"Portugal","Services of curative care","Discharges","Number",1124830,FALSE
2018,"Portugal","Services of curative care","In-patient average length of stay (in days)","Number",9.01,FALSE
2018,"Portugal","Services of curative care","Bed-days","Number",10139171,FALSE
2018,"Portugal","In-patient care","Discharges","Number",1128367,FALSE
2018,"Portugal","In-patient care","In-patient average length of stay (in days)","Number",9.1,FALSE
2018,"Portugal","In-patient care","Bed-days","Number",1128367,TRUE
2018,"Romania","Services of curative care","Discharges","Number",3703095,FALSE
2018,"Romania","Services of curative care","In-patient average length of stay (in days)","Number",5.92,FALSE
2018,"Romania","Services of curative care","Bed-days","Number",21932023,FALSE
2018,"Romania","In-patient care","Discharges","Number",4113449,FALSE
2018,"Romania","In-patient care","In-patient average length of stay (in days)","Number",7.26,FALSE
2018,"Romania","In-patient care","Bed-days","Number",4113449,TRUE
2018,"Slovenia","Services of curative care","Discharges","Number",330273,FALSE
2018,"Slovenia","Services of curative care","In-patient average length of stay (in days)","Number",6.67,FALSE
2018,"Slovenia","Services of curative care","Bed-days","Number",2202708,FALSE
2018,"Slovenia","In-patient care","Discharges","Number",362834,FALSE
2018,"Slovenia","In-patient care","In-patient average length of stay (in days)","Number",7.02,FALSE
2018,"Slovenia","In-patient care","Bed-days","Number",362834,TRUE
2018,"Slovakia","Services of curative care","Discharges","Number",906471,FALSE
2018,"Slovakia","Services of curative care","In-patient average length of stay (in days)","Number",6.7,FALSE
2018,"Slovakia","Services of curative care","Bed-days","Number",6131176,FALSE
2018,"Slovakia","In-patient care","Discharges","Number",1040010,FALSE
2018,"Slovakia","In-patient care","In-patient average length of stay (in days)","Number",7.2,FALSE
2018,"Slovakia","In-patient care","Bed-days","Number",1040010,TRUE
2018,"Finland","Services of curative care","Discharges","Number",872508,FALSE
2018,"Finland","Services of curative care","In-patient average length of stay (in days)","Number",6.4,FALSE
2018,"Finland","Services of curative care","Bed-days","Number",5601522,FALSE
2018,"Finland","In-patient care","Discharges","Number",891427,FALSE
2018,"Finland","In-patient care","In-patient average length of stay (in days)","Number",8.1,FALSE
2018,"Finland","In-patient care","Bed-days","Number",891427,TRUE
2018,"Sweden","Services of curative care","Discharges","Number",1371577,FALSE
2018,"Sweden","Services of curative care","In-patient average length of stay (in days)","Number",5.49,FALSE
2018,"Sweden","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Sweden","In-patient care","Discharges","Number",1422348,FALSE
2018,"Sweden","In-patient care","In-patient average length of stay (in days)","Number",5.67,FALSE
2018,"Sweden","In-patient care","Bed-days","Number",1422348,TRUE
2018,"Iceland","Services of curative care","Discharges","Number",38177,FALSE
2018,"Iceland","Services of curative care","In-patient average length of stay (in days)","Number",5.6,FALSE
2018,"Iceland","Services of curative care","Bed-days","Number",213958,FALSE
2018,"Iceland","In-patient care","Discharges","Number",38936,FALSE
2018,"Iceland","In-patient care","In-patient average length of stay (in days)","Number",5.9,FALSE
2018,"Iceland","In-patient care","Bed-days","Number",38936,TRUE
2018,"Liechtenstein","Services of curative care","Discharges","Number",1563,FALSE
2018,"Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number",5.61,FALSE
2018,"Liechtenstein","Services of curative care","Bed-days","Number",8772,FALSE
2018,"Liechtenstein","In-patient care","Discharges","Number",1568,FALSE
2018,"Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number",5.64,FALSE
2018,"Liechtenstein","In-patient care","Bed-days","Number",1568,TRUE
2018,"Norway","Services of curative care","Discharges","Number",817352,FALSE
2018,"Norway","Services of curative care","In-patient average length of stay (in days)","Number",6,FALSE
2018,"Norway","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Norway","In-patient care","Discharges","Number",846807,FALSE
2018,"Norway","In-patient care","In-patient average length of stay (in days)","Number",6.5,FALSE
2018,"Norway","In-patient care","Bed-days","Number",846807,TRUE
2018,"Switzerland","Services of curative care","Discharges","Number",1329974,FALSE
2018,"Switzerland","Services of curative care","In-patient average length of stay (in days)","Number",6.88,FALSE
2018,"Switzerland","Services of curative care","Bed-days","Number",9151640,FALSE
2018,"Switzerland","In-patient care","Discharges","Number",1443857,FALSE
2018,"Switzerland","In-patient care","In-patient average length of stay (in days)","Number",8.16,FALSE
2018,"Switzerland","In-patient care","Bed-days","Number",1443857,TRUE
2018,"United Kingdom","Services of curative care","Discharges","Number",8277118.25,FALSE
2018,"United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number",5.85,FALSE
2018,"United Kingdom","Services of curative care","Bed-days","Number",50259584.74,FALSE
2018,"United Kingdom","In-patient care","Discharges","Number",8720535.41,FALSE
2018,"United Kingdom","In-patient care","In-patient average length of stay (in days)","Number",6.8,FALSE
2018,"United Kingdom","In-patient care","Bed-days","Number",8720535.41,TRUE
2018,"Montenegro","Services of curative care","Discharges","Number",73862,FALSE
2018,"Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",7.83,FALSE
2018,"Montenegro","Services of curative care","Bed-days","Number",578151,FALSE
2018,"Montenegro","In-patient care","Discharges","Number",74493,FALSE
2018,"Montenegro","In-patient care","In-patient average length of stay (in days)","Number",8.29,FALSE
2018,"Montenegro","In-patient care","Bed-days","Number",74493,TRUE
2018,"North Macedonia","Services of curative care","Discharges","Number",200193,FALSE
2018,"North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number",5.86,FALSE
2018,"North Macedonia","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"North Macedonia","In-patient care","Discharges","Number",2082385,TRUE
2018,"North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",7.23,TRUE
2018,"North Macedonia","In-patient care","Bed-days","Number",1891696,TRUE
2018,"Albania","Services of curative care","Discharges","Number",1908883,TRUE
2018,"Albania","Services of curative care","In-patient average length of stay (in days)","Number",6.1,TRUE
2018,"Albania","Services of curative care","Bed-days","Number",10990094,TRUE
2018,"Albania","In-patient care","Discharges","Number",247331,TRUE
2018,"Albania","In-patient care","In-patient average length of stay (in days)","Number",5.7,TRUE
2018,"Albania","In-patient care","Bed-days","Number",247331,TRUE
2018,"Serbia","Services of curative care","Discharges","Number",875913,FALSE
2018,"Serbia","Services of curative care","In-patient average length of stay (in days)","Number",8.9,FALSE
2018,"Serbia","Services of curative care","Bed-days","Number",7781742,FALSE
2018,"Serbia","In-patient care","Discharges","Number",1034400,FALSE
2018,"Serbia","In-patient care","In-patient average length of stay (in days)","Number",10.3,FALSE
2018,"Serbia","In-patient care","Bed-days","Number",1034400,TRUE
2018,"Turkey","Services of curative care","Discharges","Number",13465409,FALSE
2018,"Turkey","Services of curative care","In-patient average length of stay (in days)","Number",4.1,FALSE
2018,"Turkey","Services of curative care","Bed-days","Number",55237716,FALSE
2018,"Turkey","In-patient care","Discharges","Number",13503947,FALSE
2018,"Turkey","In-patient care","In-patient average length of stay (in days)","Number",4.16,FALSE
2018,"Turkey","In-patient care","Bed-days","Number",13503947,TRUE
2019,"European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",1876638,TRUE
2019,"European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.29,TRUE
2019,"European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",10990094,TRUE
2019,"European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",79288324.96,TRUE
2019,"European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",6.29,TRUE
2019,"European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",79288324.96,TRUE
2019,"European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",1876638,TRUE
2019,"European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.29,TRUE
2019,"European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",10990094,TRUE
2019,"European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",87882266.96,TRUE
2019,"European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",6.29,TRUE
2019,"European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",87882266.96,TRUE
2019,"Belgium","Services of curative care","Discharges","Number",1866298,TRUE
2019,"Belgium","Services of curative care","In-patient average length of stay (in days)","Number",6.6,TRUE
2019,"Belgium","Services of curative care","Bed-days","Number",12380653,TRUE
2019,"Belgium","In-patient care","Discharges","Number",1882436,TRUE
2019,"Belgium","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2019,"Belgium","In-patient care","Bed-days","Number",1891696,TRUE
2019,"Bulgaria","Services of curative care","Discharges","Number",1876638,TRUE
2019,"Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",6.6,TRUE
2019,"Bulgaria","Services of curative care","Bed-days","Number",2114108,TRUE
2019,"Bulgaria","In-patient care","Discharges","Number",2331264,TRUE
2019,"Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",5.3,TRUE
2019,"Bulgaria","In-patient care","Bed-days","Number",2331264,TRUE
2019,"Czechia","Services of curative care","Discharges","Number",1925474,TRUE
2019,"Czechia","Services of curative care","In-patient average length of stay (in days)","Number",5.78,TRUE
2019,"Czechia","Services of curative care","Bed-days","Number",11130719,TRUE
2019,"Czechia","In-patient care","Discharges","Number",2099139,TRUE
2019,"Czechia","In-patient care","In-patient average length of stay (in days)","Number",9.33,TRUE
2019,"Czechia","In-patient care","Bed-days","Number",2082385,TRUE
2019,"Denmark","Services of curative care","Discharges","Number",1876638,TRUE
2019,"Denmark","Services of curative care","In-patient average length of stay (in days)","Number",6.29,TRUE
2019,"Denmark","Services of curative care","Bed-days","Number",10990094,TRUE
2019,"Denmark","In-patient care","Discharges","Number",814169,TRUE
2019,"Denmark","In-patient care","In-patient average length of stay (in days)","Number",5.43,TRUE
2019,"Denmark","In-patient care","Bed-days","Number",811116,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",19387340,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",7.5,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",145355219,TRUE
2019,"Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",21059705,TRUE
2019,"Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",8.9,TRUE
2019,"Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",21059705,TRUE
2019,"Estonia","Services of curative care","Discharges","Number",192339,TRUE
2019,"Estonia","Services of curative care","In-patient average length of stay (in days)","Number",6.1,TRUE
2019,"Estonia","Services of curative care","Bed-days","Number",1180623,TRUE
2019,"Estonia","In-patient care","Discharges","Number",214123,TRUE
2019,"Estonia","In-patient care","In-patient average length of stay (in days)","Number",7.7,TRUE
2019,"Estonia","In-patient care","Bed-days","Number",214123,TRUE
2019,"Ireland","Services of curative care","Discharges","Number",650150,TRUE
2019,"Ireland","Services of curative care","In-patient average length of stay (in days)","Number",5.9,TRUE
2019,"Ireland","Services of curative care","Bed-days","Number",3805381,TRUE
2019,"Ireland","In-patient care","Discharges","Number",656361,TRUE
2019,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6.1,TRUE
2019,"Ireland","In-patient care","Bed-days","Number",663174,TRUE
2019,"Greece","Services of curative care","Discharges","Number",1576551,TRUE
2019,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.6,TRUE
2019,"Greece","Services of curative care","Bed-days","Number",10990094,TRUE
2019,"Greece","In-patient care","Discharges","Number",1597333,TRUE
2019,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2019,"Greece","In-patient care","Bed-days","Number",1517886,TRUE
2019,"Spain","Services of curative care","Discharges","Number",5321048,TRUE
2019,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",6.03,TRUE
2019,"Spain","Services of curative care","Bed-days","Number",32047328,TRUE
2019,"Spain","In-patient care","Discharges","Number",5344088,TRUE
2019,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.29,TRUE
2019,"Spain","In-patient care","Bed-days","Number",5389321,TRUE
2019,"France","Services of curative care","Discharges","Number",10930329.17,TRUE
2019,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.43,TRUE
2019,"France","Services of curative care","Bed-days","Number",59339262.98,TRUE
2019,"France","In-patient care","Discharges","Number",12628525.17,TRUE
2019,"France","In-patient care","In-patient average length of stay (in days)","Number",8.78,TRUE
2019,"France","In-patient care","Bed-days","Number",12500146.05,TRUE
2019,"Croatia","Services of curative care","Discharges","Number",651122,TRUE
2019,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.17,TRUE
2019,"Croatia","Services of curative care","Bed-days","Number",4015339,TRUE
2019,"Croatia","In-patient care","Discharges","Number",722612,TRUE
2019,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",8.32,TRUE
2019,"Croatia","In-patient care","Bed-days","Number",716272,TRUE
2019,"Italy","Services of curative care","Discharges","Number",6256245,TRUE
2019,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",6.93,TRUE
2019,"Italy","Services of curative care","Bed-days","Number",43168888,TRUE
2019,"Italy","In-patient care","Discharges","Number",7020505,TRUE
2019,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.83,TRUE
2019,"Italy","In-patient care","Bed-days","Number",6896911,TRUE
2019,"Cyprus","Services of curative care","Discharges","Number",70599,TRUE
