"TIME","GEO","UNIT","SOURCE","ICD10","Value","Flag and Footnotes"
"2017","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","34.79","d"
"2017","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Latvia","Percentage","Programme data","Malignant neoplasm of breast","44.00",""
"2017","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","39.00",""
"2017","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","48.30",""
"2017","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","50.90","d"
"2017","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","57.10",""
"2017","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.55",""
"2017","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Hungary","Percentage","Programme data","Malignant neoplasm of breast","41.09",""
"2017","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","34.20",""
"2017","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Malta","Percentage","Programme data","Malignant neoplasm of breast","50.50","d"
"2017","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri","24.00","d"
"2017","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","79.30",""
"2017","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","61.80",""
"2017","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","77.20",""
"2017","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","57.00","bd"
"2017","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","0.90",""
"2017","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","70.50",""
"2017","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","72.00","d"
"2017","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.70","d"
"2017","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.17","d"
"2017","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Finland","Percentage","Programme data","Malignant neoplasm of breast","81.90",""
"2017","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","70.60","d"
"2017","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","73.50","d"
"2017","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Iceland","Percentage","Programme data","Malignant neoplasm of breast","57.00","d"
"2017","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","66.00","d"
"2017","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast","8.10",""
"2017","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri","27.30",""
"2017","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Norway","Percentage","Programme data","Malignant neoplasm of breast","75.50",""
"2017","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","70.00",""
"2017","Switzerland","Percentage","Survey data","Malignant neoplasm of breast","49.00",""
"2017","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri","75.50",""
"2017","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.06",""
"2017","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.40",""
"2017","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Serbia","Percentage","Programme data","Malignant neoplasm of breast","10.30",""
"2017","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","10.60","d"
"2017","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Turkey","Percentage","Programme data","Malignant neoplasm of breast","33.25","d"
"2017","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","47.79","d"
"2018","Belgium","Percentage","Survey data","Malignant neoplasm of breast","67.30",""
"2018","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri","68.10",""
"2018","Belgium","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Czechia","Percentage","Programme data","Malignant neoplasm of breast","60.90",""
"2018","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.77",""
"2018","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Denmark","Percentage","Programme data","Malignant neoplasm of breast","83.20",""
"2018","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Estonia","Percentage","Programme data","Malignant neoplasm of breast","52.80","d"
"2018","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.30","d"
"2018","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Ireland","Percentage","Programme data","Malignant neoplasm of breast","74.30","dp"
"2018","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","77.80","dp"
"2018","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Spain","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","France","Percentage","Programme data","Malignant neoplasm of breast","50.20",""
"2018","France","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Croatia","Percentage","Programme data","Malignant neoplasm of breast","64.00",""
"2018","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Italy","Percentage","Survey data","Malignant neoplasm of breast","74.30",""
"2018","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","79.70",""
"2018","Italy","Percentage","Programme data","Malignant neoplasm of breast","60.50",""
"2018","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","39.60",""
"2018","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","33.21","d"
"2018","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Latvia","Percentage","Programme data","Malignant neoplasm of breast","42.10",""
"2018","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","43.80",""
"2018","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","50.00",""
"2018","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","51.00","d"
"2018","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","54.50","p"
"2018","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.27","p"
"2018","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Hungary","Percentage","Programme data","Malignant neoplasm of breast","40.02",""
"2018","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","32.18",""
"2018","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Malta","Percentage","Programme data","Malignant neoplasm of breast","61.00","d"
"2018","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri","25.00","d"
"2018","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","79.80",""
"2018","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","59.30",""
"2018","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","77.00",""
"2018","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","57.60","d"
"2018","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","0.80",""
"2018","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","74.30",""
"2018","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","72.00","d"
"2018","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.44","d"
"2018","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.62","d"
"2018","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Finland","Percentage","Programme data","Malignant neoplasm of breast","83.60","e"
"2018","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.40","de"
"2018","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.90","d"
"2018","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Iceland","Percentage","Programme data","Malignant neoplasm of breast","57.00","d"
"2018","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","66.00","d"
"2018","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast","5.30",""
"2018","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri","17.80",""
"2018","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Norway","Percentage","Programme data","Malignant neoplasm of breast","74.50",""
"2018","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.30",""
"2018","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.21","e"
"2018","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.81","e"
"2018","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Montenegro","Percentage","Programme data","Malignant neoplasm of breast","27.40",""
"2018","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri","32.50",""
"2018","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2018","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2018","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Serbia","Percentage","Programme data","Malignant neoplasm of breast","9.00",""
"2018","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","10.70","d"
"2018","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2018","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2018","Turkey","Percentage","Programme data","Malignant neoplasm of breast","34.80","d"
"2018","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.96","d"
"2019","Belgium","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Belgium","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Czechia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Denmark","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Estonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Ireland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Spain","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","France","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","France","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Croatia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Italy","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Italy","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Cyprus","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Latvia","Percentage","Programme data","Malignant neoplasm of breast","39.10",""
"2019","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","39.70",""
"2019","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Lithuania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","40.70","p"
"2019","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Hungary","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Malta","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Netherlands","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Netherlands","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","76.80",""
"2019","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","72.40","d"
"2019","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Slovakia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Finland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Iceland","Percentage","Programme data","Malignant neoplasm of breast","61.00","d"
"2019","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","67.00","d"
"2019","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
