"TIME","GEO","AGE","INDIC_HE","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2017","Italy","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 156.3",""
"2017","Italy","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","25.5",""
"2017","Italy","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","1.1",""
"2017","Italy","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.2",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","3 564.2",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 564.2",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","57.4",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","3.5",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","0.9",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","3 998.0",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 998.0",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","54.3",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","2.5",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","1.3",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","3 105.5",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 105.5",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","60.6",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","4.5",""
"2017","Italy","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.4",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","3 015.6",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 015.6",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","59.3",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","4.2",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","0.9",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","3 610.1",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 610.1",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","63.2",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","3.9",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","1.0",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","2 386.8",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 386.8",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","55.2",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","4.5",""
"2017","Italy","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.9",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","2 734.6",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 734.6",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","37.3",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","2.5",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","0.2",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","3 124.8",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 124.8",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","41.7",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","2.6",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","0.2",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","2 321.1",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 321.1",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","32.6",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","2.4",""
"2017","Italy","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.1",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","2 438.4",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 438.4",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","22.7",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","1.4",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","0.2",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","2 793.8",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 793.8",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","23.1",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","1.4",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","0.3",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","2 061.0",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 061.0",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","22.3",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","1.4",""
"2017","Italy","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.1",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","2 107.8",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 106.8",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","31.2",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.3",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","1.7",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","2 339.4",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 337.2",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","33.4",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.5",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","2.4",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","1 887.5",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 887.5",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","29.1",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.2",""
"2017","Cyprus","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","1.1",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","3 167.4",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 070.8",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","311.4",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","32.2",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","3 304.4",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 116.2",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","209.1",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","41.8",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","3 022.9",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 022.9",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","419.2",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2017","Cyprus","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","22.1",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","1 969.9",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 969.9",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","277.6",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","2.7",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","26.7",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","2 318.3",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 318.3",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","331.2",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","5.2",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","36.2",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","1 598.7",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 598.7",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","220.5",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2017","Cyprus","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","16.5",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","1 136.5",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 136.5",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","92.7",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","4.1",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","1 354.3",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 354.3",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","76.6",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","4.0",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","909.1",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","909.1",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","109.4",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2017","Cyprus","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","4.2",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","726.6",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","726.6",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","65.2",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","0.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","952.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","952.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","79.3",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","0.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","491.7",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","491.7",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","50.5",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2017","Cyprus","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.0",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","8 340.3",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","28.5",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","1.1",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","2.5",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","7 109.3",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","29.7",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","1.3",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","2.4",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","9 387.2",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","27.5",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.9",""
"2017","Latvia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","2.6",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 686.9",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","80.0",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","9.4",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","4.7",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","5 308.7",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","108.7",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","18.1",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","9.1",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 014.9",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","49.0",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2017","Latvia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","0.0",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","5 484.4",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","123.1",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","1.2",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","18.6",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","6 175.8",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","112.2",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","11.2",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 742.7",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","134.8",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","2.4",""
"2017","Latvia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","26.5",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 992.2",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","75.5",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","4.0",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","5 661.5",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","86.9",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","5.8",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",":",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 284.4",""
"2017","Latvia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","63.3",""
