"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2017","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number","5.00",""
"2017","Netherlands","Services of curative care","Bed-days","Number","8 322 819.00",""
"2017","Netherlands","In-patient care","Discharges","Number",":",""
"2017","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2017","Netherlands","In-patient care","Bed-days","Number",":",""
"2017","Austria","Services of curative care","Discharges","Number","2 029 354.00",""
"2017","Austria","Services of curative care","In-patient average length of stay (in days)","Number","6.36",""
"2017","Austria","Services of curative care","Bed-days","Number","12 911 238.00",""
"2017","Austria","In-patient care","Discharges","Number","2 192 846.00",""
"2017","Austria","In-patient care","In-patient average length of stay (in days)","Number","8.29",""
"2017","Austria","In-patient care","Bed-days","Number",":",""
"2017","Poland","Services of curative care","Discharges","Number","6 753 851.00",""
"2017","Poland","Services of curative care","In-patient average length of stay (in days)","Number","6.64",""
"2017","Poland","Services of curative care","Bed-days","Number","44 846 596.00",""
"2017","Poland","In-patient care","Discharges","Number","6 893 122.00",""
"2017","Poland","In-patient care","In-patient average length of stay (in days)","Number","7.00",""
"2017","Poland","In-patient care","Bed-days","Number",":",""
"2017","Portugal","Services of curative care","Discharges","Number","1 127 973.00",""
"2017","Portugal","Services of curative care","In-patient average length of stay (in days)","Number","8.94",""
"2017","Portugal","Services of curative care","Bed-days","Number","10 086 030.00",""
"2017","Portugal","In-patient care","Discharges","Number","1 131 547.00",""
"2017","Portugal","In-patient care","In-patient average length of stay (in days)","Number","9.10",""
"2017","Portugal","In-patient care","Bed-days","Number",":",""
"2017","Romania","Services of curative care","Discharges","Number","3 665 539.00",""
"2017","Romania","Services of curative care","In-patient average length of stay (in days)","Number","6.05",""
"2017","Romania","Services of curative care","Bed-days","Number","22 184 661.00",""
"2017","Romania","In-patient care","Discharges","Number","4 068 326.00",""
"2017","Romania","In-patient care","In-patient average length of stay (in days)","Number","7.43",""
"2017","Romania","In-patient care","Bed-days","Number",":",""
"2017","Slovenia","Services of curative care","Discharges","Number","332 127.00",""
"2017","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number","6.64",""
"2017","Slovenia","Services of curative care","Bed-days","Number","2 204 364.00",""
"2017","Slovenia","In-patient care","Discharges","Number","363 952.00",""
"2017","Slovenia","In-patient care","In-patient average length of stay (in days)","Number","6.98",""
"2017","Slovenia","In-patient care","Bed-days","Number",":",""
"2017","Slovakia","Services of curative care","Discharges","Number","944 715.00",""
"2017","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number","6.80",""
"2017","Slovakia","Services of curative care","Bed-days","Number","6 343 051.00",""
"2017","Slovakia","In-patient care","Discharges","Number","1 061 067.00",""
"2017","Slovakia","In-patient care","In-patient average length of stay (in days)","Number","7.30",""
"2017","Slovakia","In-patient care","Bed-days","Number",":",""
"2017","Finland","Services of curative care","Discharges","Number","884 948.00",""
"2017","Finland","Services of curative care","In-patient average length of stay (in days)","Number","6.40",""
"2017","Finland","Services of curative care","Bed-days","Number","5 639 825.00",""
"2017","Finland","In-patient care","Discharges","Number","904 679.00",""
"2017","Finland","In-patient care","In-patient average length of stay (in days)","Number","8.20",""
"2017","Finland","In-patient care","Bed-days","Number",":",""
"2017","Sweden","Services of curative care","Discharges","Number","1 378 031.00",""
"2017","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.60",""
"2017","Sweden","Services of curative care","Bed-days","Number",":",""
"2017","Sweden","In-patient care","Discharges","Number","1 426 436.00",""
"2017","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.80",""
"2017","Sweden","In-patient care","Bed-days","Number",":",""
"2017","Iceland","Services of curative care","Discharges","Number","39 246.00",""
"2017","Iceland","Services of curative care","In-patient average length of stay (in days)","Number","5.75",""
"2017","Iceland","Services of curative care","Bed-days","Number","225 547.00",""
"2017","Iceland","In-patient care","Discharges","Number","40 186.00",""
"2017","Iceland","In-patient care","In-patient average length of stay (in days)","Number","6.09",""
"2017","Iceland","In-patient care","Bed-days","Number",":",""
"2017","Liechtenstein","Services of curative care","Discharges","Number","2 847.00",""
"2017","Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number","4.89",""
"2017","Liechtenstein","Services of curative care","Bed-days","Number","13 938.00",""
"2017","Liechtenstein","In-patient care","Discharges","Number","2 858.00",""
"2017","Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number","4.94",""
"2017","Liechtenstein","In-patient care","Bed-days","Number",":",""
"2017","Norway","Services of curative care","Discharges","Number","822 708.00",""
"2017","Norway","Services of curative care","In-patient average length of stay (in days)","Number","6.00",""
"2017","Norway","Services of curative care","Bed-days","Number",":",""
"2017","Norway","In-patient care","Discharges","Number","853 108.00",""
"2017","Norway","In-patient care","In-patient average length of stay (in days)","Number","6.50",""
"2017","Norway","In-patient care","Bed-days","Number",":",""
"2017","Switzerland","Services of curative care","Discharges","Number","1 332 400.00",""
"2017","Switzerland","Services of curative care","In-patient average length of stay (in days)","Number","6.97",""
"2017","Switzerland","Services of curative care","Bed-days","Number","9 282 083.00",""
"2017","Switzerland","In-patient care","Discharges","Number","1 444 657.00",""
"2017","Switzerland","In-patient care","In-patient average length of stay (in days)","Number","8.21",""
"2017","Switzerland","In-patient care","Bed-days","Number",":",""
"2017","United Kingdom","Services of curative care","Discharges","Number","8 242 963.00",""
"2017","United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number","5.87",""
"2017","United Kingdom","Services of curative care","Bed-days","Number","48 421 552.63",""
"2017","United Kingdom","In-patient care","Discharges","Number","8 683 046.00",""
"2017","United Kingdom","In-patient care","In-patient average length of stay (in days)","Number","6.86",""
"2017","United Kingdom","In-patient care","Bed-days","Number",":",""
"2017","Montenegro","Services of curative care","Discharges","Number",":",""
"2017","Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","Montenegro","Services of curative care","Bed-days","Number",":",""
"2017","Montenegro","In-patient care","Discharges","Number","73 847.00",""
"2017","Montenegro","In-patient care","In-patient average length of stay (in days)","Number","8.51",""
"2017","Montenegro","In-patient care","Bed-days","Number",":",""
"2017","North Macedonia","Services of curative care","Discharges","Number","196 812.00",""
"2017","North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number","5.78",""
"2017","North Macedonia","Services of curative care","Bed-days","Number",":",""
"2017","North Macedonia","In-patient care","Discharges","Number",":",""
"2017","North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2017","North Macedonia","In-patient care","Bed-days","Number",":",""
"2017","Albania","Services of curative care","Discharges","Number",":",""
"2017","Albania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","Albania","Services of curative care","Bed-days","Number",":",""
"2017","Albania","In-patient care","Discharges","Number",":",""
"2017","Albania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2017","Albania","In-patient care","Bed-days","Number",":",""
"2017","Serbia","Services of curative care","Discharges","Number","883 978.00",""
"2017","Serbia","Services of curative care","In-patient average length of stay (in days)","Number","9.10",""
"2017","Serbia","Services of curative care","Bed-days","Number","8 045 466.00",""
"2017","Serbia","In-patient care","Discharges","Number","1 017 579.00",""
"2017","Serbia","In-patient care","In-patient average length of stay (in days)","Number","10.20",""
"2017","Serbia","In-patient care","Bed-days","Number",":",""
"2017","Turkey","Services of curative care","Discharges","Number","13 528 778.00",""
"2017","Turkey","Services of curative care","In-patient average length of stay (in days)","Number","4.06",""
"2017","Turkey","Services of curative care","Bed-days","Number","54 925 346.00",""
"2017","Turkey","In-patient care","Discharges","Number","13 561 236.00",""
"2017","Turkey","In-patient care","In-patient average length of stay (in days)","Number","4.11",""
"2017","Turkey","In-patient care","Bed-days","Number",":",""
"2018","European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",":",""
"2018","European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",":",""
"2018","European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",":",""
"2018","European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",":",""
"2018","European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",":",""
"2018","European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",":",""
"2018","European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",":",""
"2018","European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",":",""
"2018","Belgium","Services of curative care","Discharges","Number","1 876 638.00",""
"2018","Belgium","Services of curative care","In-patient average length of stay (in days)","Number","6.60",""
"2018","Belgium","Services of curative care","Bed-days","Number","12 361 553.00",""
"2018","Belgium","In-patient care","Discharges","Number","1 891 696.00",""
"2018","Belgium","In-patient care","In-patient average length of stay (in days)","Number","7.23",""
"2018","Belgium","In-patient care","Bed-days","Number",":",""
"2018","Bulgaria","Services of curative care","Discharges","Number","2 114 108.00",""
"2018","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2018","Bulgaria","In-patient care","Discharges","Number","2 401 759.00",""
"2018","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number","5.20",""
"2018","Bulgaria","In-patient care","Bed-days","Number",":",""
"2018","Czechia","Services of curative care","Discharges","Number","1 908 883.00",""
"2018","Czechia","Services of curative care","In-patient average length of stay (in days)","Number","5.76",""
"2018","Czechia","Services of curative care","Bed-days","Number","10 990 094.00",""
"2018","Czechia","In-patient care","Discharges","Number","2 082 385.00",""
"2018","Czechia","In-patient care","In-patient average length of stay (in days)","Number","9.37",""
"2018","Czechia","In-patient care","Bed-days","Number",":",""
"2018","Denmark","Services of curative care","Discharges","Number",":",""
"2018","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Denmark","Services of curative care","Bed-days","Number",":",""
"2018","Denmark","In-patient care","Discharges","Number","811 116.00",""
"2018","Denmark","In-patient care","In-patient average length of stay (in days)","Number","5.40",""
"2018","Denmark","In-patient care","Bed-days","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",":",""
"2018","Estonia","Services of curative care","Discharges","Number","192 339.00",""
"2018","Estonia","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2018","Estonia","Services of curative care","Bed-days","Number","1 180 623.00",""
"2018","Estonia","In-patient care","Discharges","Number","214 123.00",""
"2018","Estonia","In-patient care","In-patient average length of stay (in days)","Number","7.70",""
"2018","Estonia","In-patient care","Bed-days","Number",":",""
"2018","Ireland","Services of curative care","Discharges","Number","656 997.00",""
"2018","Ireland","Services of curative care","In-patient average length of stay (in days)","Number","5.90",""
"2018","Ireland","Services of curative care","Bed-days","Number","3 899 212.00",""
"2018","Ireland","In-patient care","Discharges","Number","663 174.00",""
"2018","Ireland","In-patient care","In-patient average length of stay (in days)","Number","6.10",""
"2018","Ireland","In-patient care","Bed-days","Number",":",""
"2018","Greece","Services of curative care","Discharges","Number",":",""
"2018","Greece","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Greece","Services of curative care","Bed-days","Number",":",""
"2018","Greece","In-patient care","Discharges","Number",":",""
"2018","Greece","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","Greece","In-patient care","Bed-days","Number",":",""
"2018","Spain","Services of curative care","Discharges","Number","5 364 254.00","p"
"2018","Spain","Services of curative care","In-patient average length of stay (in days)","Number","6.03","p"
"2018","Spain","Services of curative care","Bed-days","Number","32 322 310.00","p"
"2018","Spain","In-patient care","Discharges","Number","5 389 321.00","p"
"2018","Spain","In-patient care","In-patient average length of stay (in days)","Number","7.27","p"
"2018","Spain","In-patient care","Bed-days","Number",":",""
"2018","France","Services of curative care","Discharges","Number","10 830 035.05",""
"2018","France","Services of curative care","In-patient average length of stay (in days)","Number","5.42",""
"2018","France","Services of curative care","Bed-days","Number","58 693 556.75",""
"2018","France","In-patient care","Discharges","Number","12 500 146.05",""
"2018","France","In-patient care","In-patient average length of stay (in days)","Number","8.79",""
"2018","France","In-patient care","Bed-days","Number",":",""
"2018","Croatia","Services of curative care","Discharges","Number","639 883.00",""
"2018","Croatia","Services of curative care","In-patient average length of stay (in days)","Number","6.11",""
"2018","Croatia","Services of curative care","Bed-days","Number","3 911 567.00",""
"2018","Croatia","In-patient care","Discharges","Number","716 272.00",""
"2018","Croatia","In-patient care","In-patient average length of stay (in days)","Number","8.22",""
"2018","Croatia","In-patient care","Bed-days","Number",":",""
"2018","Italy","Services of curative care","Discharges","Number","6 151 966.00",""
"2018","Italy","Services of curative care","In-patient average length of stay (in days)","Number","7.00",""
"2018","Italy","Services of curative care","Bed-days","Number","43 037 321.00",""
"2018","Italy","In-patient care","Discharges","Number","6 896 911.00",""
"2018","Italy","In-patient care","In-patient average length of stay (in days)","Number","7.91",""
"2018","Italy","In-patient care","Bed-days","Number",":",""
"2018","Cyprus","Services of curative care","Discharges","Number","182 407.00","bd"
"2018","Cyprus","Services of curative care","In-patient average length of stay (in days)","Number","3.20","bd"
"2018","Cyprus","Services of curative care","Bed-days","Number","591 504.00","bd"
"2018","Cyprus","In-patient care","Discharges","Number","183 072.00","bd"
"2018","Cyprus","In-patient care","In-patient average length of stay (in days)","Number","3.30","bd"
"2018","Cyprus","In-patient care","Bed-days","Number",":",""
"2018","Latvia","Services of curative care","Discharges","Number","277 319.00",""
"2018","Latvia","Services of curative care","In-patient average length of stay (in days)","Number","5.96",""
"2018","Latvia","Services of curative care","Bed-days","Number","1 653 221.00",""
"2018","Latvia","In-patient care","Discharges","Number","359 380.00",""
"2018","Latvia","In-patient care","In-patient average length of stay (in days)","Number","8.25",""
"2018","Latvia","In-patient care","Bed-days","Number",":",""
"2018","Lithuania","Services of curative care","Discharges","Number","610 852.00",""
"2018","Lithuania","Services of curative care","In-patient average length of stay (in days)","Number","6.48",""
"2018","Lithuania","Services of curative care","Bed-days","Number","3 959 294.00",""
"2018","Lithuania","In-patient care","Discharges","Number","622 941.00",""
"2018","Lithuania","In-patient care","In-patient average length of stay (in days)","Number","7.60",""
"2018","Lithuania","In-patient care","Bed-days","Number",":",""
"2018","Luxembourg","Services of curative care","Discharges","Number","75 282.00","p"
"2018","Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number","7.56","p"
"2018","Luxembourg","Services of curative care","Bed-days","Number","568 956.00","p"
"2018","Luxembourg","In-patient care","Discharges","Number","77 947.00","p"
"2018","Luxembourg","In-patient care","In-patient average length of stay (in days)","Number","9.26","p"
"2018","Luxembourg","In-patient care","Bed-days","Number",":",""
"2018","Hungary","Services of curative care","Discharges","Number","1 637 189.00",""
"2018","Hungary","Services of curative care","In-patient average length of stay (in days)","Number","5.42",""
"2018","Hungary","Services of curative care","Bed-days","Number","8 880 358.00",""
"2018","Hungary","In-patient care","Discharges","Number","1 882 253.00",""
"2018","Hungary","In-patient care","In-patient average length of stay (in days)","Number","9.63",""
"2018","Hungary","In-patient care","Bed-days","Number",":",""
"2018","Malta","Services of curative care","Discharges","Number",":",""
"2018","Malta","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Malta","Services of curative care","Bed-days","Number",":",""
"2018","Malta","In-patient care","Discharges","Number",":",""
"2018","Malta","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","Malta","In-patient care","Bed-days","Number",":",""
"2018","Netherlands","Services of curative care","Discharges","Number","1 598 815.00","p"
"2018","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number","5.10","p"
"2018","Netherlands","Services of curative care","Bed-days","Number","8 077 815.00","p"
"2018","Netherlands","In-patient care","Discharges","Number",":",""
"2018","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","Netherlands","In-patient care","Bed-days","Number",":",""
"2018","Austria","Services of curative care","Discharges","Number","2 019 169.00",""
"2018","Austria","Services of curative care","In-patient average length of stay (in days)","Number","6.31",""
"2018","Austria","Services of curative care","Bed-days","Number","12 744 275.00",""
"2018","Austria","In-patient care","Discharges","Number","2 183 770.00",""
"2018","Austria","In-patient care","In-patient average length of stay (in days)","Number","8.29",""
"2018","Austria","In-patient care","Bed-days","Number",":",""
"2018","Poland","Services of curative care","Discharges","Number","6 411 015.00",""
"2018","Poland","Services of curative care","In-patient average length of stay (in days)","Number","6.50",""
"2018","Poland","Services of curative care","Bed-days","Number","41 433 370.00",""
"2018","Poland","In-patient care","Discharges","Number","6 570 679.00",""
"2018","Poland","In-patient care","In-patient average length of stay (in days)","Number","7.10",""
"2018","Poland","In-patient care","Bed-days","Number",":",""
"2018","Portugal","Services of curative care","Discharges","Number","1 124 830.00",""
"2018","Portugal","Services of curative care","In-patient average length of stay (in days)","Number","9.01",""
"2018","Portugal","Services of curative care","Bed-days","Number","10 139 171.00",""
"2018","Portugal","In-patient care","Discharges","Number","1 128 367.00",""
"2018","Portugal","In-patient care","In-patient average length of stay (in days)","Number","9.10",""
"2018","Portugal","In-patient care","Bed-days","Number",":",""
"2018","Romania","Services of curative care","Discharges","Number","3 703 095.00",""
"2018","Romania","Services of curative care","In-patient average length of stay (in days)","Number","5.92",""
"2018","Romania","Services of curative care","Bed-days","Number","21 932 023.00",""
"2018","Romania","In-patient care","Discharges","Number","4 113 449.00",""
"2018","Romania","In-patient care","In-patient average length of stay (in days)","Number","7.26",""
"2018","Romania","In-patient care","Bed-days","Number",":",""
"2018","Slovenia","Services of curative care","Discharges","Number","330 273.00",""
"2018","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number","6.67",""
"2018","Slovenia","Services of curative care","Bed-days","Number","2 202 708.00",""
"2018","Slovenia","In-patient care","Discharges","Number","362 834.00",""
"2018","Slovenia","In-patient care","In-patient average length of stay (in days)","Number","7.02",""
"2018","Slovenia","In-patient care","Bed-days","Number",":",""
"2018","Slovakia","Services of curative care","Discharges","Number","906 471.00",""
"2018","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number","6.70",""
"2018","Slovakia","Services of curative care","Bed-days","Number","6 131 176.00",""
"2018","Slovakia","In-patient care","Discharges","Number","1 040 010.00",""
"2018","Slovakia","In-patient care","In-patient average length of stay (in days)","Number","7.20",""
"2018","Slovakia","In-patient care","Bed-days","Number",":",""
"2018","Finland","Services of curative care","Discharges","Number","872 508.00",""
"2018","Finland","Services of curative care","In-patient average length of stay (in days)","Number","6.40",""
"2018","Finland","Services of curative care","Bed-days","Number","5 601 522.00",""
"2018","Finland","In-patient care","Discharges","Number","891 427.00",""
"2018","Finland","In-patient care","In-patient average length of stay (in days)","Number","8.10",""
"2018","Finland","In-patient care","Bed-days","Number",":",""
"2018","Sweden","Services of curative care","Discharges","Number","1 371 577.00",""
"2018","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.49",""
"2018","Sweden","Services of curative care","Bed-days","Number",":",""
"2018","Sweden","In-patient care","Discharges","Number","1 422 348.00",""
"2018","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.67",""
"2018","Sweden","In-patient care","Bed-days","Number",":",""
"2018","Iceland","Services of curative care","Discharges","Number","38 177.00",""
"2018","Iceland","Services of curative care","In-patient average length of stay (in days)","Number","5.60",""
"2018","Iceland","Services of curative care","Bed-days","Number","213 958.00",""
"2018","Iceland","In-patient care","Discharges","Number","38 936.00",""
"2018","Iceland","In-patient care","In-patient average length of stay (in days)","Number","5.90",""
"2018","Iceland","In-patient care","Bed-days","Number",":",""
"2018","Liechtenstein","Services of curative care","Discharges","Number","1 563.00",""
"2018","Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number","5.61",""
"2018","Liechtenstein","Services of curative care","Bed-days","Number","8 772.00",""
"2018","Liechtenstein","In-patient care","Discharges","Number","1 568.00",""
"2018","Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number","5.64",""
"2018","Liechtenstein","In-patient care","Bed-days","Number",":",""
"2018","Norway","Services of curative care","Discharges","Number","817 352.00",""
"2018","Norway","Services of curative care","In-patient average length of stay (in days)","Number","6.00",""
"2018","Norway","Services of curative care","Bed-days","Number",":",""
"2018","Norway","In-patient care","Discharges","Number","846 807.00",""
"2018","Norway","In-patient care","In-patient average length of stay (in days)","Number","6.50",""
"2018","Norway","In-patient care","Bed-days","Number",":",""
"2018","Switzerland","Services of curative care","Discharges","Number","1 329 974.00",""
"2018","Switzerland","Services of curative care","In-patient average length of stay (in days)","Number","6.88",""
"2018","Switzerland","Services of curative care","Bed-days","Number","9 151 640.00",""
"2018","Switzerland","In-patient care","Discharges","Number","1 443 857.00",""
"2018","Switzerland","In-patient care","In-patient average length of stay (in days)","Number","8.16",""
"2018","Switzerland","In-patient care","Bed-days","Number",":",""
"2018","United Kingdom","Services of curative care","Discharges","Number","8 277 118.25",""
"2018","United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number","5.85",""
"2018","United Kingdom","Services of curative care","Bed-days","Number","50 259 584.74",""
"2018","United Kingdom","In-patient care","Discharges","Number","8 720 535.41",""
"2018","United Kingdom","In-patient care","In-patient average length of stay (in days)","Number","6.80",""
"2018","United Kingdom","In-patient care","Bed-days","Number",":",""
"2018","Montenegro","Services of curative care","Discharges","Number","73 862.00",""
"2018","Montenegro","Services of curative care","In-patient average length of stay (in days)","Number","7.83",""
"2018","Montenegro","Services of curative care","Bed-days","Number","578 151.00",""
"2018","Montenegro","In-patient care","Discharges","Number","74 493.00",""
"2018","Montenegro","In-patient care","In-patient average length of stay (in days)","Number","8.29",""
"2018","Montenegro","In-patient care","Bed-days","Number",":",""
"2018","North Macedonia","Services of curative care","Discharges","Number","200 193.00",""
"2018","North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number","5.86",""
"2018","North Macedonia","Services of curative care","Bed-days","Number",":",""
"2018","North Macedonia","In-patient care","Discharges","Number",":",""
"2018","North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","North Macedonia","In-patient care","Bed-days","Number",":",""
"2018","Albania","Services of curative care","Discharges","Number",":",""
"2018","Albania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2018","Albania","Services of curative care","Bed-days","Number",":",""
"2018","Albania","In-patient care","Discharges","Number",":",""
"2018","Albania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2018","Albania","In-patient care","Bed-days","Number",":",""
"2018","Serbia","Services of curative care","Discharges","Number","875 913.00",""
"2018","Serbia","Services of curative care","In-patient average length of stay (in days)","Number","8.90",""
"2018","Serbia","Services of curative care","Bed-days","Number","7 781 742.00",""
"2018","Serbia","In-patient care","Discharges","Number","1 034 400.00",""
"2018","Serbia","In-patient care","In-patient average length of stay (in days)","Number","10.30",""
"2018","Serbia","In-patient care","Bed-days","Number",":",""
"2018","Turkey","Services of curative care","Discharges","Number","13 465 409.00",""
"2018","Turkey","Services of curative care","In-patient average length of stay (in days)","Number","4.10",""
"2018","Turkey","Services of curative care","Bed-days","Number","55 237 716.00",""
"2018","Turkey","In-patient care","Discharges","Number","13 503 947.00",""
"2018","Turkey","In-patient care","In-patient average length of stay (in days)","Number","4.16",""
"2018","Turkey","In-patient care","Bed-days","Number",":",""
"2019","European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",":",""
"2019","European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",":",""
"2019","European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",":",""
"2019","European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",":",""
"2019","European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",":",""
"2019","European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",":",""
"2019","European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",":",""
"2019","European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",":",""
"2019","Belgium","Services of curative care","Discharges","Number",":",""
"2019","Belgium","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Belgium","Services of curative care","Bed-days","Number",":",""
"2019","Belgium","In-patient care","Discharges","Number",":",""
"2019","Belgium","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Belgium","In-patient care","Bed-days","Number",":",""
"2019","Bulgaria","Services of curative care","Discharges","Number",":",""
"2019","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2019","Bulgaria","In-patient care","Discharges","Number",":",""
"2019","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Bulgaria","In-patient care","Bed-days","Number",":",""
"2019","Czechia","Services of curative care","Discharges","Number",":",""
"2019","Czechia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Czechia","Services of curative care","Bed-days","Number",":",""
"2019","Czechia","In-patient care","Discharges","Number",":",""
"2019","Czechia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Czechia","In-patient care","Bed-days","Number",":",""
"2019","Denmark","Services of curative care","Discharges","Number",":",""
"2019","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Denmark","Services of curative care","Bed-days","Number",":",""
"2019","Denmark","In-patient care","Discharges","Number",":",""
"2019","Denmark","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Denmark","In-patient care","Bed-days","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",":",""
"2019","Estonia","Services of curative care","Discharges","Number",":",""
"2019","Estonia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Estonia","Services of curative care","Bed-days","Number",":",""
"2019","Estonia","In-patient care","Discharges","Number",":",""
"2019","Estonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Estonia","In-patient care","Bed-days","Number",":",""
"2019","Ireland","Services of curative care","Discharges","Number",":",""
"2019","Ireland","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Ireland","Services of curative care","Bed-days","Number",":",""
"2019","Ireland","In-patient care","Discharges","Number",":",""
"2019","Ireland","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Ireland","In-patient care","Bed-days","Number",":",""
"2019","Greece","Services of curative care","Discharges","Number",":",""
"2019","Greece","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Greece","Services of curative care","Bed-days","Number",":",""
"2019","Greece","In-patient care","Discharges","Number",":",""
