"TIME","GEO","UNIT","SEX","ICD10","Value","Value_imp"
2018,"Belgium","Number","Total","Pneumonia, organism unspecified",4547,FALSE
2018,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",234,FALSE
2018,"Bulgaria","Number","Total","Other sepsis",369,FALSE
2018,"Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1382,FALSE
2018,"Bulgaria","Number","Total","Pneumonia, organism unspecified",968,FALSE
2018,"Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",665,FALSE
2018,"Czechia","Number","Total","Other sepsis",1120,FALSE
2018,"Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3117,FALSE
2018,"Czechia","Number","Total","Pneumonia, organism unspecified",3015,FALSE
2018,"Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",634,FALSE
2018,"Denmark","Number","Total","Other sepsis",477,FALSE
2018,"Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2382,FALSE
2018,"Denmark","Number","Total","Pneumonia, organism unspecified",819,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",10212,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis",7628,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",20922,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified",19764,FALSE
2018,"Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",122,FALSE
2018,"Estonia","Number","Total","Other sepsis",31,FALSE
2018,"Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",499,FALSE
2018,"Estonia","Number","Total","Pneumonia, organism unspecified",100,FALSE
2018,"Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",204,FALSE
2018,"Ireland","Number","Total","Other sepsis",88,FALSE
2018,"Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",850,FALSE
2018,"Ireland","Number","Total","Pneumonia, organism unspecified",1045,FALSE
2018,"Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",439,FALSE
2018,"Greece","Number","Total","Other sepsis",3615,FALSE
2018,"Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",7283,FALSE
2018,"Greece","Number","Total","Pneumonia, organism unspecified",1125,FALSE
2018,"Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3404,FALSE
2018,"Spain","Number","Total","Other sepsis",2994,FALSE
2018,"Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",18318,FALSE
2018,"Spain","Number","Total","Pneumonia, organism unspecified",9902,FALSE
2018,"France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5547,TRUE
2018,"France","Number","Total","Other sepsis",5333,TRUE
2018,"France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",14303,TRUE
2018,"France","Number","Total","Pneumonia, organism unspecified",12692,TRUE
2018,"France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5373,TRUE
2018,"France (metropolitan)","Number","Total","Other sepsis",5188,TRUE
2018,"France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",13949,TRUE
2018,"France (metropolitan)","Number","Total","Pneumonia, organism unspecified",12451,TRUE
2018,"Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",191,FALSE
2018,"Croatia","Number","Total","Other sepsis",101,FALSE
2018,"Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1025,FALSE
2018,"Croatia","Number","Total","Pneumonia, organism unspecified",312,FALSE
2018,"Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5870,FALSE
2018,"Italy","Number","Total","Other sepsis",7988,FALSE
2018,"Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",13839,FALSE
2018,"Italy","Number","Total","Pneumonia, organism unspecified",13283,FALSE
2018,"Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",89,FALSE
2018,"Cyprus","Number","Total","Other sepsis",76,FALSE
2018,"Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",180,FALSE
2018,"Cyprus","Number","Total","Pneumonia, organism unspecified",56,FALSE
2018,"Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",262,FALSE
2018,"Latvia","Number","Total","Other sepsis",55,FALSE
2018,"Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",528,FALSE
2018,"Latvia","Number","Total","Pneumonia, organism unspecified",435,FALSE
2018,"Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",299,FALSE
2018,"Lithuania","Number","Total","Other sepsis",311,FALSE
2018,"Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",829,FALSE
2018,"Lithuania","Number","Total","Pneumonia, organism unspecified",535,FALSE
2018,"Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",39,FALSE
2018,"Luxembourg","Number","Total","Other sepsis",29,FALSE
2018,"Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",101,FALSE
2018,"Luxembourg","Number","Total","Pneumonia, organism unspecified",109,FALSE
2018,"Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",676,FALSE
2018,"Hungary","Number","Total","Other sepsis",52,FALSE
2018,"Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3417,FALSE
2018,"Hungary","Number","Total","Pneumonia, organism unspecified",456,FALSE
2018,"Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",11,FALSE
2018,"Malta","Number","Total","Other sepsis",39,FALSE
2018,"Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",157,FALSE
2018,"Malta","Number","Total","Pneumonia, organism unspecified",118,FALSE
2018,"Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1849,FALSE
2018,"Netherlands","Number","Total","Other sepsis",1489,FALSE
2018,"Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4313,FALSE
2018,"Netherlands","Number","Total","Pneumonia, organism unspecified",3656,FALSE
2018,"Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",704,FALSE
2018,"Austria","Number","Total","Other sepsis",292,FALSE
2018,"Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1767,FALSE
2018,"Austria","Number","Total","Pneumonia, organism unspecified",1269,FALSE
2018,"Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1813,FALSE
2018,"Poland","Number","Total","Other sepsis",21,FALSE
2018,"Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",11936,FALSE
2018,"Poland","Number","Total","Pneumonia, organism unspecified",13015,FALSE
2018,"Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1164,FALSE
2018,"Portugal","Number","Total","Other sepsis",894,FALSE
2018,"Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4952,FALSE
2018,"Portugal","Number","Total","Pneumonia, organism unspecified",5238,FALSE
2018,"Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1759,FALSE
2018,"Romania","Number","Total","Other sepsis",1910,FALSE
2018,"Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3625,FALSE
2018,"Romania","Number","Total","Pneumonia, organism unspecified",8426,FALSE
2018,"Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",49,FALSE
2018,"Slovenia","Number","Total","Other sepsis",86,FALSE
2018,"Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",517,FALSE
2018,"Slovenia","Number","Total","Pneumonia, organism unspecified",327,FALSE
2018,"Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",243,FALSE
2018,"Slovakia","Number","Total","Other sepsis",439,FALSE
2018,"Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1646,FALSE
2018,"Slovakia","Number","Total","Pneumonia, organism unspecified",1765,FALSE
2018,"Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",171,FALSE
2018,"Finland","Number","Total","Other sepsis",70,FALSE
2018,"Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",898,FALSE
2018,"Finland","Number","Total","Pneumonia, organism unspecified",59,FALSE
2018,"Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1483,FALSE
2018,"Sweden","Number","Total","Other sepsis",780,FALSE
2018,"Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2060,FALSE
2018,"Sweden","Number","Total","Pneumonia, organism unspecified",1852,FALSE
2018,"Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",10,FALSE
2018,"Iceland","Number","Total","Other sepsis",10,FALSE
2018,"Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",41,FALSE
2018,"Iceland","Number","Total","Pneumonia, organism unspecified",76,FALSE
2018,"Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1,FALSE
2018,"Liechtenstein","Number","Total","Other sepsis",4,FALSE
2018,"Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",0,FALSE
2018,"Liechtenstein","Number","Total","Pneumonia, organism unspecified",12,FALSE
2018,"Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",687,FALSE
2018,"Norway","Number","Total","Other sepsis",242,FALSE
2018,"Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1204,FALSE
2018,"Norway","Number","Total","Pneumonia, organism unspecified",1369,FALSE
2018,"Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",640,FALSE
2018,"Switzerland","Number","Total","Other sepsis",183,FALSE
2018,"Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2258,FALSE
2018,"Switzerland","Number","Total","Pneumonia, organism unspecified",1250,FALSE
2018,"United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3291,FALSE
2018,"United Kingdom","Number","Total","Other sepsis",3004,FALSE
2018,"United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",23244,FALSE
2018,"United Kingdom","Number","Total","Pneumonia, organism unspecified",29614,FALSE
2018,"Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",380,FALSE
2018,"Serbia","Number","Total","Other sepsis",281,FALSE
2018,"Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1604,FALSE
2018,"Serbia","Number","Total","Pneumonia, organism unspecified",1375,FALSE
2018,"Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1985,FALSE
2018,"Turkey","Number","Total","Other sepsis",8868,FALSE
2018,"Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",11569,FALSE
2018,"Turkey","Number","Total","Pneumonia, organism unspecified",14902,FALSE
2019,"European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",38300,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Total","Other sepsis",37061,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",109346,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",91955,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",41818,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",39800,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",130816,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",121701,TRUE
2019,"Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1628,TRUE
2019,"Belgium","Number","Total","Other sepsis",808,TRUE
2019,"Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3876,TRUE
2019,"Belgium","Number","Total","Pneumonia, organism unspecified",4180,TRUE
2019,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",226,TRUE
2019,"Bulgaria","Number","Total","Other sepsis",433,TRUE
