"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2017","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","Finland","For-profit private ownership","Number","814.00",""
"2017","Finland","For-profit private ownership","Inhabitants per ...","6 766.85",""
"2017","Finland","For-profit private ownership","Per hundred thousand inhabitants","14.78",""
"2017","Iceland","Public ownership","Number","1 052.00",""
"2017","Iceland","Public ownership","Inhabitants per ...","326.43",""
"2017","Iceland","Public ownership","Per hundred thousand inhabitants","306.35",""
"2017","Iceland","Not-for-profit private ownership","Number","0.00",""
"2017","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Iceland","For-profit private ownership","Number","0.00",""
"2017","Iceland","For-profit private ownership","Inhabitants per ...",":",""
"2017","Iceland","For-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Liechtenstein","Public ownership","Number","54.00",""
"2017","Liechtenstein","Public ownership","Inhabitants per ...","703.00",""
"2017","Liechtenstein","Public ownership","Per hundred thousand inhabitants","142.25",""
"2017","Liechtenstein","Not-for-profit private ownership","Number","0.00",""
"2017","Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Liechtenstein","For-profit private ownership","Number","37.00",""
"2017","Liechtenstein","For-profit private ownership","Inhabitants per ...","1 026.00",""
"2017","Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants","97.47",""
"2017","Norway","Public ownership","Number","14 446.00",""
"2017","Norway","Public ownership","Inhabitants per ...","365.29",""
"2017","Norway","Public ownership","Per hundred thousand inhabitants","273.76",""
"2017","Norway","Not-for-profit private ownership","Number",":",""
"2017","Norway","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","Norway","For-profit private ownership","Number",":",""
"2017","Norway","For-profit private ownership","Inhabitants per ...",":",""
"2017","Norway","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","United Kingdom","Public ownership","Number","167 589.00",""
"2017","United Kingdom","Public ownership","Inhabitants per ...","394.17",""
"2017","United Kingdom","Public ownership","Per hundred thousand inhabitants","253.70",""
"2017","United Kingdom","Not-for-profit private ownership","Number",":",""
"2017","United Kingdom","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","United Kingdom","For-profit private ownership","Number",":",""
"2017","United Kingdom","For-profit private ownership","Inhabitants per ...",":",""
"2017","United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","Montenegro","Public ownership","Number","2 403.00",""
"2017","Montenegro","Public ownership","Inhabitants per ...","259.00",""
"2017","Montenegro","Public ownership","Per hundred thousand inhabitants","386.10",""
"2017","Montenegro","Not-for-profit private ownership","Number","0.00",""
"2017","Montenegro","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Montenegro","For-profit private ownership","Number",":",""
"2017","Montenegro","For-profit private ownership","Inhabitants per ...",":",""
"2017","Montenegro","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","North Macedonia","Public ownership","Number","8 559.00",""
"2017","North Macedonia","Public ownership","Inhabitants per ...","242.38",""
"2017","North Macedonia","Public ownership","Per hundred thousand inhabitants","412.58",""
"2017","North Macedonia","Not-for-profit private ownership","Number","0.00",""
"2017","North Macedonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","North Macedonia","For-profit private ownership","Number","320.00",""
"2017","North Macedonia","For-profit private ownership","Inhabitants per ...","6 482.82",""
"2017","North Macedonia","For-profit private ownership","Per hundred thousand inhabitants","15.43",""
"2017","Serbia","Public ownership","Number","39 377.00",""
"2017","Serbia","Public ownership","Inhabitants per ...","178.30",""
"2017","Serbia","Public ownership","Per hundred thousand inhabitants","560.86",""
"2017","Serbia","Not-for-profit private ownership","Number","0.00",""
"2017","Serbia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Serbia","For-profit private ownership","Number",":",""
"2017","Serbia","For-profit private ownership","Inhabitants per ...",":",""
"2017","Serbia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2017","Turkey","Public ownership","Number","172 310.00",""
"2017","Turkey","Public ownership","Inhabitants per ...","466.09",""
"2017","Turkey","Public ownership","Per hundred thousand inhabitants","214.55",""
"2017","Turkey","Not-for-profit private ownership","Number","0.00",""
"2017","Turkey","Not-for-profit private ownership","Inhabitants per ...",":",""
"2017","Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2017","Turkey","For-profit private ownership","Number","53 553.00",""
"2017","Turkey","For-profit private ownership","Inhabitants per ...","1 499.69",""
"2017","Turkey","For-profit private ownership","Per hundred thousand inhabitants","66.68",""
"2018","Belgium","Public ownership","Number","16 636.00",""
"2018","Belgium","Public ownership","Inhabitants per ...","686.89",""
"2018","Belgium","Public ownership","Per hundred thousand inhabitants","145.58",""
"2018","Belgium","Not-for-profit private ownership","Number","47 612.00",""
"2018","Belgium","Not-for-profit private ownership","Inhabitants per ...","240.00",""
"2018","Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants","416.66",""
"2018","Belgium","For-profit private ownership","Number",":",""
"2018","Belgium","For-profit private ownership","Inhabitants per ...",":",""
"2018","Belgium","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Bulgaria","Public ownership","Number","40 564.00",""
"2018","Bulgaria","Public ownership","Inhabitants per ...","173.18",""
"2018","Bulgaria","Public ownership","Per hundred thousand inhabitants","577.42",""
"2018","Bulgaria","Not-for-profit private ownership","Number","0.00",""
"2018","Bulgaria","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Bulgaria","For-profit private ownership","Number","12 609.00",""
"2018","Bulgaria","For-profit private ownership","Inhabitants per ...","557.14",""
"2018","Bulgaria","For-profit private ownership","Per hundred thousand inhabitants","179.49",""
"2018","Czechia","Public ownership","Number","59 590.00",""
"2018","Czechia","Public ownership","Inhabitants per ...","178.38",""
"2018","Czechia","Public ownership","Per hundred thousand inhabitants","560.59",""
"2018","Czechia","Not-for-profit private ownership","Number","253.00",""
"2018","Czechia","Not-for-profit private ownership","Inhabitants per ...","42 015.52",""
"2018","Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants","2.38",""
"2018","Czechia","For-profit private ownership","Number","10 508.00",""
"2018","Czechia","For-profit private ownership","Inhabitants per ...","1 011.60",""
"2018","Czechia","For-profit private ownership","Per hundred thousand inhabitants","98.85",""
"2018","Denmark","Public ownership","Number","13 163.00",""
"2018","Denmark","Public ownership","Inhabitants per ...","440.15",""
"2018","Denmark","Public ownership","Per hundred thousand inhabitants","227.20",""
"2018","Denmark","Not-for-profit private ownership","Number","612.00",""
"2018","Denmark","Not-for-profit private ownership","Inhabitants per ...","9 466.72",""
"2018","Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants","10.56",""
"2018","Denmark","For-profit private ownership","Number","302.00",""
"2018","Denmark","For-profit private ownership","Inhabitants per ...","19 184.22",""
"2018","Denmark","For-profit private ownership","Per hundred thousand inhabitants","5.21",""
"2018","Germany (until 1990 former territory of the FRG)","Public ownership","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",":",""
"2018","Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",":",""
"2018","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",":",""
"2018","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Estonia","Public ownership","Number","5 582.00",""
"2018","Estonia","Public ownership","Inhabitants per ...","236.83",""
"2018","Estonia","Public ownership","Per hundred thousand inhabitants","422.25",""
"2018","Estonia","Not-for-profit private ownership","Number","151.00",""
"2018","Estonia","Not-for-profit private ownership","Inhabitants per ...","8 754.81",""
"2018","Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants","11.42",""
"2018","Estonia","For-profit private ownership","Number","313.00",""
"2018","Estonia","For-profit private ownership","Inhabitants per ...","4 223.57",""
"2018","Estonia","For-profit private ownership","Per hundred thousand inhabitants","23.68",""
"2018","Greece","Public ownership","Number","29 566.00",""
"2018","Greece","Public ownership","Inhabitants per ...","363.01",""
"2018","Greece","Public ownership","Per hundred thousand inhabitants","275.47",""
"2018","Greece","Not-for-profit private ownership","Number","828.00",""
"2018","Greece","Not-for-profit private ownership","Inhabitants per ...","12 962.42",""
"2018","Greece","Not-for-profit private ownership","Per hundred thousand inhabitants","7.71",""
"2018","Greece","For-profit private ownership","Number","14 659.00",""
"2018","Greece","For-profit private ownership","Inhabitants per ...","732.17",""
"2018","Greece","For-profit private ownership","Per hundred thousand inhabitants","136.58",""
"2018","Spain","Public ownership","Number","94 869.00","p"
"2018","Spain","Public ownership","Inhabitants per ...","493.29",""
"2018","Spain","Public ownership","Per hundred thousand inhabitants","202.72",""
"2018","Spain","Not-for-profit private ownership","Number","17 401.00","p"
"2018","Spain","Not-for-profit private ownership","Inhabitants per ...","2 689.37",""
"2018","Spain","Not-for-profit private ownership","Per hundred thousand inhabitants","37.18",""
"2018","Spain","For-profit private ownership","Number","26 791.00","p"
"2018","Spain","For-profit private ownership","Inhabitants per ...","1 746.77",""
"2018","Spain","For-profit private ownership","Per hundred thousand inhabitants","57.25",""
"2018","France","Public ownership","Number","243 417.00",""
"2018","France","Public ownership","Inhabitants per ...","275.11",""
"2018","France","Public ownership","Per hundred thousand inhabitants","363.49",""
"2018","France","Not-for-profit private ownership","Number","56 270.00",""
"2018","France","Not-for-profit private ownership","Inhabitants per ...","1 190.08",""
"2018","France","Not-for-profit private ownership","Per hundred thousand inhabitants","84.03",""
"2018","France","For-profit private ownership","Number","95 983.00",""
"2018","France","For-profit private ownership","Inhabitants per ...","697.69",""
"2018","France","For-profit private ownership","Per hundred thousand inhabitants","143.33",""
"2018","Croatia","Public ownership","Number","22 552.00",""
"2018","Croatia","Public ownership","Inhabitants per ...","181.40",""
"2018","Croatia","Public ownership","Per hundred thousand inhabitants","551.28",""
"2018","Croatia","Not-for-profit private ownership","Number","140.00",""
"2018","Croatia","Not-for-profit private ownership","Inhabitants per ...","29 220.50",""
"2018","Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants","3.42",""
"2018","Croatia","For-profit private ownership","Number","268.00",""
"2018","Croatia","For-profit private ownership","Inhabitants per ...","15 264.44",""
"2018","Croatia","For-profit private ownership","Per hundred thousand inhabitants","6.55",""
"2018","Italy","Public ownership","Number","126 406.00",""
"2018","Italy","Public ownership","Inhabitants per ...","478.00",""
"2018","Italy","Public ownership","Per hundred thousand inhabitants","209.21",""
"2018","Italy","Not-for-profit private ownership","Number","7 444.00",""
"2018","Italy","Not-for-profit private ownership","Inhabitants per ...","8 116.84",""
"2018","Italy","Not-for-profit private ownership","Per hundred thousand inhabitants","12.32",""
"2018","Italy","For-profit private ownership","Number","55 903.00",""
"2018","Italy","For-profit private ownership","Inhabitants per ...","1 080.83",""
"2018","Italy","For-profit private ownership","Per hundred thousand inhabitants","92.52",""
"2018","Cyprus","Public ownership","Number","1 564.00",""
"2018","Cyprus","Public ownership","Inhabitants per ...","556.31",""
"2018","Cyprus","Public ownership","Per hundred thousand inhabitants","179.76",""
"2018","Cyprus","Not-for-profit private ownership","Number","0.00",""
"2018","Cyprus","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Cyprus","For-profit private ownership","Number","1 308.00",""
"2018","Cyprus","For-profit private ownership","Inhabitants per ...","665.19",""
"2018","Cyprus","For-profit private ownership","Per hundred thousand inhabitants","150.33",""
"2018","Latvia","Public ownership","Number","9 515.00",""
"2018","Latvia","Public ownership","Inhabitants per ...","202.54",""
"2018","Latvia","Public ownership","Per hundred thousand inhabitants","493.73",""
"2018","Latvia","Not-for-profit private ownership","Number","0.00",""
"2018","Latvia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Latvia","For-profit private ownership","Number","1 072.00",""
"2018","Latvia","For-profit private ownership","Inhabitants per ...","1 797.74",""
"2018","Latvia","For-profit private ownership","Per hundred thousand inhabitants","55.63",""
"2018","Lithuania","Public ownership","Number","17 840.00",""
"2018","Lithuania","Public ownership","Inhabitants per ...","157.04",""
"2018","Lithuania","Public ownership","Per hundred thousand inhabitants","636.79",""
"2018","Lithuania","Not-for-profit private ownership","Number","0.00",""
"2018","Lithuania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Lithuania","For-profit private ownership","Number","185.00",""
"2018","Lithuania","For-profit private ownership","Inhabitants per ...","15 143.47",""
"2018","Lithuania","For-profit private ownership","Per hundred thousand inhabitants","6.60",""
"2018","Hungary","Public ownership","Number",":",""
"2018","Hungary","Public ownership","Inhabitants per ...",":",""
"2018","Hungary","Public ownership","Per hundred thousand inhabitants",":",""
"2018","Hungary","Not-for-profit private ownership","Number",":",""
"2018","Hungary","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Hungary","For-profit private ownership","Number",":",""
"2018","Hungary","For-profit private ownership","Inhabitants per ...",":",""
"2018","Hungary","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Malta","Public ownership","Number","1 980.00",""
"2018","Malta","Public ownership","Inhabitants per ...","244.76",""
"2018","Malta","Public ownership","Per hundred thousand inhabitants","408.56",""
"2018","Malta","Not-for-profit private ownership","Number","0.00",""
"2018","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Malta","For-profit private ownership","Number","108.00",""
"2018","Malta","For-profit private ownership","Inhabitants per ...","4 487.31",""
"2018","Malta","For-profit private ownership","Per hundred thousand inhabitants","22.29",""
"2018","Netherlands","Public ownership","Number",":",""
"2018","Netherlands","Public ownership","Inhabitants per ...",":",""
"2018","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2018","Netherlands","Not-for-profit private ownership","Number","54 547.00","p"
"2018","Netherlands","Not-for-profit private ownership","Inhabitants per ...","315.90",""
"2018","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants","316.55",""
"2018","Netherlands","For-profit private ownership","Number",":",""
"2018","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2018","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Austria","Public ownership","Number","44 650.00",""
"2018","Austria","Public ownership","Inhabitants per ...","198.00",""
"2018","Austria","Public ownership","Per hundred thousand inhabitants","505.06",""
"2018","Austria","Not-for-profit private ownership","Number","10 675.00",""
"2018","Austria","Not-for-profit private ownership","Inhabitants per ...","828.15",""
"2018","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants","120.75",""
"2018","Austria","For-profit private ownership","Number","8 960.00",""
"2018","Austria","For-profit private ownership","Inhabitants per ...","986.67",""
"2018","Austria","For-profit private ownership","Per hundred thousand inhabitants","101.35",""
"2018","Poland","Public ownership","Number","198 877.00",""
"2018","Poland","Public ownership","Inhabitants per ...","190.95",""
"2018","Poland","Public ownership","Per hundred thousand inhabitants","523.71",""
"2018","Poland","Not-for-profit private ownership","Number","3 770.00",""
"2018","Poland","Not-for-profit private ownership","Inhabitants per ...","10 072.88",""
"2018","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants","9.93",""
"2018","Poland","For-profit private ownership","Number","45 592.00",""
"2018","Poland","For-profit private ownership","Inhabitants per ...","832.93",""
"2018","Poland","For-profit private ownership","Per hundred thousand inhabitants","120.06",""
"2018","Portugal","Public ownership","Number","24 111.00",""
"2018","Portugal","Public ownership","Inhabitants per ...","426.52",""
"2018","Portugal","Public ownership","Per hundred thousand inhabitants","234.46",""
"2018","Portugal","Not-for-profit private ownership","Number","7 356.00",""
"2018","Portugal","Not-for-profit private ownership","Inhabitants per ...","1 398.02",""
"2018","Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants","71.53",""
"2018","Portugal","For-profit private ownership","Number","3 962.00",""
"2018","Portugal","For-profit private ownership","Inhabitants per ...","2 595.61",""
"2018","Portugal","For-profit private ownership","Per hundred thousand inhabitants","38.53",""
"2018","Romania","Public ownership","Number","127 082.00",""
"2018","Romania","Public ownership","Inhabitants per ...","153.23",""
"2018","Romania","Public ownership","Per hundred thousand inhabitants","652.62",""
"2018","Romania","Not-for-profit private ownership","Number","584.00",""
"2018","Romania","Not-for-profit private ownership","Inhabitants per ...","33 343.40",""
"2018","Romania","Not-for-profit private ownership","Per hundred thousand inhabitants","3.00",""
"2018","Romania","For-profit private ownership","Number","8 025.00",""
"2018","Romania","For-profit private ownership","Inhabitants per ...","2 426.49",""
"2018","Romania","For-profit private ownership","Per hundred thousand inhabitants","41.21",""
"2018","Slovenia","Public ownership","Number","9 082.00",""
"2018","Slovenia","Public ownership","Inhabitants per ...","228.35",""
"2018","Slovenia","Public ownership","Per hundred thousand inhabitants","437.92",""
"2018","Slovenia","Not-for-profit private ownership","Number","0.00",""
"2018","Slovenia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Slovenia","For-profit private ownership","Number","101.00",""
"2018","Slovenia","For-profit private ownership","Inhabitants per ...","20 533.60",""
"2018","Slovenia","For-profit private ownership","Per hundred thousand inhabitants","4.87",""
"2018","Finland","Public ownership","Number","18 879.00",""
"2018","Finland","Public ownership","Inhabitants per ...","292.15",""
"2018","Finland","Public ownership","Per hundred thousand inhabitants","342.29",""
"2018","Finland","Not-for-profit private ownership","Number",":",""
"2018","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Finland","For-profit private ownership","Number","1 042.00",""
"2018","Finland","For-profit private ownership","Inhabitants per ...","5 293.21",""
"2018","Finland","For-profit private ownership","Per hundred thousand inhabitants","18.89",""
"2018","Iceland","Public ownership","Number","1 014.00",""
"2018","Iceland","Public ownership","Inhabitants per ...","347.85",""
"2018","Iceland","Public ownership","Per hundred thousand inhabitants","287.48",""
"2018","Iceland","Not-for-profit private ownership","Number","0.00",""
"2018","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Iceland","For-profit private ownership","Number","0.00",""
"2018","Iceland","For-profit private ownership","Inhabitants per ...",":",""
"2018","Iceland","For-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Liechtenstein","Public ownership","Number","35.00",""
"2018","Liechtenstein","Public ownership","Inhabitants per ...","1 092.74",""
"2018","Liechtenstein","Public ownership","Per hundred thousand inhabitants","91.51",""
"2018","Liechtenstein","Not-for-profit private ownership","Number","0.00",""
"2018","Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Liechtenstein","For-profit private ownership","Number","4.00",""
"2018","Liechtenstein","For-profit private ownership","Inhabitants per ...","9 561.50",""
"2018","Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants","10.46",""
"2018","Norway","Public ownership","Number","14 241.00",""
"2018","Norway","Public ownership","Inhabitants per ...","373.00",""
"2018","Norway","Public ownership","Per hundred thousand inhabitants","268.10",""
"2018","Norway","Not-for-profit private ownership","Number",":",""
"2018","Norway","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Norway","For-profit private ownership","Number",":",""
"2018","Norway","For-profit private ownership","Inhabitants per ...",":",""
"2018","Norway","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","United Kingdom","Public ownership","Number","165 844.39","e"
"2018","United Kingdom","Public ownership","Inhabitants per ...","400.74",""
"2018","United Kingdom","Public ownership","Per hundred thousand inhabitants","249.54",""
"2018","United Kingdom","Not-for-profit private ownership","Number",":",""
"2018","United Kingdom","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","United Kingdom","For-profit private ownership","Number",":",""
"2018","United Kingdom","For-profit private ownership","Inhabitants per ...",":",""
"2018","United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Montenegro","Public ownership","Number","2 435.00",""
"2018","Montenegro","Public ownership","Inhabitants per ...","255.55",""
"2018","Montenegro","Public ownership","Per hundred thousand inhabitants","391.31",""
"2018","Montenegro","Not-for-profit private ownership","Number","0.00",""
"2018","Montenegro","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Montenegro","For-profit private ownership","Number",":",""
"2018","Montenegro","For-profit private ownership","Inhabitants per ...",":",""
"2018","Montenegro","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","North Macedonia","Public ownership","Number",":",""
"2018","North Macedonia","Public ownership","Inhabitants per ...",":",""
"2018","North Macedonia","Public ownership","Per hundred thousand inhabitants",":",""
"2018","North Macedonia","Not-for-profit private ownership","Number",":",""
"2018","North Macedonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","North Macedonia","For-profit private ownership","Number",":",""
"2018","North Macedonia","For-profit private ownership","Inhabitants per ...",":",""
"2018","North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Serbia","Public ownership","Number","39 399.00",""
"2018","Serbia","Public ownership","Inhabitants per ...","177.23",""
"2018","Serbia","Public ownership","Per hundred thousand inhabitants","564.25",""
"2018","Serbia","Not-for-profit private ownership","Number","0.00",""
"2018","Serbia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Serbia","For-profit private ownership","Number",":",""
"2018","Serbia","For-profit private ownership","Inhabitants per ...",":",""
"2018","Serbia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2018","Turkey","Public ownership","Number","177 189.00",""
"2018","Turkey","Public ownership","Inhabitants per ...","459.44",""
"2018","Turkey","Public ownership","Per hundred thousand inhabitants","217.66",""
"2018","Turkey","Not-for-profit private ownership","Number","0.00",""
"2018","Turkey","Not-for-profit private ownership","Inhabitants per ...",":",""
"2018","Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2018","Turkey","For-profit private ownership","Number","54 724.00",""
"2018","Turkey","For-profit private ownership","Inhabitants per ...","1 487.60",""
"2018","Turkey","For-profit private ownership","Per hundred thousand inhabitants","67.22",""
"2019","Belgium","Public ownership","Number","16 737.96","b"
"2019","Belgium","Public ownership","Inhabitants per ...",":",""
"2019","Belgium","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Belgium","Not-for-profit private ownership","Number","47 224.31","b"
"2019","Belgium","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Belgium","For-profit private ownership","Number",":",""
"2019","Belgium","For-profit private ownership","Inhabitants per ...",":",""
"2019","Belgium","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Bulgaria","Public ownership","Number",":",""
"2019","Bulgaria","Public ownership","Inhabitants per ...",":",""
"2019","Bulgaria","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Bulgaria","Not-for-profit private ownership","Number",":",""
"2019","Bulgaria","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Bulgaria","For-profit private ownership","Number",":",""
"2019","Bulgaria","For-profit private ownership","Inhabitants per ...",":",""
"2019","Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Czechia","Public ownership","Number",":",""
"2019","Czechia","Public ownership","Inhabitants per ...",":",""
"2019","Czechia","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Czechia","Not-for-profit private ownership","Number",":",""
"2019","Czechia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Czechia","For-profit private ownership","Number",":",""
"2019","Czechia","For-profit private ownership","Inhabitants per ...",":",""
"2019","Czechia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Denmark","Public ownership","Number","14 126.00","e"
"2019","Denmark","Public ownership","Inhabitants per ...",":",""
"2019","Denmark","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Denmark","Not-for-profit private ownership","Number","628.00","e"
"2019","Denmark","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Denmark","For-profit private ownership","Number","319.00","e"
"2019","Denmark","For-profit private ownership","Inhabitants per ...",":",""
"2019","Denmark","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Germany (until 1990 former territory of the FRG)","Public ownership","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",":",""
"2019","Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",":",""
"2019","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Estonia","Public ownership","Number",":",""
"2019","Estonia","Public ownership","Inhabitants per ...",":",""
"2019","Estonia","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Estonia","Not-for-profit private ownership","Number",":",""
"2019","Estonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Estonia","For-profit private ownership","Number",":",""
"2019","Estonia","For-profit private ownership","Inhabitants per ...",":",""
"2019","Estonia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Greece","Public ownership","Number",":",""
"2019","Greece","Public ownership","Inhabitants per ...",":",""
"2019","Greece","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Greece","Not-for-profit private ownership","Number",":",""
"2019","Greece","Not-for-profit private ownership","Inhabitants per ...",":",""
