"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2019","Romania","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Romania","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Romania","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovenia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","38.00",""
"2019","Slovenia","Number","Computed Tomography Scanners","Hospitals","32.00",""
"2019","Slovenia","Number","Computed Tomography Scanners","Providers of ambulatory health care","6.00",""
"2019","Slovenia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","26.00",""
"2019","Slovenia","Number","Magnetic Resonance Imaging Units","Hospitals","17.00",""
"2019","Slovenia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","9.00",""
"2019","Slovenia","Number","Gamma cameras","Hospitals and providers of ambulatory health care","17.00",""
"2019","Slovenia","Number","Gamma cameras","Hospitals","17.00",""
"2019","Slovenia","Number","Gamma cameras","Providers of ambulatory health care","0.00",""
"2019","Slovenia","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Number","Angiography units","Hospitals",":",""
"2019","Slovenia","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovenia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Number","Lithotriptors","Hospitals",":",""
"2019","Slovenia","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Slovenia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Slovenia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Slovenia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Slovenia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Slovenia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovakia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","Slovakia","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Slovakia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Slovakia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Slovakia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Number","Gamma cameras","Hospitals",":",""
"2019","Slovakia","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Slovakia","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Number","Angiography units","Hospitals",":",""
"2019","Slovakia","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovakia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Number","Lithotriptors","Hospitals",":",""
"2019","Slovakia","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Slovakia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Slovakia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Slovakia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Slovakia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Slovakia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Finland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","Finland","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Finland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","159.00",""
"2019","Finland","Number","Magnetic Resonance Imaging Units","Hospitals","159.00",""
"2019","Finland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Finland","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Number","Gamma cameras","Hospitals",":",""
"2019","Finland","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Finland","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Number","Angiography units","Hospitals",":",""
"2019","Finland","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Finland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Number","Lithotriptors","Hospitals",":",""
"2019","Finland","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Finland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Finland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Finland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Finland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Finland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Finland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Finland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Finland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Sweden","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Number","Computed Tomography Scanners","Hospitals","269.00",""
"2019","Sweden","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Sweden","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Number","Magnetic Resonance Imaging Units","Hospitals","171.00",""
"2019","Sweden","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Sweden","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Number","Gamma cameras","Hospitals","73.00",""
"2019","Sweden","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Sweden","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Number","Angiography units","Hospitals",":",""
"2019","Sweden","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Sweden","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Number","Lithotriptors","Hospitals",":",""
"2019","Sweden","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Sweden","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Sweden","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Sweden","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Sweden","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Sweden","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Sweden","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Sweden","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Sweden","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Iceland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","17.00",""
"2019","Iceland","Number","Computed Tomography Scanners","Hospitals","12.00",""
"2019","Iceland","Number","Computed Tomography Scanners","Providers of ambulatory health care","5.00",""
"2019","Iceland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","7.00",""
"2019","Iceland","Number","Magnetic Resonance Imaging Units","Hospitals","3.00",""
"2019","Iceland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","4.00",""
"2019","Iceland","Number","Gamma cameras","Hospitals and providers of ambulatory health care","3.00",""
"2019","Iceland","Number","Gamma cameras","Hospitals","2.00",""
"2019","Iceland","Number","Gamma cameras","Providers of ambulatory health care","1.00",""
"2019","Iceland","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Number","Angiography units","Hospitals",":",""
"2019","Iceland","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Iceland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Number","Lithotriptors","Hospitals",":",""
"2019","Iceland","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Iceland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Iceland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Iceland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Iceland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Iceland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Iceland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Iceland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Iceland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Iceland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Iceland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.00",""
"2019","Liechtenstein","Number","Computed Tomography Scanners","Hospitals","1.00",""
"2019","Liechtenstein","Number","Computed Tomography Scanners","Providers of ambulatory health care","0.00",""
"2019","Liechtenstein","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.00",""
"2019","Liechtenstein","Number","Magnetic Resonance Imaging Units","Hospitals","1.00",""
"2019","Liechtenstein","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.00",""
"2019","Liechtenstein","Number","Gamma cameras","Hospitals and providers of ambulatory health care","0.00",""
"2019","Liechtenstein","Number","Gamma cameras","Hospitals","0.00",""
"2019","Liechtenstein","Number","Gamma cameras","Providers of ambulatory health care","0.00",""
"2019","Liechtenstein","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Number","Angiography units","Hospitals",":",""
"2019","Liechtenstein","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Number","Lithotriptors","Hospitals",":",""
"2019","Liechtenstein","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Liechtenstein","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Liechtenstein","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Liechtenstein","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Liechtenstein","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Liechtenstein","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Switzerland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","Switzerland","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Switzerland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Switzerland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Switzerland","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Number","Gamma cameras","Hospitals",":",""
"2019","Switzerland","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Switzerland","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Number","Angiography units","Hospitals",":",""
"2019","Switzerland","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Switzerland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Number","Lithotriptors","Hospitals",":",""
"2019","Switzerland","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","Switzerland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","Switzerland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","Switzerland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","Switzerland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
