"TIME","GEO","FACILITY","UNIT","Value","Flag and Footnotes"
"2018","Spain","Oncological day care place","Number","9 257.00","p"
"2018","Spain","Psychiatric day care place","Number","4 592.00","p"
"2018","Spain","Geriatric day care places","Number","2 325.00","p"
"2018","France","Operation theatres in hospital","Number","10 777.00",""
"2018","France","Day care places altogether","Number","77 297.00",""
"2018","France","Surgical day care places","Number","18 837.00",""
"2018","France","Oncological day care place","Number","6 977.00",""
"2018","France","Psychiatric day care place","Number","29 610.00",""
"2018","France","Geriatric day care places","Number","652.00",""
"2018","Croatia","Operation theatres in hospital","Number","452.00",""
"2018","Croatia","Day care places altogether","Number","3 911.00",""
"2018","Croatia","Surgical day care places","Number","748.00",""
"2018","Croatia","Oncological day care place","Number","162.00",""
"2018","Croatia","Psychiatric day care place","Number","1 308.00",""
"2018","Croatia","Geriatric day care places","Number","0.00",""
"2018","Italy","Operation theatres in hospital","Number","6 164.00",""
"2018","Italy","Day care places altogether","Number","13 661.00",""
"2018","Italy","Surgical day care places","Number","8 353.00",""
"2018","Italy","Oncological day care place","Number","2 211.00",""
"2018","Italy","Psychiatric day care place","Number","444.00",""
"2018","Italy","Geriatric day care places","Number","88.00",""
"2018","Cyprus","Operation theatres in hospital","Number","144.00",""
"2018","Cyprus","Day care places altogether","Number","441.00",""
"2018","Cyprus","Surgical day care places","Number","90.00",""
"2018","Cyprus","Oncological day care place","Number","65.00",""
"2018","Cyprus","Psychiatric day care place","Number","0.00",""
"2018","Cyprus","Geriatric day care places","Number","0.00",""
"2018","Latvia","Operation theatres in hospital","Number","319.00",""
"2018","Latvia","Day care places altogether","Number","1 748.00",""
"2018","Latvia","Surgical day care places","Number",":",""
"2018","Latvia","Oncological day care place","Number",":",""
"2018","Latvia","Psychiatric day care place","Number","202.00",""
"2018","Latvia","Geriatric day care places","Number",":",""
"2018","Lithuania","Operation theatres in hospital","Number",":",""
"2018","Lithuania","Day care places altogether","Number","209.00","e"
"2018","Lithuania","Surgical day care places","Number",":",""
"2018","Lithuania","Oncological day care place","Number",":",""
"2018","Lithuania","Psychiatric day care place","Number",":",""
"2018","Lithuania","Geriatric day care places","Number",":",""
"2018","Luxembourg","Operation theatres in hospital","Number","58.00",""
"2018","Luxembourg","Day care places altogether","Number",":",""
"2018","Luxembourg","Surgical day care places","Number",":",""
"2018","Luxembourg","Oncological day care place","Number",":",""
"2018","Luxembourg","Psychiatric day care place","Number",":",""
"2018","Luxembourg","Geriatric day care places","Number",":",""
"2018","Hungary","Operation theatres in hospital","Number",":",""
"2018","Hungary","Day care places altogether","Number",":",""
"2018","Hungary","Surgical day care places","Number",":",""
"2018","Hungary","Oncological day care place","Number",":",""
"2018","Hungary","Psychiatric day care place","Number",":",""
"2018","Hungary","Geriatric day care places","Number",":",""
"2018","Malta","Operation theatres in hospital","Number","52.00",""
"2018","Malta","Day care places altogether","Number","224.00",""
"2018","Malta","Surgical day care places","Number",":",""
"2018","Malta","Oncological day care place","Number","27.00",""
"2018","Malta","Psychiatric day care place","Number",":",""
"2018","Malta","Geriatric day care places","Number","30.00",""
"2018","Netherlands","Operation theatres in hospital","Number","1 163.00","p"
"2018","Netherlands","Day care places altogether","Number","5 372.00","p"
"2018","Netherlands","Surgical day care places","Number",":",""
"2018","Netherlands","Oncological day care place","Number",":",""
"2018","Netherlands","Psychiatric day care place","Number",":",""
"2018","Netherlands","Geriatric day care places","Number",":",""
"2018","Austria","Operation theatres in hospital","Number","350.00","e"
"2018","Austria","Day care places altogether","Number",":",""
"2018","Austria","Surgical day care places","Number",":",""
"2018","Austria","Oncological day care place","Number",":",""
"2018","Austria","Psychiatric day care place","Number",":",""
"2018","Austria","Geriatric day care places","Number",":",""
"2018","Poland","Operation theatres in hospital","Number","3 587.00",""
"2018","Poland","Day care places altogether","Number","6 679.00",""
"2018","Poland","Surgical day care places","Number",":",""
"2018","Poland","Oncological day care place","Number",":",""
"2018","Poland","Psychiatric day care place","Number",":",""
"2018","Poland","Geriatric day care places","Number",":",""
"2018","Portugal","Operation theatres in hospital","Number","891.00",""
"2018","Portugal","Day care places altogether","Number","1 989.00",""
"2018","Portugal","Surgical day care places","Number",":",""
"2018","Portugal","Oncological day care place","Number",":",""
"2018","Portugal","Psychiatric day care place","Number",":",""
"2018","Portugal","Geriatric day care places","Number",":",""
"2018","Romania","Operation theatres in hospital","Number","1 867.00",""
"2018","Romania","Day care places altogether","Number","7 509.00",""
"2018","Romania","Surgical day care places","Number","800.00",""
"2018","Romania","Oncological day care place","Number","730.00",""
"2018","Romania","Psychiatric day care place","Number","280.00",""
"2018","Romania","Geriatric day care places","Number","22.00",""
"2018","Slovenia","Operation theatres in hospital","Number","179.00",""
"2018","Slovenia","Day care places altogether","Number",":",""
"2018","Slovenia","Surgical day care places","Number",":",""
"2018","Slovenia","Oncological day care place","Number",":",""
"2018","Slovenia","Psychiatric day care place","Number",":",""
"2018","Slovenia","Geriatric day care places","Number",":",""
"2018","Slovakia","Operation theatres in hospital","Number",":",""
"2018","Slovakia","Day care places altogether","Number","5 310.00",""
"2018","Slovakia","Surgical day care places","Number","2 987.00",""
"2018","Slovakia","Oncological day care place","Number","10.00",""
"2018","Slovakia","Psychiatric day care place","Number","556.00",""
"2018","Slovakia","Geriatric day care places","Number","27.00",""
"2018","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2018","Liechtenstein","Day care places altogether","Number","17.00",""
"2018","Liechtenstein","Surgical day care places","Number","13.00",""
"2018","Liechtenstein","Oncological day care place","Number","4.00",""
"2018","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2018","Liechtenstein","Geriatric day care places","Number","0.00",""
"2018","Switzerland","Operation theatres in hospital","Number","1 017.00",""
"2018","Switzerland","Day care places altogether","Number",":",""
"2018","Switzerland","Surgical day care places","Number",":",""
"2018","Switzerland","Oncological day care place","Number",":",""
"2018","Switzerland","Psychiatric day care place","Number",":",""
"2018","Switzerland","Geriatric day care places","Number",":",""
"2018","United Kingdom","Operation theatres in hospital","Number",":",""
"2018","United Kingdom","Day care places altogether","Number",":",""
"2018","United Kingdom","Surgical day care places","Number",":",""
"2018","United Kingdom","Oncological day care place","Number",":",""
"2018","United Kingdom","Psychiatric day care place","Number",":",""
"2018","United Kingdom","Geriatric day care places","Number",":",""
"2018","North Macedonia","Operation theatres in hospital","Number",":",""
"2018","North Macedonia","Day care places altogether","Number",":",""
"2018","North Macedonia","Surgical day care places","Number",":",""
"2018","North Macedonia","Oncological day care place","Number",":",""
"2018","North Macedonia","Psychiatric day care place","Number",":",""
"2018","North Macedonia","Geriatric day care places","Number",":",""
"2018","Serbia","Operation theatres in hospital","Number","539.00",""
"2018","Serbia","Day care places altogether","Number","3 032.00",""
"2018","Serbia","Surgical day care places","Number","564.00",""
"2018","Serbia","Oncological day care place","Number","221.00",""
"2018","Serbia","Psychiatric day care place","Number","1 152.00",""
"2018","Serbia","Geriatric day care places","Number","2.00",""
"2018","Turkey","Operation theatres in hospital","Number","6 658.00",""
"2018","Turkey","Day care places altogether","Number",":",""
"2018","Turkey","Surgical day care places","Number",":",""
"2018","Turkey","Oncological day care place","Number",":",""
"2018","Turkey","Psychiatric day care place","Number",":",""
"2018","Turkey","Geriatric day care places","Number",":",""
"2019","Belgium","Operation theatres in hospital","Number",":",""
"2019","Belgium","Day care places altogether","Number",":",""
"2019","Belgium","Surgical day care places","Number",":",""
"2019","Belgium","Oncological day care place","Number",":",""
"2019","Belgium","Psychiatric day care place","Number",":",""
"2019","Belgium","Geriatric day care places","Number",":",""
"2019","Bulgaria","Operation theatres in hospital","Number",":",""
"2019","Bulgaria","Day care places altogether","Number",":",""
"2019","Bulgaria","Surgical day care places","Number",":",""
"2019","Bulgaria","Oncological day care place","Number",":",""
"2019","Bulgaria","Psychiatric day care place","Number",":",""
"2019","Bulgaria","Geriatric day care places","Number",":",""
"2019","Czechia","Operation theatres in hospital","Number",":",""
"2019","Czechia","Day care places altogether","Number",":",""
"2019","Czechia","Surgical day care places","Number",":",""
"2019","Czechia","Oncological day care place","Number",":",""
"2019","Czechia","Psychiatric day care place","Number",":",""
"2019","Czechia","Geriatric day care places","Number",":",""
"2019","Denmark","Operation theatres in hospital","Number",":",""
"2019","Denmark","Day care places altogether","Number",":",""
"2019","Denmark","Surgical day care places","Number",":",""
"2019","Denmark","Oncological day care place","Number",":",""
"2019","Denmark","Psychiatric day care place","Number",":",""
"2019","Denmark","Geriatric day care places","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",":",""
"2019","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",":",""
"2019","Estonia","Operation theatres in hospital","Number",":",""
"2019","Estonia","Day care places altogether","Number",":",""
"2019","Estonia","Surgical day care places","Number",":",""
"2019","Estonia","Oncological day care place","Number",":",""
"2019","Estonia","Psychiatric day care place","Number",":",""
"2019","Estonia","Geriatric day care places","Number",":",""
"2019","Ireland","Operation theatres in hospital","Number",":",""
"2019","Ireland","Day care places altogether","Number",":",""
"2019","Ireland","Surgical day care places","Number",":",""
"2019","Ireland","Oncological day care place","Number",":",""
"2019","Ireland","Psychiatric day care place","Number",":",""
"2019","Ireland","Geriatric day care places","Number",":",""
"2019","Greece","Operation theatres in hospital","Number",":",""
"2019","Greece","Day care places altogether","Number",":",""
"2019","Greece","Surgical day care places","Number",":",""
"2019","Greece","Oncological day care place","Number",":",""
"2019","Greece","Psychiatric day care place","Number",":",""
"2019","Greece","Geriatric day care places","Number",":",""
"2019","Spain","Operation theatres in hospital","Number",":",""
"2019","Spain","Day care places altogether","Number",":",""
"2019","Spain","Surgical day care places","Number",":",""
"2019","Spain","Oncological day care place","Number",":",""
"2019","Spain","Psychiatric day care place","Number",":",""
"2019","Spain","Geriatric day care places","Number",":",""
"2019","France","Operation theatres in hospital","Number",":",""
"2019","France","Day care places altogether","Number",":",""
"2019","France","Surgical day care places","Number",":",""
"2019","France","Oncological day care place","Number",":",""
"2019","France","Psychiatric day care place","Number",":",""
"2019","France","Geriatric day care places","Number",":",""
"2019","Croatia","Operation theatres in hospital","Number",":",""
"2019","Croatia","Day care places altogether","Number",":",""
"2019","Croatia","Surgical day care places","Number",":",""
"2019","Croatia","Oncological day care place","Number",":",""
"2019","Croatia","Psychiatric day care place","Number",":",""
"2019","Croatia","Geriatric day care places","Number",":",""
"2019","Italy","Operation theatres in hospital","Number",":",""
"2019","Italy","Day care places altogether","Number",":",""
"2019","Italy","Surgical day care places","Number",":",""
"2019","Italy","Oncological day care place","Number",":",""
"2019","Italy","Psychiatric day care place","Number",":",""
"2019","Italy","Geriatric day care places","Number",":",""
"2019","Cyprus","Operation theatres in hospital","Number",":",""
"2019","Cyprus","Day care places altogether","Number",":",""
"2019","Cyprus","Surgical day care places","Number",":",""
"2019","Cyprus","Oncological day care place","Number",":",""
"2019","Cyprus","Psychiatric day care place","Number",":",""
"2019","Cyprus","Geriatric day care places","Number",":",""
"2019","Latvia","Operation theatres in hospital","Number","313.00",""
"2019","Latvia","Day care places altogether","Number",":",""
"2019","Latvia","Surgical day care places","Number",":",""
"2019","Latvia","Oncological day care place","Number",":",""
"2019","Latvia","Psychiatric day care place","Number",":",""
"2019","Latvia","Geriatric day care places","Number",":",""
"2019","Lithuania","Operation theatres in hospital","Number",":",""
"2019","Lithuania","Day care places altogether","Number",":",""
"2019","Lithuania","Surgical day care places","Number",":",""
"2019","Lithuania","Oncological day care place","Number",":",""
"2019","Lithuania","Psychiatric day care place","Number",":",""
"2019","Lithuania","Geriatric day care places","Number",":",""
"2019","Luxembourg","Operation theatres in hospital","Number","58.00",""
"2019","Luxembourg","Day care places altogether","Number",":",""
"2019","Luxembourg","Surgical day care places","Number",":",""
"2019","Luxembourg","Oncological day care place","Number",":",""
"2019","Luxembourg","Psychiatric day care place","Number",":",""
"2019","Luxembourg","Geriatric day care places","Number",":",""
"2019","Hungary","Operation theatres in hospital","Number",":",""
"2019","Hungary","Day care places altogether","Number",":",""
"2019","Hungary","Surgical day care places","Number",":",""
"2019","Hungary","Oncological day care place","Number",":",""
"2019","Hungary","Psychiatric day care place","Number",":",""
"2019","Hungary","Geriatric day care places","Number",":",""
"2019","Malta","Operation theatres in hospital","Number",":",""
"2019","Malta","Day care places altogether","Number",":",""
"2019","Malta","Surgical day care places","Number",":",""
"2019","Malta","Oncological day care place","Number",":",""
"2019","Malta","Psychiatric day care place","Number",":",""
"2019","Malta","Geriatric day care places","Number",":",""
"2019","Netherlands","Operation theatres in hospital","Number",":",""
"2019","Netherlands","Day care places altogether","Number",":",""
"2019","Netherlands","Surgical day care places","Number",":",""
"2019","Netherlands","Oncological day care place","Number",":",""
"2019","Netherlands","Psychiatric day care place","Number",":",""
"2019","Netherlands","Geriatric day care places","Number",":",""
"2019","Austria","Operation theatres in hospital","Number",":",""
"2019","Austria","Day care places altogether","Number",":",""
"2019","Austria","Surgical day care places","Number",":",""
"2019","Austria","Oncological day care place","Number",":",""
"2019","Austria","Psychiatric day care place","Number",":",""
"2019","Austria","Geriatric day care places","Number",":",""
"2019","Poland","Operation theatres in hospital","Number",":",""
"2019","Poland","Day care places altogether","Number",":",""
"2019","Poland","Surgical day care places","Number",":",""
"2019","Poland","Oncological day care place","Number",":",""
"2019","Poland","Psychiatric day care place","Number",":",""
"2019","Poland","Geriatric day care places","Number",":",""
"2019","Portugal","Operation theatres in hospital","Number",":",""
"2019","Portugal","Day care places altogether","Number",":",""
"2019","Portugal","Surgical day care places","Number",":",""
"2019","Portugal","Oncological day care place","Number",":",""
"2019","Portugal","Psychiatric day care place","Number",":",""
"2019","Portugal","Geriatric day care places","Number",":",""
"2019","Romania","Operation theatres in hospital","Number",":",""
"2019","Romania","Day care places altogether","Number",":",""
"2019","Romania","Surgical day care places","Number",":",""
"2019","Romania","Oncological day care place","Number",":",""
"2019","Romania","Psychiatric day care place","Number",":",""
"2019","Romania","Geriatric day care places","Number",":",""
"2019","Slovenia","Operation theatres in hospital","Number",":",""
"2019","Slovenia","Day care places altogether","Number",":",""
"2019","Slovenia","Surgical day care places","Number",":",""
"2019","Slovenia","Oncological day care place","Number",":",""
"2019","Slovenia","Psychiatric day care place","Number",":",""
"2019","Slovenia","Geriatric day care places","Number",":",""
"2019","Slovakia","Operation theatres in hospital","Number",":",""
"2019","Slovakia","Day care places altogether","Number",":",""
"2019","Slovakia","Surgical day care places","Number",":",""
"2019","Slovakia","Oncological day care place","Number",":",""
"2019","Slovakia","Psychiatric day care place","Number",":",""
"2019","Slovakia","Geriatric day care places","Number",":",""
"2019","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2019","Liechtenstein","Day care places altogether","Number","17.00",""
"2019","Liechtenstein","Surgical day care places","Number","13.00",""
"2019","Liechtenstein","Oncological day care place","Number","4.00",""
"2019","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2019","Liechtenstein","Geriatric day care places","Number","0.00",""
"2019","Switzerland","Operation theatres in hospital","Number",":",""
"2019","Switzerland","Day care places altogether","Number",":",""
"2019","Switzerland","Surgical day care places","Number",":",""
"2019","Switzerland","Oncological day care place","Number",":",""
"2019","Switzerland","Psychiatric day care place","Number",":",""
"2019","Switzerland","Geriatric day care places","Number",":",""
"2019","United Kingdom","Operation theatres in hospital","Number",":",""
"2019","United Kingdom","Day care places altogether","Number",":",""
"2019","United Kingdom","Surgical day care places","Number",":",""
"2019","United Kingdom","Oncological day care place","Number",":",""
"2019","United Kingdom","Psychiatric day care place","Number",":",""
"2019","United Kingdom","Geriatric day care places","Number",":",""
"2019","North Macedonia","Operation theatres in hospital","Number",":",""
"2019","North Macedonia","Day care places altogether","Number",":",""
"2019","North Macedonia","Surgical day care places","Number",":",""
"2019","North Macedonia","Oncological day care place","Number",":",""
"2019","North Macedonia","Psychiatric day care place","Number",":",""
"2019","North Macedonia","Geriatric day care places","Number",":",""
"2019","Serbia","Operation theatres in hospital","Number",":",""
"2019","Serbia","Day care places altogether","Number",":",""
"2019","Serbia","Surgical day care places","Number",":",""
"2019","Serbia","Oncological day care place","Number",":",""
"2019","Serbia","Psychiatric day care place","Number",":",""
"2019","Serbia","Geriatric day care places","Number",":",""
"2019","Turkey","Operation theatres in hospital","Number",":",""
"2019","Turkey","Day care places altogether","Number",":",""
"2019","Turkey","Surgical day care places","Number",":",""
"2019","Turkey","Oncological day care place","Number",":",""
"2019","Turkey","Psychiatric day care place","Number",":",""
"2019","Turkey","Geriatric day care places","Number",":",""
