"TIME","GEO","UNIT","ICD9CM","Value","Value_imp"
2011,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.46,FALSE
2011,"Spain","Per hundred thousand inhabitants","Haemodialysis",51.21,FALSE
2011,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",52.25,FALSE
2011,"France","Number","Transplantation of kidney and haemodialysis",70322,FALSE
2011,"France","Number","Haemodialysis",39183,FALSE
2011,"France","Number","Transplantation of kidney",31139,FALSE
2011,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.92,FALSE
2011,"France","Per hundred thousand inhabitants","Haemodialysis",60.13,FALSE
2011,"France","Per hundred thousand inhabitants","Transplantation of kidney",47.79,FALSE
2011,"Croatia","Number","Transplantation of kidney and haemodialysis",4348,FALSE
2011,"Croatia","Number","Haemodialysis",2859,FALSE
2011,"Croatia","Number","Transplantation of kidney",1489,FALSE
2011,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",98.7,FALSE
2011,"Croatia","Per hundred thousand inhabitants","Haemodialysis",64.9,FALSE
2011,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",33.8,FALSE
2011,"Italy","Number","Transplantation of kidney and haemodialysis",56497,TRUE
2011,"Italy","Number","Haemodialysis",45025,TRUE
2011,"Italy","Number","Transplantation of kidney",15636,FALSE
2011,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,TRUE
2011,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,TRUE
2011,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",25.75,FALSE
2011,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2011,"Lithuania","Number","Haemodialysis",1888,TRUE
2011,"Lithuania","Number","Transplantation of kidney",657,FALSE
2011,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2011,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",63.83,TRUE
2011,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",21.68,FALSE
2011,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Luxembourg","Number","Haemodialysis",291,FALSE
2011,"Luxembourg","Number","Transplantation of kidney",2231,TRUE
2011,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",56.14,FALSE
2011,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Hungary","Number","Transplantation of kidney and haemodialysis",9397,FALSE
2011,"Hungary","Number","Haemodialysis",6625,FALSE
2011,"Hungary","Number","Transplantation of kidney",2772,FALSE
2011,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.24,FALSE
2011,"Hungary","Per hundred thousand inhabitants","Haemodialysis",66.44,FALSE
2011,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",27.8,FALSE
2011,"Malta","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Malta","Number","Haemodialysis",519,TRUE
2011,"Malta","Number","Transplantation of kidney",2231,TRUE
2011,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Malta","Per hundred thousand inhabitants","Haemodialysis",65.38,TRUE
2011,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Netherlands","Number","Transplantation of kidney and haemodialysis",14531,FALSE
2011,"Netherlands","Number","Haemodialysis",6394,FALSE
2011,"Netherlands","Number","Transplantation of kidney",8137,FALSE
2011,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",87.05,FALSE
2011,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",38.3,FALSE
2011,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",48.74,FALSE
2011,"Austria","Number","Transplantation of kidney and haemodialysis",8458,FALSE
2011,"Austria","Number","Haemodialysis",4238,FALSE
2011,"Austria","Number","Transplantation of kidney",4220,FALSE
2011,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",100.41,FALSE
2011,"Austria","Per hundred thousand inhabitants","Haemodialysis",50.31,FALSE
2011,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",50.1,FALSE
2011,"Poland","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Poland","Number","Haemodialysis",32210,FALSE
2011,"Poland","Number","Transplantation of kidney",2231,TRUE
2011,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Poland","Per hundred thousand inhabitants","Haemodialysis",83.59,FALSE
2011,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Portugal","Number","Transplantation of kidney and haemodialysis",16010,TRUE
2011,"Portugal","Number","Haemodialysis",11113,FALSE
2011,"Portugal","Number","Transplantation of kidney",5793,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",150.58,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Haemodialysis",105.27,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",54.48,TRUE
2011,"Romania","Number","Transplantation of kidney and haemodialysis",11789,FALSE
2011,"Romania","Number","Haemodialysis",11789,FALSE
2011,"Romania","Number","Transplantation of kidney",2240,TRUE
2011,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",55.13,FALSE
2011,"Romania","Per hundred thousand inhabitants","Haemodialysis",55.13,FALSE
2011,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2011,"Slovakia","Number","Haemodialysis",3103,FALSE
2011,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2011,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2011,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",57.48,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2011,"Finland","Number","Transplantation of kidney and haemodialysis",4342,FALSE
2011,"Finland","Number","Haemodialysis",1783,FALSE
2011,"Finland","Number","Transplantation of kidney",2559,FALSE
2011,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.58,FALSE
2011,"Finland","Per hundred thousand inhabitants","Haemodialysis",33.09,FALSE
2011,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",47.49,FALSE
2011,"Iceland","Number","Transplantation of kidney and haemodialysis",211,FALSE
2011,"Iceland","Number","Haemodialysis",80,FALSE
2011,"Iceland","Number","Transplantation of kidney",131,FALSE
2011,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",66.14,FALSE
2011,"Iceland","Per hundred thousand inhabitants","Haemodialysis",25.08,FALSE
2011,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",41.06,FALSE
2011,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,FALSE
2011,"Liechtenstein","Number","Haemodialysis",0,FALSE
2011,"Liechtenstein","Number","Transplantation of kidney",0,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,FALSE
2011,"Switzerland","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Switzerland","Number","Haemodialysis",2558,TRUE
2011,"Switzerland","Number","Transplantation of kidney",2231,TRUE
2011,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",45.92,TRUE
2011,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"United Kingdom","Number","Transplantation of kidney and haemodialysis",53207,FALSE
2011,"United Kingdom","Number","Haemodialysis",26910,FALSE
2011,"United Kingdom","Number","Transplantation of kidney",26297,FALSE
2011,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.61,FALSE
2011,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",42.79,FALSE
2011,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",41.82,FALSE
2011,"Serbia","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Serbia","Number","Haemodialysis",4596,FALSE
2011,"Serbia","Number","Transplantation of kidney",2231,TRUE
2011,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Serbia","Per hundred thousand inhabitants","Haemodialysis",63.32,FALSE
2011,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Turkey","Number","Transplantation of kidney and haemodialysis",58758,FALSE
2011,"Turkey","Number","Haemodialysis",55868,FALSE
2011,"Turkey","Number","Transplantation of kidney",2890,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",79.16,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Haemodialysis",75.27,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",3.89,FALSE
2012,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2012,"Belgium","Number","Haemodialysis",6475,TRUE
2012,"Belgium","Number","Transplantation of kidney",4473,TRUE
2012,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2012,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2012,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2012,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2012,"Bulgaria","Number","Haemodialysis",7155,TRUE
2012,"Bulgaria","Number","Transplantation of kidney",2330,TRUE
2012,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.18,TRUE
2012,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",68.07,TRUE
2012,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"Czechia","Number","Transplantation of kidney and haemodialysis",11265,FALSE
2012,"Czechia","Number","Haemodialysis",7155,FALSE
2012,"Czechia","Number","Transplantation of kidney",4110,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.18,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Haemodialysis",68.07,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",39.1,FALSE
2012,"Denmark","Number","Transplantation of kidney and haemodialysis",4829,FALSE
2012,"Denmark","Number","Haemodialysis",2499,FALSE
2012,"Denmark","Number","Transplantation of kidney",2330,FALSE
2012,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,FALSE
2012,"Denmark","Per hundred thousand inhabitants","Haemodialysis",44.69,FALSE
2012,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",41.67,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.18,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2012,"Estonia","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Estonia","Number","Haemodialysis",2499,TRUE
2012,"Estonia","Number","Transplantation of kidney",434,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Estonia","Per hundred thousand inhabitants","Haemodialysis",44.69,TRUE
2012,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",32.81,FALSE
2012,"Ireland","Number","Transplantation of kidney and haemodialysis",3898,FALSE
2012,"Ireland","Number","Haemodialysis",1828,FALSE
2012,"Ireland","Number","Transplantation of kidney",2070,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.98,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Haemodialysis",39.85,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",45.13,FALSE
2012,"Greece","Number","Transplantation of kidney and haemodialysis",12018,TRUE
2012,"Greece","Number","Haemodialysis",9589,TRUE
2012,"Greece","Number","Transplantation of kidney",2409,TRUE
2012,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",106.52,TRUE
2012,"Greece","Per hundred thousand inhabitants","Haemodialysis",84.99,TRUE
2012,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.3,TRUE
2012,"Spain","Number","Transplantation of kidney and haemodialysis",50653,FALSE
2012,"Spain","Number","Haemodialysis",25211,FALSE
2012,"Spain","Number","Transplantation of kidney",25442,FALSE
2012,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",108.3,FALSE
2012,"Spain","Per hundred thousand inhabitants","Haemodialysis",53.9,FALSE
2012,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",54.39,FALSE
2012,"France","Number","Transplantation of kidney and haemodialysis",73491,FALSE
2012,"France","Number","Haemodialysis",40983,FALSE
2012,"France","Number","Transplantation of kidney",32508,FALSE
2012,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",112.34,FALSE
2012,"France","Per hundred thousand inhabitants","Haemodialysis",62.65,FALSE
2012,"France","Per hundred thousand inhabitants","Transplantation of kidney",49.69,FALSE
2012,"Croatia","Number","Transplantation of kidney and haemodialysis",4314,FALSE
2012,"Croatia","Number","Haemodialysis",2746,FALSE
2012,"Croatia","Number","Transplantation of kidney",1568,FALSE
2012,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",101.05,FALSE
2012,"Croatia","Per hundred thousand inhabitants","Haemodialysis",64.32,FALSE
2012,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",36.73,FALSE
2012,"Italy","Number","Transplantation of kidney and haemodialysis",56497,TRUE
2012,"Italy","Number","Haemodialysis",45025,TRUE
2012,"Italy","Number","Transplantation of kidney",17012,FALSE
2012,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,TRUE
2012,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,TRUE
2012,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",28.57,FALSE
2012,"Lithuania","Number","Transplantation of kidney and haemodialysis",2532,FALSE
2012,"Lithuania","Number","Haemodialysis",1815,FALSE
2012,"Lithuania","Number","Transplantation of kidney",717,FALSE
2012,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,FALSE
2012,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",60.75,FALSE
2012,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",24,FALSE
2012,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Luxembourg","Number","Haemodialysis",299,FALSE
2012,"Luxembourg","Number","Transplantation of kidney",2330,TRUE
2012,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",56.31,FALSE
2012,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"Hungary","Number","Transplantation of kidney and haemodialysis",9585,FALSE
2012,"Hungary","Number","Haemodialysis",6664,FALSE
2012,"Hungary","Number","Transplantation of kidney",2921,FALSE
2012,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",96.62,FALSE
2012,"Hungary","Per hundred thousand inhabitants","Haemodialysis",67.17,FALSE
2012,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",29.44,FALSE
2012,"Malta","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Malta","Number","Haemodialysis",519,TRUE
2012,"Malta","Number","Transplantation of kidney",2330,TRUE
2012,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Malta","Per hundred thousand inhabitants","Haemodialysis",68.07,TRUE
2012,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"Netherlands","Number","Transplantation of kidney and haemodialysis",14953,FALSE
2012,"Netherlands","Number","Haemodialysis",6427,FALSE
2012,"Netherlands","Number","Transplantation of kidney",8526,FALSE
2012,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",89.25,FALSE
2012,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",38.36,FALSE
2012,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",50.89,FALSE
2012,"Austria","Number","Transplantation of kidney and haemodialysis",8655,FALSE
2012,"Austria","Number","Haemodialysis",4290,FALSE
2012,"Austria","Number","Transplantation of kidney",4365,FALSE
2012,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",102.67,FALSE
2012,"Austria","Per hundred thousand inhabitants","Haemodialysis",50.89,FALSE
2012,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",51.78,FALSE
2012,"Poland","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Poland","Number","Haemodialysis",29017,FALSE
2012,"Poland","Number","Transplantation of kidney",2330,TRUE
2012,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Poland","Per hundred thousand inhabitants","Haemodialysis",76.23,FALSE
2012,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"Portugal","Number","Transplantation of kidney and haemodialysis",16010,TRUE
2012,"Portugal","Number","Haemodialysis",11282,FALSE
2012,"Portugal","Number","Transplantation of kidney",5793,TRUE
2012,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",150.58,TRUE
2012,"Portugal","Per hundred thousand inhabitants","Haemodialysis",107.3,FALSE
2012,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",54.48,TRUE
2012,"Romania","Number","Transplantation of kidney and haemodialysis",14823,FALSE
2012,"Romania","Number","Haemodialysis",12583,FALSE
2012,"Romania","Number","Transplantation of kidney",2240,FALSE
2012,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",73.9,FALSE
2012,"Romania","Per hundred thousand inhabitants","Haemodialysis",62.73,FALSE
2012,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",11.17,FALSE
2012,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,FALSE
2012,"Slovakia","Number","Haemodialysis",3240,FALSE
2012,"Slovakia","Number","Transplantation of kidney",1343,FALSE
2012,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,FALSE
2012,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",59.92,FALSE
2012,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.84,FALSE
2012,"Finland","Number","Transplantation of kidney and haemodialysis",4385,FALSE
2012,"Finland","Number","Haemodialysis",1767,FALSE
2012,"Finland","Number","Transplantation of kidney",2618,FALSE
2012,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.99,FALSE
2012,"Finland","Per hundred thousand inhabitants","Haemodialysis",32.64,FALSE
2012,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",48.36,FALSE
2012,"Iceland","Number","Transplantation of kidney and haemodialysis",217,FALSE
2012,"Iceland","Number","Haemodialysis",76,FALSE
2012,"Iceland","Number","Transplantation of kidney",141,FALSE
2012,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",67.66,FALSE
2012,"Iceland","Per hundred thousand inhabitants","Haemodialysis",23.7,FALSE
2012,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",43.96,FALSE
2012,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,FALSE
2012,"Liechtenstein","Number","Haemodialysis",0,FALSE
2012,"Liechtenstein","Number","Transplantation of kidney",0,FALSE
2012,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,FALSE
2012,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,FALSE
2012,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,FALSE
2012,"Switzerland","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Switzerland","Number","Haemodialysis",2499,TRUE
2012,"Switzerland","Number","Transplantation of kidney",2330,TRUE
2012,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",44.69,TRUE
2012,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"United Kingdom","Number","Transplantation of kidney and haemodialysis",54824,FALSE
2012,"United Kingdom","Number","Haemodialysis",27203,FALSE
2012,"United Kingdom","Number","Transplantation of kidney",27621,FALSE
2012,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.07,FALSE
2012,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",42.7,FALSE
2012,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",43.36,FALSE
2012,"Serbia","Number","Transplantation of kidney and haemodialysis",4829,TRUE
2012,"Serbia","Number","Haemodialysis",4713,FALSE
2012,"Serbia","Number","Transplantation of kidney",2330,TRUE
2012,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.36,TRUE
2012,"Serbia","Per hundred thousand inhabitants","Haemodialysis",61.43,TRUE
2012,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2012,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,FALSE
2012,"Turkey","Number","Haemodialysis",54892,FALSE
2012,"Turkey","Number","Transplantation of kidney",5743,FALSE
2012,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.66,FALSE
2012,"Turkey","Per hundred thousand inhabitants","Haemodialysis",73.02,FALSE
2012,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,FALSE
2013,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2013,"Belgium","Number","Haemodialysis",6475,TRUE
2013,"Belgium","Number","Transplantation of kidney",4473,TRUE
2013,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2013,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2013,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2013,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,FALSE
2013,"Bulgaria","Number","Haemodialysis",8163,FALSE
2013,"Bulgaria","Number","Transplantation of kidney",65,FALSE
2013,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",113.25,FALSE
2013,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",112.36,FALSE
2013,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",0.89,FALSE
2013,"Czechia","Number","Transplantation of kidney and haemodialysis",11609,FALSE
2013,"Czechia","Number","Haemodialysis",7322,FALSE
2013,"Czechia","Number","Transplantation of kidney",4287,FALSE
2013,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,FALSE
2013,"Czechia","Per hundred thousand inhabitants","Haemodialysis",69.64,FALSE
2013,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",40.77,FALSE
2013,"Denmark","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2013,"Denmark","Number","Haemodialysis",2558,TRUE
2013,"Denmark","Number","Transplantation of kidney",2231,TRUE
2013,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2013,"Denmark","Per hundred thousand inhabitants","Haemodialysis",45.92,TRUE
2013,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",40.05,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",111.34,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",80.74,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",28.77,TRUE
2013,"Estonia","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Estonia","Number","Haemodialysis",7322,TRUE
2013,"Estonia","Number","Transplantation of kidney",458,FALSE
2013,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Estonia","Per hundred thousand inhabitants","Haemodialysis",69.64,TRUE
2013,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",34.75,FALSE
2013,"Ireland","Number","Transplantation of kidney and haemodialysis",4047,FALSE
2013,"Ireland","Number","Haemodialysis",1831,FALSE
2013,"Ireland","Number","Transplantation of kidney",2216,FALSE
2013,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",88.01,FALSE
2013,"Ireland","Per hundred thousand inhabitants","Haemodialysis",39.82,FALSE
2013,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",48.19,FALSE
2013,"Greece","Number","Transplantation of kidney and haemodialysis",12018,TRUE
2013,"Greece","Number","Haemodialysis",9589,TRUE
2013,"Greece","Number","Transplantation of kidney",2409,TRUE
2013,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",106.52,TRUE
2013,"Greece","Per hundred thousand inhabitants","Haemodialysis",84.99,TRUE
2013,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.3,TRUE
2013,"Spain","Number","Transplantation of kidney and haemodialysis",50219,FALSE
2013,"Spain","Number","Haemodialysis",24365,FALSE
2013,"Spain","Number","Transplantation of kidney",25854,FALSE
2013,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.72,FALSE
2013,"Spain","Per hundred thousand inhabitants","Haemodialysis",52.26,FALSE
2013,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",55.46,FALSE
2013,"France","Number","Transplantation of kidney and haemodialysis",70322,TRUE
2013,"France","Number","Haemodialysis",39183,TRUE
2013,"France","Number","Transplantation of kidney",31139,TRUE
2013,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.92,TRUE
2013,"France","Per hundred thousand inhabitants","Haemodialysis",60.13,TRUE
2013,"France","Per hundred thousand inhabitants","Transplantation of kidney",47.79,TRUE
2013,"Croatia","Number","Transplantation of kidney and haemodialysis",4314,TRUE
2013,"Croatia","Number","Haemodialysis",2859,TRUE
2013,"Croatia","Number","Transplantation of kidney",1489,TRUE
2013,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",98.7,TRUE
2013,"Croatia","Per hundred thousand inhabitants","Haemodialysis",64.9,TRUE
2013,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",33.8,TRUE
2013,"Italy","Number","Transplantation of kidney and haemodialysis",56497,TRUE
2013,"Italy","Number","Haemodialysis",45025,TRUE
2013,"Italy","Number","Transplantation of kidney",15636,TRUE
2013,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,TRUE
