"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2017","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","668",""
"2017","Austria","Number","Total","Other sepsis","247",""
"2017","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 585",""
"2017","Austria","Number","Total","Pneumonia, organism unspecified","1 269",""
"2017","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 872",""
"2017","Poland","Number","Total","Other sepsis","63",""
"2017","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","10 674",""
"2017","Poland","Number","Total","Pneumonia, organism unspecified","11 459",""
"2017","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 062",""
"2017","Portugal","Number","Total","Other sepsis","962",""
"2017","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","5 135",""
"2017","Portugal","Number","Total","Pneumonia, organism unspecified","5 152",""
"2017","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 667",""
"2017","Romania","Number","Total","Other sepsis","1 648",""
"2017","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 462",""
"2017","Romania","Number","Total","Pneumonia, organism unspecified","7 181",""
"2017","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","49",""
"2017","Slovenia","Number","Total","Other sepsis","63",""
"2017","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","604",""
"2017","Slovenia","Number","Total","Pneumonia, organism unspecified","409",""
"2017","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","235",""
"2017","Slovakia","Number","Total","Other sepsis","453",""
"2017","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 544",""
"2017","Slovakia","Number","Total","Pneumonia, organism unspecified","1 923",""
"2017","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","188",""
"2017","Finland","Number","Total","Other sepsis","97",""
"2017","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","792",""
"2017","Finland","Number","Total","Pneumonia, organism unspecified","70",""
"2017","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 358",""
"2017","Sweden","Number","Total","Other sepsis","748",""
"2017","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 814",""
"2017","Sweden","Number","Total","Pneumonia, organism unspecified","1 766",""
"2017","Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","16",""
"2017","Iceland","Number","Total","Other sepsis","5",""
"2017","Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","39",""
"2017","Iceland","Number","Total","Pneumonia, organism unspecified","83",""
"2017","Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","4",""
"2017","Liechtenstein","Number","Total","Other sepsis","3",""
"2017","Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3",""
"2017","Liechtenstein","Number","Total","Pneumonia, organism unspecified","18",""
"2017","Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","639",""
"2017","Norway","Number","Total","Other sepsis","272",""
"2017","Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 100",""
"2017","Norway","Number","Total","Pneumonia, organism unspecified","1 576",""
"2017","Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","613",""
"2017","Switzerland","Number","Total","Other sepsis","212",""
"2017","Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 061",""
"2017","Switzerland","Number","Total","Pneumonia, organism unspecified","1 330",""
"2017","United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 266",""
"2017","United Kingdom","Number","Total","Other sepsis","2 969",""
"2017","United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","22 501",""
"2017","United Kingdom","Number","Total","Pneumonia, organism unspecified","29 517",""
"2017","Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","275",""
"2017","Serbia","Number","Total","Other sepsis","302",""
"2017","Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 301",""
"2017","Serbia","Number","Total","Pneumonia, organism unspecified","1 263",""
"2017","Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","2 375",""
"2017","Turkey","Number","Total","Other sepsis","7 873",""
"2017","Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","11 434",""
"2017","Turkey","Number","Total","Pneumonia, organism unspecified","12 864",""
"2018","European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2018","European Union - 27 countries (from 2020)","Number","Total","Other sepsis",":",""
"2018","European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2018","European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2018","European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2018","European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",":",""
"2018","European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2018","European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2018","Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 657",""
"2018","Belgium","Number","Total","Other sepsis","811",""
"2018","Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 275",""
"2018","Belgium","Number","Total","Pneumonia, organism unspecified","4 547",""
"2018","Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","234",""
"2018","Bulgaria","Number","Total","Other sepsis","369",""
"2018","Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 382",""
"2018","Bulgaria","Number","Total","Pneumonia, organism unspecified","968",""
"2018","Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","665",""
"2018","Czechia","Number","Total","Other sepsis","1 120",""
"2018","Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 117",""
"2018","Czechia","Number","Total","Pneumonia, organism unspecified","3 015",""
"2018","Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","634",""
"2018","Denmark","Number","Total","Other sepsis","477",""
"2018","Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 382",""
"2018","Denmark","Number","Total","Pneumonia, organism unspecified","819",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","10 212",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis","7 628",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","20 922",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","19 764",""
"2018","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","122",""
"2018","Estonia","Number","Total","Other sepsis","31",""
"2018","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","499",""
"2018","Estonia","Number","Total","Pneumonia, organism unspecified","100",""
"2018","Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","204",""
"2018","Ireland","Number","Total","Other sepsis","88",""
"2018","Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","850",""
"2018","Ireland","Number","Total","Pneumonia, organism unspecified","1 045",""
"2018","Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","439",""
"2018","Greece","Number","Total","Other sepsis","3 615",""
"2018","Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","7 283",""
"2018","Greece","Number","Total","Pneumonia, organism unspecified","1 125",""
"2018","Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 404",""
"2018","Spain","Number","Total","Other sepsis","2 994",""
"2018","Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","18 318",""
"2018","Spain","Number","Total","Pneumonia, organism unspecified","9 902",""
"2018","France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2018","France","Number","Total","Other sepsis",":",""
"2018","France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2018","France","Number","Total","Pneumonia, organism unspecified",":",""
"2018","France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2018","France (metropolitan)","Number","Total","Other sepsis",":",""
"2018","France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2018","France (metropolitan)","Number","Total","Pneumonia, organism unspecified",":",""
"2018","Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","191",""
"2018","Croatia","Number","Total","Other sepsis","101",""
"2018","Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 025",""
"2018","Croatia","Number","Total","Pneumonia, organism unspecified","312",""
"2018","Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 870",""
"2018","Italy","Number","Total","Other sepsis","7 988",""
"2018","Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","13 839",""
"2018","Italy","Number","Total","Pneumonia, organism unspecified","13 283",""
"2018","Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","89",""
"2018","Cyprus","Number","Total","Other sepsis","76",""
"2018","Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","180",""
"2018","Cyprus","Number","Total","Pneumonia, organism unspecified","56",""
"2018","Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","262",""
"2018","Latvia","Number","Total","Other sepsis","55",""
"2018","Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","528",""
"2018","Latvia","Number","Total","Pneumonia, organism unspecified","435",""
"2018","Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","299",""
"2018","Lithuania","Number","Total","Other sepsis","311",""
"2018","Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","829",""
"2018","Lithuania","Number","Total","Pneumonia, organism unspecified","535",""
"2018","Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","39",""
"2018","Luxembourg","Number","Total","Other sepsis","29",""
"2018","Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","101",""
"2018","Luxembourg","Number","Total","Pneumonia, organism unspecified","109",""
"2018","Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","676",""
"2018","Hungary","Number","Total","Other sepsis","52",""
"2018","Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 417",""
"2018","Hungary","Number","Total","Pneumonia, organism unspecified","456",""
"2018","Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","11",""
"2018","Malta","Number","Total","Other sepsis","39",""
"2018","Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","157",""
"2018","Malta","Number","Total","Pneumonia, organism unspecified","118",""
"2018","Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 849",""
"2018","Netherlands","Number","Total","Other sepsis","1 489",""
"2018","Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 313",""
"2018","Netherlands","Number","Total","Pneumonia, organism unspecified","3 656",""
"2018","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","704",""
"2018","Austria","Number","Total","Other sepsis","292",""
"2018","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 767",""
"2018","Austria","Number","Total","Pneumonia, organism unspecified","1 269",""
"2018","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 813",""
"2018","Poland","Number","Total","Other sepsis","21",""
