"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2016","Croatia","Treatable mortality","Males","Total","Rate","175.61",""
"2016","Croatia","Treatable mortality","Females","Total","Number","2 256.5",""
"2016","Croatia","Treatable mortality","Females","Total","Rate","109.32",""
"2016","Italy","Total","Total","Total","Number","100 047",""
"2016","Italy","Total","Total","Total","Rate","176.65",""
"2016","Italy","Total","Males","Total","Number","63 879",""
"2016","Italy","Total","Males","Total","Rate","235.91",""
"2016","Italy","Total","Females","Total","Number","36 168",""
"2016","Italy","Total","Females","Total","Rate","122.48",""
"2016","Italy","Preventable mortality","Total","Total","Number","62 409",""
"2016","Italy","Preventable mortality","Total","Total","Rate","109.97",""
"2016","Italy","Preventable mortality","Males","Total","Number","44 619",""
"2016","Italy","Preventable mortality","Males","Total","Rate","164.25",""
"2016","Italy","Preventable mortality","Females","Total","Number","17 790",""
"2016","Italy","Preventable mortality","Females","Total","Rate","60.14",""
"2016","Italy","Treatable mortality","Total","Total","Number","37 638",""
"2016","Italy","Treatable mortality","Total","Total","Rate","66.68",""
"2016","Italy","Treatable mortality","Males","Total","Number","19 260",""
"2016","Italy","Treatable mortality","Males","Total","Rate","71.65",""
"2016","Italy","Treatable mortality","Females","Total","Number","18 378",""
"2016","Italy","Treatable mortality","Females","Total","Rate","62.34",""
"2016","Cyprus","Total","Total","Total","Number","1 172",""
"2016","Cyprus","Total","Total","Total","Rate","171.15",""
"2016","Cyprus","Total","Males","Total","Number","786",""
"2016","Cyprus","Total","Males","Total","Rate","236.97",""
"2016","Cyprus","Total","Females","Total","Number","386",""
"2016","Cyprus","Total","Females","Total","Rate","109.75",""
"2016","Cyprus","Preventable mortality","Total","Total","Number","689.5",""
"2016","Cyprus","Preventable mortality","Total","Total","Rate","99.94",""
"2016","Cyprus","Preventable mortality","Males","Total","Number","512.5",""
"2016","Cyprus","Preventable mortality","Males","Total","Rate","153.51",""
"2016","Cyprus","Preventable mortality","Females","Total","Number","177",""
"2016","Cyprus","Preventable mortality","Females","Total","Rate","49.98",""
"2016","Cyprus","Treatable mortality","Total","Total","Number","482.5",""
"2016","Cyprus","Treatable mortality","Total","Total","Rate","71.21",""
"2016","Cyprus","Treatable mortality","Males","Total","Number","273.5",""
"2016","Cyprus","Treatable mortality","Males","Total","Rate","83.46",""
"2016","Cyprus","Treatable mortality","Females","Total","Number","209",""
"2016","Cyprus","Treatable mortality","Females","Total","Rate","59.77",""
"2016","Latvia","Total","Total","Total","Number","9 533",""
"2016","Latvia","Total","Total","Total","Rate","535.05",""
"2016","Latvia","Total","Males","Total","Number","6 369",""
"2016","Latvia","Total","Males","Total","Rate","852.59",""
"2016","Latvia","Total","Females","Total","Number","3 164",""
"2016","Latvia","Total","Females","Total","Rate","305.3",""
"2016","Latvia","Preventable mortality","Total","Total","Number","5 929.5",""
"2016","Latvia","Preventable mortality","Total","Total","Rate","331.89",""
"2016","Latvia","Preventable mortality","Males","Total","Number","4 302.5",""
"2016","Latvia","Preventable mortality","Males","Total","Rate","567.61",""
"2016","Latvia","Preventable mortality","Females","Total","Number","1 627",""
"2016","Latvia","Preventable mortality","Females","Total","Rate","157.91",""
"2016","Latvia","Treatable mortality","Total","Total","Number","3 603.5",""
"2016","Latvia","Treatable mortality","Total","Total","Rate","203.16",""
"2016","Latvia","Treatable mortality","Males","Total","Number","2 066.5",""
"2016","Latvia","Treatable mortality","Males","Total","Rate","284.98",""
"2016","Latvia","Treatable mortality","Females","Total","Number","1 537",""
"2016","Latvia","Treatable mortality","Females","Total","Rate","147.39",""
"2016","Lithuania","Total","Total","Total","Number","13 889",""
"2016","Lithuania","Total","Total","Total","Rate","541.71",""
"2016","Lithuania","Total","Males","Total","Number","9 568",""
"2016","Lithuania","Total","Males","Total","Rate","882.02",""
"2016","Lithuania","Total","Females","Total","Number","4 321",""
"2016","Lithuania","Total","Females","Total","Rate","291.96",""
"2016","Lithuania","Preventable mortality","Total","Total","Number","8 660.5",""
"2016","Lithuania","Preventable mortality","Total","Total","Rate","336.09",""
"2016","Lithuania","Preventable mortality","Males","Total","Number","6 436",""
"2016","Lithuania","Preventable mortality","Males","Total","Rate","583.93",""
"2016","Lithuania","Preventable mortality","Females","Total","Number","2 224.5",""
"2016","Lithuania","Preventable mortality","Females","Total","Rate","150.7",""
"2016","Lithuania","Treatable mortality","Total","Total","Number","5 228.5",""
"2016","Lithuania","Treatable mortality","Total","Total","Rate","205.61",""
"2016","Lithuania","Treatable mortality","Males","Total","Number","3 132",""
"2016","Lithuania","Treatable mortality","Males","Total","Rate","298.09",""
"2016","Lithuania","Treatable mortality","Females","Total","Number","2 096.5",""
"2016","Lithuania","Treatable mortality","Females","Total","Rate","141.26",""
"2016","Luxembourg","Total","Total","Total","Number","945",""
"2016","Luxembourg","Total","Total","Total","Rate","211.19",""
"2016","Luxembourg","Total","Males","Total","Number","615",""
"2016","Luxembourg","Total","Males","Total","Rate","272.12",""
"2016","Luxembourg","Total","Females","Total","Number","330",""
"2016","Luxembourg","Total","Females","Total","Rate","149.79",""
"2016","Luxembourg","Preventable mortality","Total","Total","Number","637.5",""
"2016","Luxembourg","Preventable mortality","Total","Total","Rate","140.33",""
"2016","Luxembourg","Preventable mortality","Males","Total","Number","451",""
"2016","Luxembourg","Preventable mortality","Males","Total","Rate","197.33",""
"2016","Luxembourg","Preventable mortality","Females","Total","Number","186.5",""
"2016","Luxembourg","Preventable mortality","Females","Total","Rate","83.09",""
"2016","Luxembourg","Treatable mortality","Total","Total","Number","307.5",""
"2016","Luxembourg","Treatable mortality","Total","Total","Rate","70.86",""
"2016","Luxembourg","Treatable mortality","Males","Total","Number","164",""
"2016","Luxembourg","Treatable mortality","Males","Total","Rate","74.79",""
"2016","Luxembourg","Treatable mortality","Females","Total","Number","143.5",""
"2016","Luxembourg","Treatable mortality","Females","Total","Rate","66.69",""
"2016","Hungary","Total","Total","Total","Number","46 388",""
"2016","Hungary","Total","Total","Total","Rate","501.24",""
"2016","Hungary","Total","Males","Total","Number","29 966",""
"2016","Hungary","Total","Males","Total","Rate","728.51",""
"2016","Hungary","Total","Females","Total","Number","16 422",""
"2016","Hungary","Total","Females","Total","Rate","319.16",""
"2016","Hungary","Preventable mortality","Total","Total","Number","30 178",""
"2016","Hungary","Preventable mortality","Total","Total","Rate","325.27",""
"2016","Hungary","Preventable mortality","Males","Total","Number","20 648.5",""
"2016","Hungary","Preventable mortality","Males","Total","Rate","499.22",""
"2016","Hungary","Preventable mortality","Females","Total","Number","9 529.5",""
"2016","Hungary","Preventable mortality","Females","Total","Rate","184.89",""
"2016","Hungary","Treatable mortality","Total","Total","Number","16 210",""
"2016","Hungary","Treatable mortality","Total","Total","Rate","175.96",""
"2016","Hungary","Treatable mortality","Males","Total","Number","9 317.5",""
"2016","Hungary","Treatable mortality","Males","Total","Rate","229.29",""
"2016","Hungary","Treatable mortality","Females","Total","Number","6 892.5",""
"2016","Hungary","Treatable mortality","Females","Total","Rate","134.27",""
"2016","Malta","Total","Total","Total","Number","867",""
"2016","Malta","Total","Total","Total","Rate","202.5",""
"2016","Malta","Total","Males","Total","Number","540",""
"2016","Malta","Total","Males","Total","Rate","256.2",""
"2016","Malta","Total","Females","Total","Number","327",""
"2016","Malta","Total","Females","Total","Rate","150.23",""
"2016","Malta","Preventable mortality","Total","Total","Number","494.5",""
"2016","Malta","Preventable mortality","Total","Total","Rate","115.15",""
"2016","Malta","Preventable mortality","Males","Total","Number","350.5",""
"2016","Malta","Preventable mortality","Males","Total","Rate","165.94",""
"2016","Malta","Preventable mortality","Females","Total","Number","144",""
"2016","Malta","Preventable mortality","Females","Total","Rate","65.62",""
"2016","Malta","Treatable mortality","Total","Total","Number","372.5",""
"2016","Malta","Treatable mortality","Total","Total","Rate","87.35",""
"2016","Malta","Treatable mortality","Males","Total","Number","189.5",""
"2016","Malta","Treatable mortality","Males","Total","Rate","90.26",""
"2016","Malta","Treatable mortality","Females","Total","Number","183",""
"2016","Malta","Treatable mortality","Females","Total","Rate","84.61",""
"2016","Netherlands","Total","Total","Total","Number","31 764",""
"2016","Netherlands","Total","Total","Total","Rate","202.84",""
"2016","Netherlands","Total","Males","Total","Number","18 244",""
"2016","Netherlands","Total","Males","Total","Rate","235.83",""
"2016","Netherlands","Total","Females","Total","Number","13 520",""
"2016","Netherlands","Total","Females","Total","Rate","170.7",""
"2016","Netherlands","Preventable mortality","Total","Total","Number","20 982",""
"2016","Netherlands","Preventable mortality","Total","Total","Rate","133.91",""
"2016","Netherlands","Preventable mortality","Males","Total","Number","13 014.5",""
"2016","Netherlands","Preventable mortality","Males","Total","Rate","168.07",""
"2016","Netherlands","Preventable mortality","Females","Total","Number","7 967.5",""
"2016","Netherlands","Preventable mortality","Females","Total","Rate","100.48",""
"2016","Netherlands","Treatable mortality","Total","Total","Number","10 782",""
"2016","Netherlands","Treatable mortality","Total","Total","Rate","68.93",""
"2016","Netherlands","Treatable mortality","Males","Total","Number","5 229.5",""
"2016","Netherlands","Treatable mortality","Males","Total","Rate","67.77",""
"2016","Netherlands","Treatable mortality","Females","Total","Number","5 552.5",""
"2016","Netherlands","Treatable mortality","Females","Total","Rate","70.22",""
"2016","Austria","Total","Total","Total","Number","18 222",""
"2016","Austria","Total","Total","Total","Rate","238.86",""
"2016","Austria","Total","Males","Total","Number","11 754",""
"2016","Austria","Total","Males","Total","Rate","321.82",""
"2016","Austria","Total","Females","Total","Number","6 468",""
"2016","Austria","Total","Females","Total","Rate","162.97",""
"2016","Austria","Preventable mortality","Total","Total","Number","12 336",""
"2016","Austria","Preventable mortality","Total","Total","Rate","161.06",""
"2016","Austria","Preventable mortality","Males","Total","Number","8 505.5",""
"2016","Austria","Preventable mortality","Males","Total","Rate","231.4",""
"2016","Austria","Preventable mortality","Females","Total","Number","3 830.5",""
"2016","Austria","Preventable mortality","Females","Total","Rate","96.39",""
"2016","Austria","Treatable mortality","Total","Total","Number","5 886",""
"2016","Austria","Treatable mortality","Total","Total","Rate","77.8",""
"2016","Austria","Treatable mortality","Males","Total","Number","3 248.5",""
"2016","Austria","Treatable mortality","Males","Total","Rate","90.42",""
"2016","Austria","Treatable mortality","Females","Total","Number","2 637.5",""
"2016","Austria","Treatable mortality","Females","Total","Rate","66.58",""
"2016","Poland","Total","Total","Total","Number","115 225",""
"2016","Poland","Total","Total","Total","Rate","348.26",""
"2016","Poland","Total","Males","Total","Number","77 847",""
"2016","Poland","Total","Males","Total","Rate","508.51",""
"2016","Poland","Total","Females","Total","Number","37 378",""
"2016","Poland","Total","Females","Total","Rate","211.89",""
"2016","Poland","Preventable mortality","Total","Total","Number","73 164.5",""
"2016","Poland","Preventable mortality","Total","Total","Rate","218.47",""
"2016","Poland","Preventable mortality","Males","Total","Number","53 425",""
"2016","Poland","Preventable mortality","Males","Total","Rate","343.9",""
"2016","Poland","Preventable mortality","Females","Total","Number","19 739.5",""
"2016","Poland","Preventable mortality","Females","Total","Rate","110.87",""
"2016","Poland","Treatable mortality","Total","Total","Number","42 060.5",""
"2016","Poland","Treatable mortality","Total","Total","Rate","129.79",""
"2016","Poland","Treatable mortality","Males","Total","Number","24 422",""
"2016","Poland","Treatable mortality","Males","Total","Rate","164.61",""
"2016","Poland","Treatable mortality","Females","Total","Number","17 638.5",""
"2016","Poland","Treatable mortality","Females","Total","Rate","101.01",""
"2016","Portugal","Total","Total","Total","Number","22 138",""
"2016","Portugal","Total","Total","Total","Rate","229.33",""
"2016","Portugal","Total","Males","Total","Number","14 952",""
"2016","Portugal","Total","Males","Total","Rate","334.89",""
"2016","Portugal","Total","Females","Total","Number","7 186",""
"2016","Portugal","Total","Females","Total","Rate","138.52",""
"2016","Portugal","Preventable mortality","Total","Total","Number","13 608",""
"2016","Portugal","Preventable mortality","Total","Total","Rate","140.47",""
"2016","Portugal","Preventable mortality","Males","Total","Number","10 284.5",""
"2016","Portugal","Preventable mortality","Males","Total","Rate","229.22",""
"2016","Portugal","Preventable mortality","Females","Total","Number","3 323.5",""
"2016","Portugal","Preventable mortality","Females","Total","Rate","63.86",""
"2016","Portugal","Treatable mortality","Total","Total","Number","8 530",""
"2016","Portugal","Treatable mortality","Total","Total","Rate","88.87",""
"2016","Portugal","Treatable mortality","Males","Total","Number","4 667.5",""
"2016","Portugal","Treatable mortality","Males","Total","Rate","105.66",""
"2016","Portugal","Treatable mortality","Females","Total","Number","3 862.5",""
"2016","Portugal","Treatable mortality","Females","Total","Rate","74.66",""
"2016","Romania","Total","Total","Total","Number","89 427",""
"2016","Romania","Total","Total","Total","Rate","518.22",""
"2016","Romania","Total","Males","Total","Number","59 059",""
"2016","Romania","Total","Males","Total","Rate","739.15",""
"2016","Romania","Total","Females","Total","Number","30 368",""
"2016","Romania","Total","Females","Total","Rate","328.31",""
"2016","Romania","Preventable mortality","Total","Total","Number","53 822",""
"2016","Romania","Preventable mortality","Total","Total","Rate","310.22",""
"2016","Romania","Preventable mortality","Males","Total","Number","38 365",""
"2016","Romania","Preventable mortality","Males","Total","Rate","475.62",""
"2016","Romania","Preventable mortality","Females","Total","Number","15 457",""
"2016","Romania","Preventable mortality","Females","Total","Rate","167",""
"2016","Romania","Treatable mortality","Total","Total","Number","35 605",""
"2016","Romania","Treatable mortality","Total","Total","Rate","208",""
"2016","Romania","Treatable mortality","Males","Total","Number","20 694",""
"2016","Romania","Treatable mortality","Males","Total","Rate","263.53",""
"2016","Romania","Treatable mortality","Females","Total","Number","14 911",""
"2016","Romania","Treatable mortality","Females","Total","Rate","161.32",""
"2016","Slovenia","Total","Total","Total","Number","5 004",""
"2016","Slovenia","Total","Total","Total","Rate","263.62",""
"2016","Slovenia","Total","Males","Total","Number","3 530",""
"2016","Slovenia","Total","Males","Total","Rate","382.33",""
"2016","Slovenia","Total","Females","Total","Number","1 474",""
"2016","Slovenia","Total","Females","Total","Rate","151.9",""
"2016","Slovenia","Preventable mortality","Total","Total","Number","3 512.5",""
"2016","Slovenia","Preventable mortality","Total","Total","Rate","183.98",""
"2016","Slovenia","Preventable mortality","Males","Total","Number","2 674",""
"2016","Slovenia","Preventable mortality","Males","Total","Rate","287.53",""
"2016","Slovenia","Preventable mortality","Females","Total","Number","838.5",""
"2016","Slovenia","Preventable mortality","Females","Total","Rate","86.03",""
"2016","Slovenia","Treatable mortality","Total","Total","Number","1 491.5",""
"2016","Slovenia","Treatable mortality","Total","Total","Rate","79.64",""
"2016","Slovenia","Treatable mortality","Males","Total","Number","856",""
"2016","Slovenia","Treatable mortality","Males","Total","Rate","94.8",""
"2016","Slovenia","Treatable mortality","Females","Total","Number","635.5",""
"2016","Slovenia","Treatable mortality","Females","Total","Rate","65.88",""
"2016","Slovakia","Total","Total","Total","Number","19 140",""
"2016","Slovakia","Total","Total","Total","Rate","412.14",""
"2016","Slovakia","Total","Males","Total","Number","12 924",""
"2016","Slovakia","Total","Males","Total","Rate","607.35",""
"2016","Slovakia","Total","Females","Total","Number","6 216",""
"2016","Slovakia","Total","Females","Total","Rate","249.42",""
"2016","Slovakia","Preventable mortality","Total","Total","Number","11 463",""
"2016","Slovakia","Preventable mortality","Total","Total","Rate","243.82",""
"2016","Slovakia","Preventable mortality","Males","Total","Number","8 425",""
"2016","Slovakia","Preventable mortality","Males","Total","Rate","389.69",""
"2016","Slovakia","Preventable mortality","Females","Total","Number","3 038",""
"2016","Slovakia","Preventable mortality","Females","Total","Rate","121.12",""
"2016","Slovakia","Treatable mortality","Total","Total","Number","7 677",""
"2016","Slovakia","Treatable mortality","Total","Total","Rate","168.31",""
"2016","Slovakia","Treatable mortality","Males","Total","Number","4 499",""
"2016","Slovakia","Treatable mortality","Males","Total","Rate","217.66",""
"2016","Slovakia","Treatable mortality","Females","Total","Number","3 178",""
"2016","Slovakia","Treatable mortality","Females","Total","Rate","128.3",""
"2016","Finland","Total","Total","Total","Number","12 818",""
"2016","Finland","Total","Total","Total","Rate","242.82",""
"2016","Finland","Total","Males","Total","Number","8 801",""
"2016","Finland","Total","Males","Total","Rate","343.4",""
"2016","Finland","Total","Females","Total","Number","4 017",""
"2016","Finland","Total","Females","Total","Rate","147.55",""
"2016","Finland","Preventable mortality","Total","Total","Number","8 738.5",""
"2016","Finland","Preventable mortality","Total","Total","Rate","166.01",""
"2016","Finland","Preventable mortality","Males","Total","Number","6 437.5",""
"2016","Finland","Preventable mortality","Males","Total","Rate","251.58",""
"2016","Finland","Preventable mortality","Females","Total","Number","2 301",""
"2016","Finland","Preventable mortality","Females","Total","Rate","84.53",""
"2016","Finland","Treatable mortality","Total","Total","Number","4 079.5",""
"2016","Finland","Treatable mortality","Total","Total","Rate","76.81",""
"2016","Finland","Treatable mortality","Males","Total","Number","2 363.5",""
"2016","Finland","Treatable mortality","Males","Total","Rate","91.82",""
"2016","Finland","Treatable mortality","Females","Total","Number","1 716",""
"2016","Finland","Treatable mortality","Females","Total","Rate","63.02",""
"2016","Sweden","Total","Total","Total","Number","17 221",""
"2016","Sweden","Total","Total","Total","Rate","188.91",""
"2016","Sweden","Total","Males","Total","Number","10 465",""
"2016","Sweden","Total","Males","Total","Rate","230.75",""
"2016","Sweden","Total","Females","Total","Number","6 756",""
"2016","Sweden","Total","Females","Total","Rate","147.17",""
"2016","Sweden","Preventable mortality","Total","Total","Number","11 030",""
"2016","Sweden","Preventable mortality","Total","Total","Rate","121.27",""
"2016","Sweden","Preventable mortality","Males","Total","Number","7 079",""
"2016","Sweden","Preventable mortality","Males","Total","Rate","156.36",""
"2016","Sweden","Preventable mortality","Females","Total","Number","3 951",""
"2016","Sweden","Preventable mortality","Females","Total","Rate","86.12",""
"2016","Sweden","Treatable mortality","Total","Total","Number","6 191",""
"2016","Sweden","Treatable mortality","Total","Total","Rate","67.64",""
"2016","Sweden","Treatable mortality","Males","Total","Number","3 386",""
"2016","Sweden","Treatable mortality","Males","Total","Rate","74.39",""
"2016","Sweden","Treatable mortality","Females","Total","Number","2 805",""
"2016","Sweden","Treatable mortality","Females","Total","Rate","61.04",""
"2016","Iceland","Total","Total","Total","Number","517",""
"2016","Iceland","Total","Total","Total","Rate","201.69",""
"2016","Iceland","Total","Males","Total","Number","314",""
"2016","Iceland","Total","Males","Total","Rate","241.39",""
"2016","Iceland","Total","Females","Total","Number","203",""
"2016","Iceland","Total","Females","Total","Rate","161.33",""
"2016","Iceland","Preventable mortality","Total","Total","Number","359.5",""
"2016","Iceland","Preventable mortality","Total","Total","Rate","139.35",""
"2016","Iceland","Preventable mortality","Males","Total","Number","230.5",""
"2016","Iceland","Preventable mortality","Males","Total","Rate","175.03",""
"2016","Iceland","Preventable mortality","Females","Total","Number","129",""
"2016","Iceland","Preventable mortality","Females","Total","Rate","102.99",""
"2016","Iceland","Treatable mortality","Total","Total","Number","157.5",""
"2016","Iceland","Treatable mortality","Total","Total","Rate","62.35",""
"2016","Iceland","Treatable mortality","Males","Total","Number","83.5",""
"2016","Iceland","Treatable mortality","Males","Total","Rate","66.37",""
"2016","Iceland","Treatable mortality","Females","Total","Number","74",""
"2016","Iceland","Treatable mortality","Females","Total","Rate","58.34",""
"2016","Liechtenstein","Total","Total","Total","Number","64",""
"2016","Liechtenstein","Total","Total","Total","Rate","181.75",""
"2016","Liechtenstein","Total","Males","Total","Number","30",""
"2016","Liechtenstein","Total","Males","Total","Rate","172.76",""
"2016","Liechtenstein","Total","Females","Total","Number","34",""
"2016","Liechtenstein","Total","Females","Total","Rate","190.83",""
"2016","Liechtenstein","Preventable mortality","Total","Total","Number","41.5",""
"2016","Liechtenstein","Preventable mortality","Total","Total","Rate","119.11",""
"2016","Liechtenstein","Preventable mortality","Males","Total","Number","23",""
"2016","Liechtenstein","Preventable mortality","Males","Total","Rate","131.98",""
"2016","Liechtenstein","Preventable mortality","Females","Total","Number","18.5",""
"2016","Liechtenstein","Preventable mortality","Females","Total","Rate","106.77",""
"2016","Liechtenstein","Treatable mortality","Total","Total","Number","22.5",""
"2016","Liechtenstein","Treatable mortality","Total","Total","Rate","62.64",""
"2016","Liechtenstein","Treatable mortality","Males","Total","Number","7",""
"2016","Liechtenstein","Treatable mortality","Males","Total","Rate","40.78",""
"2016","Liechtenstein","Treatable mortality","Females","Total","Number","15.5",""
"2016","Liechtenstein","Treatable mortality","Females","Total","Rate","84.06",""
"2016","Norway","Total","Total","Total","Number","8 492",""
"2016","Norway","Total","Total","Total","Rate","192.01",""
"2016","Norway","Total","Males","Total","Number","5 176",""
"2016","Norway","Total","Males","Total","Rate","233.54",""
"2016","Norway","Total","Females","Total","Number","3 316",""
"2016","Norway","Total","Females","Total","Rate","150.39",""
"2016","Norway","Preventable mortality","Total","Total","Number","5 716",""
"2016","Norway","Preventable mortality","Total","Total","Rate","129.04",""
"2016","Norway","Preventable mortality","Males","Total","Number","3 691.5",""
"2016","Norway","Preventable mortality","Males","Total","Rate","165.97",""
"2016","Norway","Preventable mortality","Females","Total","Number","2 024.5",""
"2016","Norway","Preventable mortality","Females","Total","Rate","91.85",""
"2016","Norway","Treatable mortality","Total","Total","Number","2 776",""
"2016","Norway","Treatable mortality","Total","Total","Rate","62.97",""
"2016","Norway","Treatable mortality","Males","Total","Number","1 484.5",""
"2016","Norway","Treatable mortality","Males","Total","Rate","67.57",""
"2016","Norway","Treatable mortality","Females","Total","Number","1 291.5",""
"2016","Norway","Treatable mortality","Females","Total","Rate","58.53",""
"2016","Switzerland","Total","Total","Total","Number","12 094",""
"2016","Switzerland","Total","Total","Total","Rate","163.88",""
"2016","Switzerland","Total","Males","Total","Number","7 568",""
"2016","Switzerland","Total","Males","Total","Rate","209.52",""
"2016","Switzerland","Total","Females","Total","Number","4 526",""
"2016","Switzerland","Total","Females","Total","Rate","120.26",""
"2016","Switzerland","Preventable mortality","Total","Total","Number","8 222.5",""
"2016","Switzerland","Preventable mortality","Total","Total","Rate","111.18",""
"2016","Switzerland","Preventable mortality","Males","Total","Number","5 626.5",""
"2016","Switzerland","Preventable mortality","Males","Total","Rate","155.29",""
"2016","Switzerland","Preventable mortality","Females","Total","Number","2 596",""
"2016","Switzerland","Preventable mortality","Females","Total","Rate","68.91",""
"2016","Switzerland","Treatable mortality","Total","Total","Number","3 871.5",""
"2016","Switzerland","Treatable mortality","Total","Total","Rate","52.7",""
"2016","Switzerland","Treatable mortality","Males","Total","Number","1 941.5",""
"2016","Switzerland","Treatable mortality","Males","Total","Rate","54.23",""
"2016","Switzerland","Treatable mortality","Females","Total","Number","1 930",""
"2016","Switzerland","Treatable mortality","Females","Total","Rate","51.35",""
"2016","United Kingdom","Total","Total","Total","Number","137 729",""
"2016","United Kingdom","Total","Total","Total","Rate","244.39",""
"2016","United Kingdom","Total","Males","Total","Number","82 778",""
"2016","United Kingdom","Total","Males","Total","Rate","301.27",""
"2016","United Kingdom","Total","Females","Total","Number","54 951",""
"2016","United Kingdom","Total","Females","Total","Rate","190.28",""
"2016","United Kingdom","Preventable mortality","Total","Total","Number","86 777.5",""
"2016","United Kingdom","Preventable mortality","Total","Total","Rate","154.22",""
"2016","United Kingdom","Preventable mortality","Males","Total","Number","55 950.5",""
"2016","United Kingdom","Preventable mortality","Males","Total","Rate","203.71",""
"2016","United Kingdom","Preventable mortality","Females","Total","Number","30 827",""
"2016","United Kingdom","Preventable mortality","Females","Total","Rate","107.03",""
"2016","United Kingdom","Treatable mortality","Total","Total","Number","50 951.5",""
"2016","United Kingdom","Treatable mortality","Total","Total","Rate","90.17",""
"2016","United Kingdom","Treatable mortality","Males","Total","Number","26 827.5",""
"2016","United Kingdom","Treatable mortality","Males","Total","Rate","97.55",""
"2016","United Kingdom","Treatable mortality","Females","Total","Number","24 124",""
"2016","United Kingdom","Treatable mortality","Females","Total","Rate","83.25",""
"2016","Serbia","Total","Total","Total","Number","27 696",""
"2016","Serbia","Total","Total","Total","Rate","408.12",""
"2016","Serbia","Total","Males","Total","Number","17 325",""
"2016","Serbia","Total","Males","Total","Rate","545.36",""
"2016","Serbia","Total","Females","Total","Number","10 371",""
"2016","Serbia","Total","Females","Total","Rate","288.65",""
"2016","Serbia","Preventable mortality","Total","Total","Number","16 117",""
"2016","Serbia","Preventable mortality","Total","Total","Rate","235.37",""
"2016","Serbia","Preventable mortality","Males","Total","Number","11 092.5",""
"2016","Serbia","Preventable mortality","Males","Total","Rate","345.67",""
"2016","Serbia","Preventable mortality","Females","Total","Number","5 024.5",""
"2016","Serbia","Preventable mortality","Females","Total","Rate","138.87",""
"2016","Serbia","Treatable mortality","Total","Total","Number","11 579",""
"2016","Serbia","Treatable mortality","Total","Total","Rate","172.76",""
"2016","Serbia","Treatable mortality","Males","Total","Number","6 232.5",""
"2016","Serbia","Treatable mortality","Males","Total","Rate","199.7",""
"2016","Serbia","Treatable mortality","Females","Total","Number","5 346.5",""
"2016","Serbia","Treatable mortality","Females","Total","Rate","149.78",""
"2016","Turkey","Total","Total","Total","Number","150 914",""
"2016","Turkey","Total","Total","Total","Rate","328.34",""
"2016","Turkey","Total","Males","Total","Number","98 777",""
"2016","Turkey","Total","Males","Total","Rate","446.18",""
"2016","Turkey","Total","Females","Total","Number","52 137",""
"2016","Turkey","Total","Females","Total","Rate","220.5",""
"2016","Turkey","Preventable mortality","Total","Total","Number","84 518.5",""
"2016","Turkey","Preventable mortality","Total","Total","Rate","187.17",""
"2016","Turkey","Preventable mortality","Males","Total","Number","61 698.5",""
"2016","Turkey","Preventable mortality","Males","Total","Rate","281.68",""
"2016","Turkey","Preventable mortality","Females","Total","Number","22 820",""
"2016","Turkey","Preventable mortality","Females","Total","Rate","100.5",""
"2016","Turkey","Treatable mortality","Total","Total","Number","66 395.5",""
"2016","Turkey","Treatable mortality","Total","Total","Rate","141.17",""
"2016","Turkey","Treatable mortality","Males","Total","Number","37 078.5",""
"2016","Turkey","Treatable mortality","Males","Total","Rate","164.5",""
"2016","Turkey","Treatable mortality","Females","Total","Number","29 317",""
"2016","Turkey","Treatable mortality","Females","Total","Rate","120",""
"2017","European Union - 27 countries (from 2020)","Total","Total","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Total","Total","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Total","Males","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Total","Males","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Total","Females","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Total","Females","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Rate",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Number",":",""
"2017","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Total","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Total","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Males","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Males","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Total","Females","Total","Number",":",""
