"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2017,"Finland","Not-for-profit private ownership","Number",253,TRUE
2017,"Finland","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2017,"Finland","For-profit private ownership","Number",814,FALSE
2017,"Finland","For-profit private ownership","Inhabitants per ...",6766.85,FALSE
2017,"Finland","For-profit private ownership","Per hundred thousand inhabitants",14.78,FALSE
2017,"Iceland","Public ownership","Number",1052,FALSE
2017,"Iceland","Public ownership","Inhabitants per ...",326.43,FALSE
2017,"Iceland","Public ownership","Per hundred thousand inhabitants",306.35,FALSE
2017,"Iceland","Not-for-profit private ownership","Number",0,FALSE
2017,"Iceland","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Iceland","For-profit private ownership","Number",0,FALSE
2017,"Iceland","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2017,"Iceland","For-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Liechtenstein","Public ownership","Number",54,FALSE
2017,"Liechtenstein","Public ownership","Inhabitants per ...",703,FALSE
2017,"Liechtenstein","Public ownership","Per hundred thousand inhabitants",142.25,FALSE
2017,"Liechtenstein","Not-for-profit private ownership","Number",0,FALSE
2017,"Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Liechtenstein","For-profit private ownership","Number",37,FALSE
2017,"Liechtenstein","For-profit private ownership","Inhabitants per ...",1026,FALSE
2017,"Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants",97.47,FALSE
2017,"Norway","Public ownership","Number",14446,FALSE
2017,"Norway","Public ownership","Inhabitants per ...",365.29,FALSE
2017,"Norway","Public ownership","Per hundred thousand inhabitants",273.76,FALSE
2017,"Norway","Not-for-profit private ownership","Number",253,TRUE
2017,"Norway","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2017,"Norway","For-profit private ownership","Number",10358,TRUE
2017,"Norway","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2017,"Norway","For-profit private ownership","Per hundred thousand inhabitants",97.77,TRUE
2017,"United Kingdom","Public ownership","Number",167589,FALSE
2017,"United Kingdom","Public ownership","Inhabitants per ...",394.17,FALSE
2017,"United Kingdom","Public ownership","Per hundred thousand inhabitants",253.7,FALSE
2017,"United Kingdom","Not-for-profit private ownership","Number",253,TRUE
2017,"United Kingdom","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2017,"United Kingdom","For-profit private ownership","Number",10358,TRUE
2017,"United Kingdom","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2017,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",97.77,TRUE
2017,"Montenegro","Public ownership","Number",2403,FALSE
2017,"Montenegro","Public ownership","Inhabitants per ...",259,FALSE
2017,"Montenegro","Public ownership","Per hundred thousand inhabitants",386.1,FALSE
2017,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2017,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Montenegro","For-profit private ownership","Number",10358,TRUE
2017,"Montenegro","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2017,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",97.77,TRUE
2017,"North Macedonia","Public ownership","Number",8559,FALSE
2017,"North Macedonia","Public ownership","Inhabitants per ...",242.38,FALSE
2017,"North Macedonia","Public ownership","Per hundred thousand inhabitants",412.58,FALSE
2017,"North Macedonia","Not-for-profit private ownership","Number",0,FALSE
2017,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"North Macedonia","For-profit private ownership","Number",320,FALSE
2017,"North Macedonia","For-profit private ownership","Inhabitants per ...",6482.82,FALSE
2017,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",15.43,FALSE
2017,"Serbia","Public ownership","Number",39377,FALSE
2017,"Serbia","Public ownership","Inhabitants per ...",178.3,FALSE
2017,"Serbia","Public ownership","Per hundred thousand inhabitants",560.86,FALSE
2017,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2017,"Serbia","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Serbia","For-profit private ownership","Number",10358,TRUE
2017,"Serbia","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2017,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",97.77,TRUE
2017,"Turkey","Public ownership","Number",172310,FALSE
2017,"Turkey","Public ownership","Inhabitants per ...",466.09,FALSE
2017,"Turkey","Public ownership","Per hundred thousand inhabitants",214.55,FALSE
2017,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2017,"Turkey","Not-for-profit private ownership","Inhabitants per ...",8965.75,TRUE
2017,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2017,"Turkey","For-profit private ownership","Number",53553,FALSE
2017,"Turkey","For-profit private ownership","Inhabitants per ...",1499.69,FALSE
2017,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",66.68,FALSE
2018,"Belgium","Public ownership","Number",16636,FALSE
2018,"Belgium","Public ownership","Inhabitants per ...",686.89,FALSE
2018,"Belgium","Public ownership","Per hundred thousand inhabitants",145.58,FALSE
2018,"Belgium","Not-for-profit private ownership","Number",47612,FALSE
2018,"Belgium","Not-for-profit private ownership","Inhabitants per ...",240,FALSE
2018,"Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",416.66,FALSE
2018,"Belgium","For-profit private ownership","Number",16636,TRUE
2018,"Belgium","For-profit private ownership","Inhabitants per ...",557.14,TRUE
2018,"Belgium","For-profit private ownership","Per hundred thousand inhabitants",179.49,TRUE
2018,"Bulgaria","Public ownership","Number",40564,FALSE
2018,"Bulgaria","Public ownership","Inhabitants per ...",173.18,FALSE
2018,"Bulgaria","Public ownership","Per hundred thousand inhabitants",577.42,FALSE
2018,"Bulgaria","Not-for-profit private ownership","Number",0,FALSE
2018,"Bulgaria","Not-for-profit private ownership","Inhabitants per ...",173.18,TRUE
2018,"Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Bulgaria","For-profit private ownership","Number",12609,FALSE
2018,"Bulgaria","For-profit private ownership","Inhabitants per ...",557.14,FALSE
2018,"Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",179.49,FALSE
2018,"Czechia","Public ownership","Number",59590,FALSE
2018,"Czechia","Public ownership","Inhabitants per ...",178.38,FALSE
2018,"Czechia","Public ownership","Per hundred thousand inhabitants",560.59,FALSE
2018,"Czechia","Not-for-profit private ownership","Number",253,FALSE
2018,"Czechia","Not-for-profit private ownership","Inhabitants per ...",42015.52,FALSE
2018,"Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",2.38,FALSE
2018,"Czechia","For-profit private ownership","Number",10508,FALSE
2018,"Czechia","For-profit private ownership","Inhabitants per ...",1011.6,FALSE
2018,"Czechia","For-profit private ownership","Per hundred thousand inhabitants",98.85,FALSE
2018,"Denmark","Public ownership","Number",13163,FALSE
2018,"Denmark","Public ownership","Inhabitants per ...",440.15,FALSE
2018,"Denmark","Public ownership","Per hundred thousand inhabitants",227.2,FALSE
2018,"Denmark","Not-for-profit private ownership","Number",612,FALSE
2018,"Denmark","Not-for-profit private ownership","Inhabitants per ...",9466.72,FALSE
2018,"Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",10.56,FALSE
2018,"Denmark","For-profit private ownership","Number",302,FALSE
2018,"Denmark","For-profit private ownership","Inhabitants per ...",19184.22,FALSE
2018,"Denmark","For-profit private ownership","Per hundred thousand inhabitants",5.21,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Public ownership","Number",269448,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",305.95,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",326.85,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",193286,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",425.89,TRUE
2018,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",234.8,TRUE
2018,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",200889,TRUE
2018,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",408.83,TRUE
2018,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",244.6,TRUE
2018,"Estonia","Public ownership","Number",5582,FALSE
2018,"Estonia","Public ownership","Inhabitants per ...",236.83,FALSE
2018,"Estonia","Public ownership","Per hundred thousand inhabitants",422.25,FALSE
2018,"Estonia","Not-for-profit private ownership","Number",151,FALSE
2018,"Estonia","Not-for-profit private ownership","Inhabitants per ...",8754.81,FALSE
2018,"Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",11.42,FALSE
2018,"Estonia","For-profit private ownership","Number",313,FALSE
2018,"Estonia","For-profit private ownership","Inhabitants per ...",4223.57,FALSE
2018,"Estonia","For-profit private ownership","Per hundred thousand inhabitants",23.68,FALSE
2018,"Greece","Public ownership","Number",29566,FALSE
2018,"Greece","Public ownership","Inhabitants per ...",363.01,FALSE
2018,"Greece","Public ownership","Per hundred thousand inhabitants",275.47,FALSE
2018,"Greece","Not-for-profit private ownership","Number",828,FALSE
2018,"Greece","Not-for-profit private ownership","Inhabitants per ...",12962.42,FALSE
2018,"Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",7.71,FALSE
2018,"Greece","For-profit private ownership","Number",14659,FALSE
2018,"Greece","For-profit private ownership","Inhabitants per ...",732.17,FALSE
2018,"Greece","For-profit private ownership","Per hundred thousand inhabitants",136.58,FALSE
2018,"Spain","Public ownership","Number",94869,FALSE
2018,"Spain","Public ownership","Inhabitants per ...",493.29,FALSE
2018,"Spain","Public ownership","Per hundred thousand inhabitants",202.72,FALSE
2018,"Spain","Not-for-profit private ownership","Number",17401,FALSE
2018,"Spain","Not-for-profit private ownership","Inhabitants per ...",2689.37,FALSE
2018,"Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",37.18,FALSE
2018,"Spain","For-profit private ownership","Number",26791,FALSE
2018,"Spain","For-profit private ownership","Inhabitants per ...",1746.77,FALSE
2018,"Spain","For-profit private ownership","Per hundred thousand inhabitants",57.25,FALSE
2018,"France","Public ownership","Number",243417,FALSE
2018,"France","Public ownership","Inhabitants per ...",275.11,FALSE
2018,"France","Public ownership","Per hundred thousand inhabitants",363.49,FALSE
2018,"France","Not-for-profit private ownership","Number",56270,FALSE
2018,"France","Not-for-profit private ownership","Inhabitants per ...",1190.08,FALSE
2018,"France","Not-for-profit private ownership","Per hundred thousand inhabitants",84.03,FALSE
2018,"France","For-profit private ownership","Number",95983,FALSE
2018,"France","For-profit private ownership","Inhabitants per ...",697.69,FALSE
2018,"France","For-profit private ownership","Per hundred thousand inhabitants",143.33,FALSE
2018,"Croatia","Public ownership","Number",22552,FALSE
2018,"Croatia","Public ownership","Inhabitants per ...",181.4,FALSE
2018,"Croatia","Public ownership","Per hundred thousand inhabitants",551.28,FALSE
2018,"Croatia","Not-for-profit private ownership","Number",140,FALSE
2018,"Croatia","Not-for-profit private ownership","Inhabitants per ...",29220.5,FALSE
2018,"Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",3.42,FALSE
2018,"Croatia","For-profit private ownership","Number",268,FALSE
2018,"Croatia","For-profit private ownership","Inhabitants per ...",15264.44,FALSE
2018,"Croatia","For-profit private ownership","Per hundred thousand inhabitants",6.55,FALSE
2018,"Italy","Public ownership","Number",126406,FALSE
2018,"Italy","Public ownership","Inhabitants per ...",478,FALSE
2018,"Italy","Public ownership","Per hundred thousand inhabitants",209.21,FALSE
2018,"Italy","Not-for-profit private ownership","Number",7444,FALSE
2018,"Italy","Not-for-profit private ownership","Inhabitants per ...",8116.84,FALSE
2018,"Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",12.32,FALSE
2018,"Italy","For-profit private ownership","Number",55903,FALSE
2018,"Italy","For-profit private ownership","Inhabitants per ...",1080.83,FALSE
2018,"Italy","For-profit private ownership","Per hundred thousand inhabitants",92.52,FALSE
2018,"Cyprus","Public ownership","Number",1564,FALSE
2018,"Cyprus","Public ownership","Inhabitants per ...",556.31,FALSE
2018,"Cyprus","Public ownership","Per hundred thousand inhabitants",179.76,FALSE
2018,"Cyprus","Not-for-profit private ownership","Number",0,FALSE
2018,"Cyprus","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Cyprus","For-profit private ownership","Number",1308,FALSE
2018,"Cyprus","For-profit private ownership","Inhabitants per ...",665.19,FALSE
2018,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",150.33,FALSE
2018,"Latvia","Public ownership","Number",9515,FALSE
2018,"Latvia","Public ownership","Inhabitants per ...",202.54,FALSE
2018,"Latvia","Public ownership","Per hundred thousand inhabitants",493.73,FALSE
2018,"Latvia","Not-for-profit private ownership","Number",0,FALSE
2018,"Latvia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Latvia","For-profit private ownership","Number",1072,FALSE
2018,"Latvia","For-profit private ownership","Inhabitants per ...",1797.74,FALSE
2018,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",55.63,FALSE
2018,"Lithuania","Public ownership","Number",17840,FALSE
2018,"Lithuania","Public ownership","Inhabitants per ...",157.04,FALSE
2018,"Lithuania","Public ownership","Per hundred thousand inhabitants",636.79,FALSE
2018,"Lithuania","Not-for-profit private ownership","Number",0,FALSE
2018,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Lithuania","For-profit private ownership","Number",185,FALSE
2018,"Lithuania","For-profit private ownership","Inhabitants per ...",15143.47,FALSE
2018,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",6.6,FALSE
2018,"Hungary","Public ownership","Number",69427,TRUE
2018,"Hungary","Public ownership","Inhabitants per ...",143.78,TRUE
2018,"Hungary","Public ownership","Per hundred thousand inhabitants",695.52,TRUE
2018,"Hungary","Not-for-profit private ownership","Number",2085,TRUE
2018,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4796.17,TRUE
2018,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.85,TRUE
2018,"Hungary","For-profit private ownership","Number",187,TRUE
2018,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,TRUE
2018,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,TRUE
2018,"Malta","Public ownership","Number",1980,FALSE
2018,"Malta","Public ownership","Inhabitants per ...",244.76,FALSE
2018,"Malta","Public ownership","Per hundred thousand inhabitants",408.56,FALSE
2018,"Malta","Not-for-profit private ownership","Number",0,FALSE
2018,"Malta","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Malta","For-profit private ownership","Number",108,FALSE
2018,"Malta","For-profit private ownership","Inhabitants per ...",4487.31,FALSE
2018,"Malta","For-profit private ownership","Per hundred thousand inhabitants",22.29,FALSE
2018,"Netherlands","Public ownership","Number",40564,TRUE
2018,"Netherlands","Public ownership","Inhabitants per ...",178.38,TRUE
2018,"Netherlands","Public ownership","Per hundred thousand inhabitants",560.59,TRUE
2018,"Netherlands","Not-for-profit private ownership","Number",54547,FALSE
2018,"Netherlands","Not-for-profit private ownership","Inhabitants per ...",315.9,FALSE
2018,"Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",316.55,FALSE
2018,"Netherlands","For-profit private ownership","Number",10508,TRUE
2018,"Netherlands","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"Netherlands","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2018,"Austria","Public ownership","Number",44650,FALSE
2018,"Austria","Public ownership","Inhabitants per ...",198,FALSE
2018,"Austria","Public ownership","Per hundred thousand inhabitants",505.06,FALSE
2018,"Austria","Not-for-profit private ownership","Number",10675,FALSE
2018,"Austria","Not-for-profit private ownership","Inhabitants per ...",828.15,FALSE
2018,"Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",120.75,FALSE
2018,"Austria","For-profit private ownership","Number",8960,FALSE
2018,"Austria","For-profit private ownership","Inhabitants per ...",986.67,FALSE
2018,"Austria","For-profit private ownership","Per hundred thousand inhabitants",101.35,FALSE
2018,"Poland","Public ownership","Number",198877,FALSE
2018,"Poland","Public ownership","Inhabitants per ...",190.95,FALSE
2018,"Poland","Public ownership","Per hundred thousand inhabitants",523.71,FALSE
2018,"Poland","Not-for-profit private ownership","Number",3770,FALSE
2018,"Poland","Not-for-profit private ownership","Inhabitants per ...",10072.88,FALSE
2018,"Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",9.93,FALSE
2018,"Poland","For-profit private ownership","Number",45592,FALSE
2018,"Poland","For-profit private ownership","Inhabitants per ...",832.93,FALSE
2018,"Poland","For-profit private ownership","Per hundred thousand inhabitants",120.06,FALSE
2018,"Portugal","Public ownership","Number",24111,FALSE
2018,"Portugal","Public ownership","Inhabitants per ...",426.52,FALSE
2018,"Portugal","Public ownership","Per hundred thousand inhabitants",234.46,FALSE
2018,"Portugal","Not-for-profit private ownership","Number",7356,FALSE
2018,"Portugal","Not-for-profit private ownership","Inhabitants per ...",1398.02,FALSE
2018,"Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",71.53,FALSE
2018,"Portugal","For-profit private ownership","Number",3962,FALSE
2018,"Portugal","For-profit private ownership","Inhabitants per ...",2595.61,FALSE
2018,"Portugal","For-profit private ownership","Per hundred thousand inhabitants",38.53,FALSE
2018,"Romania","Public ownership","Number",127082,FALSE
2018,"Romania","Public ownership","Inhabitants per ...",153.23,FALSE
2018,"Romania","Public ownership","Per hundred thousand inhabitants",652.62,FALSE
2018,"Romania","Not-for-profit private ownership","Number",584,FALSE
2018,"Romania","Not-for-profit private ownership","Inhabitants per ...",33343.4,FALSE
2018,"Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",3,FALSE
2018,"Romania","For-profit private ownership","Number",8025,FALSE
2018,"Romania","For-profit private ownership","Inhabitants per ...",2426.49,FALSE
2018,"Romania","For-profit private ownership","Per hundred thousand inhabitants",41.21,FALSE
2018,"Slovenia","Public ownership","Number",9082,FALSE
2018,"Slovenia","Public ownership","Inhabitants per ...",228.35,FALSE
2018,"Slovenia","Public ownership","Per hundred thousand inhabitants",437.92,FALSE
2018,"Slovenia","Not-for-profit private ownership","Number",0,FALSE
2018,"Slovenia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Slovenia","For-profit private ownership","Number",101,FALSE
2018,"Slovenia","For-profit private ownership","Inhabitants per ...",20533.6,FALSE
2018,"Slovenia","For-profit private ownership","Per hundred thousand inhabitants",4.87,FALSE
2018,"Finland","Public ownership","Number",18879,FALSE
2018,"Finland","Public ownership","Inhabitants per ...",292.15,FALSE
2018,"Finland","Public ownership","Per hundred thousand inhabitants",342.29,FALSE
2018,"Finland","Not-for-profit private ownership","Number",253,TRUE
2018,"Finland","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.38,TRUE
2018,"Finland","For-profit private ownership","Number",1042,FALSE
2018,"Finland","For-profit private ownership","Inhabitants per ...",5293.21,FALSE
2018,"Finland","For-profit private ownership","Per hundred thousand inhabitants",18.89,FALSE
2018,"Iceland","Public ownership","Number",1014,FALSE
2018,"Iceland","Public ownership","Inhabitants per ...",347.85,FALSE
2018,"Iceland","Public ownership","Per hundred thousand inhabitants",287.48,FALSE
2018,"Iceland","Not-for-profit private ownership","Number",0,FALSE
2018,"Iceland","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Iceland","For-profit private ownership","Number",0,FALSE
2018,"Iceland","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"Iceland","For-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Liechtenstein","Public ownership","Number",35,FALSE
2018,"Liechtenstein","Public ownership","Inhabitants per ...",1092.74,FALSE
2018,"Liechtenstein","Public ownership","Per hundred thousand inhabitants",91.51,FALSE
2018,"Liechtenstein","Not-for-profit private ownership","Number",0,FALSE
2018,"Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Liechtenstein","For-profit private ownership","Number",4,FALSE
2018,"Liechtenstein","For-profit private ownership","Inhabitants per ...",9561.5,FALSE
2018,"Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants",10.46,FALSE
2018,"Norway","Public ownership","Number",14241,FALSE
2018,"Norway","Public ownership","Inhabitants per ...",373,FALSE
2018,"Norway","Public ownership","Per hundred thousand inhabitants",268.1,FALSE
2018,"Norway","Not-for-profit private ownership","Number",253,TRUE
2018,"Norway","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",2.38,TRUE
2018,"Norway","For-profit private ownership","Number",10508,TRUE
2018,"Norway","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"Norway","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2018,"United Kingdom","Public ownership","Number",165844.39,FALSE
2018,"United Kingdom","Public ownership","Inhabitants per ...",400.74,FALSE
2018,"United Kingdom","Public ownership","Per hundred thousand inhabitants",249.54,FALSE
2018,"United Kingdom","Not-for-profit private ownership","Number",253,TRUE
2018,"United Kingdom","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",2.38,TRUE
2018,"United Kingdom","For-profit private ownership","Number",10508,TRUE
2018,"United Kingdom","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2018,"Montenegro","Public ownership","Number",2435,FALSE
2018,"Montenegro","Public ownership","Inhabitants per ...",255.55,FALSE
2018,"Montenegro","Public ownership","Per hundred thousand inhabitants",391.31,FALSE
2018,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2018,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Montenegro","For-profit private ownership","Number",10508,TRUE
2018,"Montenegro","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2018,"North Macedonia","Public ownership","Number",8730,TRUE
2018,"North Macedonia","Public ownership","Inhabitants per ...",237.4,TRUE
2018,"North Macedonia","Public ownership","Per hundred thousand inhabitants",421.23,TRUE
2018,"North Macedonia","Not-for-profit private ownership","Number",0,TRUE
2018,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2018,"North Macedonia","For-profit private ownership","Number",320,TRUE
2018,"North Macedonia","For-profit private ownership","Inhabitants per ...",6482.82,TRUE
2018,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",15.43,TRUE
2018,"Serbia","Public ownership","Number",39399,FALSE
2018,"Serbia","Public ownership","Inhabitants per ...",177.23,FALSE
2018,"Serbia","Public ownership","Per hundred thousand inhabitants",564.25,FALSE
2018,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2018,"Serbia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Serbia","For-profit private ownership","Number",10508,TRUE
2018,"Serbia","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2018,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2018,"Turkey","Public ownership","Number",177189,FALSE
2018,"Turkey","Public ownership","Inhabitants per ...",459.44,FALSE
2018,"Turkey","Public ownership","Per hundred thousand inhabitants",217.66,FALSE
2018,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2018,"Turkey","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2018,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2018,"Turkey","For-profit private ownership","Number",54724,FALSE
2018,"Turkey","For-profit private ownership","Inhabitants per ...",1487.6,FALSE
2018,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",67.22,FALSE
2019,"Belgium","Public ownership","Number",16737.96,FALSE
2019,"Belgium","Public ownership","Inhabitants per ...",683.44,TRUE
2019,"Belgium","Public ownership","Per hundred thousand inhabitants",146.32,TRUE
2019,"Belgium","Not-for-profit private ownership","Number",47224.31,FALSE
2019,"Belgium","Not-for-profit private ownership","Inhabitants per ...",238.08,TRUE
2019,"Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",420.03,TRUE
2019,"Belgium","For-profit private ownership","Number",16737.96,TRUE
2019,"Belgium","For-profit private ownership","Inhabitants per ...",557.14,TRUE
2019,"Belgium","For-profit private ownership","Per hundred thousand inhabitants",179.49,TRUE
2019,"Bulgaria","Public ownership","Number",40461,TRUE
2019,"Bulgaria","Public ownership","Inhabitants per ...",174.88,TRUE
2019,"Bulgaria","Public ownership","Per hundred thousand inhabitants",571.81,TRUE
2019,"Bulgaria","Not-for-profit private ownership","Number",0,TRUE
2019,"Bulgaria","Not-for-profit private ownership","Inhabitants per ...",173.18,TRUE
2019,"Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Bulgaria","For-profit private ownership","Number",12283,TRUE
2019,"Bulgaria","For-profit private ownership","Inhabitants per ...",576.08,TRUE
2019,"Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",173.59,TRUE
2019,"Czechia","Public ownership","Number",59603,TRUE
2019,"Czechia","Public ownership","Inhabitants per ...",177.75,TRUE
2019,"Czechia","Public ownership","Per hundred thousand inhabitants",562.59,TRUE
2019,"Czechia","Not-for-profit private ownership","Number",253,TRUE
2019,"Czechia","Not-for-profit private ownership","Inhabitants per ...",41875.25,TRUE
2019,"Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2019,"Czechia","For-profit private ownership","Number",10358,TRUE
2019,"Czechia","For-profit private ownership","Inhabitants per ...",1022.83,TRUE
2019,"Czechia","For-profit private ownership","Per hundred thousand inhabitants",97.77,TRUE
2019,"Denmark","Public ownership","Number",14126,FALSE
2019,"Denmark","Public ownership","Inhabitants per ...",411.44,TRUE
