"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Value_imp"
2018,"Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",2.61,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.61,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",2.61,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",2.61,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,FALSE
2018,"Liechtenstein","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",2.67,TRUE
2018,"Liechtenstein","Per hundred thousand inhabitants","Angiography units","Hospitals",0,TRUE
2018,"Liechtenstein","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",2.67,TRUE
2018,"Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0,TRUE
2018,"Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0,TRUE
2018,"Liechtenstein","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Switzerland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",338,FALSE
2018,"Switzerland","Number","Computed Tomography Scanners","Hospitals",217,FALSE
2018,"Switzerland","Number","Computed Tomography Scanners","Providers of ambulatory health care",121,FALSE
2018,"Switzerland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",110,TRUE
2018,"Switzerland","Number","Magnetic Resonance Imaging Units","Hospitals",207,FALSE
2018,"Switzerland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",21,TRUE
2018,"Switzerland","Number","Gamma cameras","Hospitals and providers of ambulatory health care",88,TRUE
2018,"Switzerland","Number","Gamma cameras","Hospitals",64,FALSE
2018,"Switzerland","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Switzerland","Number","Angiography units","Hospitals and providers of ambulatory health care",234,TRUE
2018,"Switzerland","Number","Angiography units","Hospitals",138,TRUE
2018,"Switzerland","Number","Angiography units","Providers of ambulatory health care",97,TRUE
2018,"Switzerland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",332,TRUE
2018,"Switzerland","Number","Lithotriptors","Hospitals",34,TRUE
2018,"Switzerland","Number","Lithotriptors","Providers of ambulatory health care",121,TRUE
2018,"Switzerland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",25190.32,FALSE
2018,"Switzerland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",39236.54,FALSE
2018,"Switzerland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",70366.35,FALSE
2018,"Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",96233.38,TRUE
2018,"Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",41132.02,FALSE
2018,"Switzerland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"Switzerland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",83700.22,TRUE
2018,"Switzerland","Inhabitants per ...","Gamma cameras","Hospitals",133036.38,FALSE
2018,"Switzerland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"Switzerland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",34569.85,TRUE
2018,"Switzerland","Inhabitants per ...","Angiography units","Hospitals",59046.32,TRUE
2018,"Switzerland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",83395.31,TRUE
2018,"Switzerland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",25457.35,TRUE
2018,"Switzerland","Inhabitants per ...","Lithotriptors","Hospitals",237921.93,TRUE
2018,"Switzerland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",70366.35,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",3.97,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.55,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",1.42,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.04,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",2.43,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.2,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.19,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.75,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",2.89,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Angiography units","Hospitals",1.69,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",1.2,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",3.93,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.42,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",1.42,TRUE
2018,"United Kingdom","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",596.61,TRUE
2018,"United Kingdom","Number","Computed Tomography Scanners","Hospitals",196,TRUE
2018,"United Kingdom","Number","Computed Tomography Scanners","Providers of ambulatory health care",16,TRUE
2018,"United Kingdom","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",461.53,TRUE
2018,"United Kingdom","Number","Magnetic Resonance Imaging Units","Hospitals",89,TRUE
2018,"United Kingdom","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",21,TRUE
2018,"United Kingdom","Number","Gamma cameras","Hospitals and providers of ambulatory health care",88,TRUE
2018,"United Kingdom","Number","Gamma cameras","Hospitals",88,TRUE
2018,"United Kingdom","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"United Kingdom","Number","Angiography units","Hospitals and providers of ambulatory health care",10,TRUE
2018,"United Kingdom","Number","Angiography units","Hospitals",10,TRUE
2018,"United Kingdom","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"United Kingdom","Number","Lithotriptors","Hospitals and providers of ambulatory health care",2,TRUE
2018,"United Kingdom","Number","Lithotriptors","Hospitals",1,TRUE
2018,"United Kingdom","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",107487.4,TRUE
2018,"United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Hospitals",43284.3,TRUE
2018,"United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",664370.47,TRUE
2018,"United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",138947.13,TRUE
2018,"United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",119437.39,TRUE
2018,"United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"United Kingdom","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",83700.22,TRUE
2018,"United Kingdom","Inhabitants per ...","Gamma cameras","Hospitals",92434.15,TRUE
2018,"United Kingdom","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"United Kingdom","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",113839,TRUE
2018,"United Kingdom","Inhabitants per ...","Angiography units","Hospitals",113839,TRUE
2018,"United Kingdom","Inhabitants per ...","Angiography units","Providers of ambulatory health care",335439,TRUE
2018,"United Kingdom","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",583458,TRUE
2018,"United Kingdom","Inhabitants per ...","Lithotriptors","Hospitals",583458,TRUE
2018,"United Kingdom","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2065041.5,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",0.93,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.31,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.15,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.72,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.84,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.2,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.19,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Hospitals",1.08,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.88,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Angiography units","Hospitals",0.88,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.17,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.17,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",15,TRUE
2018,"North Macedonia","Number","Computed Tomography Scanners","Hospitals",196,TRUE
2018,"North Macedonia","Number","Computed Tomography Scanners","Providers of ambulatory health care",16,TRUE
2018,"North Macedonia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",6,TRUE
2018,"North Macedonia","Number","Magnetic Resonance Imaging Units","Hospitals",89,TRUE
2018,"North Macedonia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",21,TRUE
2018,"North Macedonia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",3,TRUE
2018,"North Macedonia","Number","Gamma cameras","Hospitals",88,TRUE
2018,"North Macedonia","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Number","Angiography units","Hospitals and providers of ambulatory health care",6,TRUE
2018,"North Macedonia","Number","Angiography units","Hospitals",10,TRUE
2018,"North Macedonia","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",3,TRUE
2018,"North Macedonia","Number","Lithotriptors","Hospitals",1,TRUE
2018,"North Macedonia","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",137402.93,TRUE
2018,"North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",43284.3,TRUE
2018,"North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",664370.47,TRUE
2018,"North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",343507.33,TRUE
2018,"North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",119437.39,TRUE
2018,"North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"North Macedonia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",687014.67,TRUE
2018,"North Macedonia","Inhabitants per ...","Gamma cameras","Hospitals",92434.15,TRUE
2018,"North Macedonia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"North Macedonia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",343507.33,TRUE
2018,"North Macedonia","Inhabitants per ...","Angiography units","Hospitals",113839,TRUE
2018,"North Macedonia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",335439,TRUE
2018,"North Macedonia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",688010.5,TRUE
2018,"North Macedonia","Inhabitants per ...","Lithotriptors","Hospitals",583458,TRUE
2018,"North Macedonia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2065041.5,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",0.73,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.31,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.15,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.29,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.84,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.2,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.15,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",1.08,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.29,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Angiography units","Hospitals",0.88,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.15,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.17,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Albania","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",14,TRUE
2018,"Albania","Number","Computed Tomography Scanners","Hospitals",11,TRUE
2018,"Albania","Number","Computed Tomography Scanners","Providers of ambulatory health care",16,TRUE
2018,"Albania","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",4,TRUE
2018,"Albania","Number","Magnetic Resonance Imaging Units","Hospitals",4,TRUE
2018,"Albania","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",21,TRUE
2018,"Albania","Number","Gamma cameras","Hospitals and providers of ambulatory health care",1,TRUE
2018,"Albania","Number","Gamma cameras","Hospitals",1,TRUE
2018,"Albania","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Albania","Number","Angiography units","Hospitals and providers of ambulatory health care",3,TRUE
2018,"Albania","Number","Angiography units","Hospitals",10,TRUE
2018,"Albania","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Albania","Number","Lithotriptors","Hospitals and providers of ambulatory health care",2,TRUE
2018,"Albania","Number","Lithotriptors","Hospitals",2,TRUE
2018,"Albania","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Albania","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",207170.64,TRUE
2018,"Albania","Inhabitants per ...","Computed Tomography Scanners","Hospitals",264107.68,TRUE
2018,"Albania","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",664370.47,TRUE
2018,"Albania","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",725097.25,TRUE
2018,"Albania","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",726296.13,TRUE
2018,"Albania","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"Albania","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",2900389,TRUE
2018,"Albania","Inhabitants per ...","Gamma cameras","Hospitals",2905184.5,TRUE
2018,"Albania","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"Albania","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",965027.33,TRUE
2018,"Albania","Inhabitants per ...","Angiography units","Hospitals",124705.7,TRUE
2018,"Albania","Inhabitants per ...","Angiography units","Providers of ambulatory health care",335439,TRUE
2018,"Albania","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",1447541,TRUE
2018,"Albania","Inhabitants per ...","Lithotriptors","Hospitals",583458,TRUE
2018,"Albania","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2065041.5,TRUE
2018,"Albania","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",0.48,TRUE
2018,"Albania","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",0.38,TRUE
2018,"Albania","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.15,TRUE
2018,"Albania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.14,TRUE
2018,"Albania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.14,TRUE
2018,"Albania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.2,TRUE
2018,"Albania","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.03,TRUE
2018,"Albania","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.03,TRUE
2018,"Albania","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Albania","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.1,TRUE
2018,"Albania","Per hundred thousand inhabitants","Angiography units","Hospitals",0.8,TRUE
2018,"Albania","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Albania","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.07,TRUE
2018,"Albania","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.17,TRUE
2018,"Albania","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Serbia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",78,FALSE
2018,"Serbia","Number","Computed Tomography Scanners","Hospitals",78,FALSE
2018,"Serbia","Number","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",27,FALSE
2018,"Serbia","Number","Magnetic Resonance Imaging Units","Hospitals",27,FALSE
2018,"Serbia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",20,FALSE
2018,"Serbia","Number","Gamma cameras","Hospitals",20,FALSE
2018,"Serbia","Number","Gamma cameras","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Number","Angiography units","Hospitals and providers of ambulatory health care",24,TRUE
2018,"Serbia","Number","Angiography units","Hospitals",24,TRUE
2018,"Serbia","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Serbia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",11,TRUE
2018,"Serbia","Number","Lithotriptors","Hospitals",11,TRUE
2018,"Serbia","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Serbia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",89520.56,FALSE
2018,"Serbia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",89520.56,FALSE
2018,"Serbia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",664370.47,TRUE
2018,"Serbia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",258614.96,FALSE
2018,"Serbia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",258614.96,FALSE
2018,"Serbia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"Serbia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",349130.2,FALSE
2018,"Serbia","Inhabitants per ...","Gamma cameras","Hospitals",349130.2,FALSE
2018,"Serbia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"Serbia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",295640.94,TRUE
2018,"Serbia","Inhabitants per ...","Angiography units","Hospitals",295640.94,TRUE
2018,"Serbia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",335439,TRUE
2018,"Serbia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",641665.64,TRUE
2018,"Serbia","Inhabitants per ...","Lithotriptors","Hospitals",641665.64,TRUE
2018,"Serbia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",641665.64,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.12,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.12,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.39,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.39,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.29,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.29,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.34,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Angiography units","Hospitals",0.34,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.16,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.16,TRUE
2018,"Serbia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1211,FALSE
2018,"Turkey","Number","Computed Tomography Scanners","Hospitals",196,TRUE
2018,"Turkey","Number","Computed Tomography Scanners","Providers of ambulatory health care",16,TRUE
2018,"Turkey","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",915,FALSE
2018,"Turkey","Number","Magnetic Resonance Imaging Units","Hospitals",89,TRUE
2018,"Turkey","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",21,TRUE
2018,"Turkey","Number","Gamma cameras","Hospitals and providers of ambulatory health care",299,FALSE
2018,"Turkey","Number","Gamma cameras","Hospitals",88,TRUE
2018,"Turkey","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Number","Angiography units","Hospitals and providers of ambulatory health care",363,TRUE
2018,"Turkey","Number","Angiography units","Hospitals",10,TRUE
2018,"Turkey","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Number","Lithotriptors","Hospitals and providers of ambulatory health care",307,TRUE
2018,"Turkey","Number","Lithotriptors","Hospitals",1,TRUE
2018,"Turkey","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",67223.12,FALSE
2018,"Turkey","Inhabitants per ...","Computed Tomography Scanners","Hospitals",43284.3,TRUE
2018,"Turkey","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",664370.47,TRUE
2018,"Turkey","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",88969.62,FALSE
2018,"Turkey","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",119437.39,TRUE
2018,"Turkey","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",440658.83,TRUE
2018,"Turkey","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",272264.89,FALSE
2018,"Turkey","Inhabitants per ...","Gamma cameras","Hospitals",92434.15,TRUE
2018,"Turkey","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",885827.29,TRUE
2018,"Turkey","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",212622.27,TRUE
2018,"Turkey","Inhabitants per ...","Angiography units","Hospitals",113839,TRUE
2018,"Turkey","Inhabitants per ...","Angiography units","Providers of ambulatory health care",335439,TRUE
2018,"Turkey","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",251406.79,TRUE
2018,"Turkey","Inhabitants per ...","Lithotriptors","Hospitals",583458,TRUE
2018,"Turkey","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2065041.5,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.49,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.31,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.15,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.12,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.84,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.2,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.37,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Gamma cameras","Hospitals",1.08,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.47,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Angiography units","Hospitals",0.88,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.4,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.17,TRUE
