"TIME","GEO","UNIT","ICHA11_HC","Value","Flag and Footnotes"
"2015","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","755 408.95",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","363 394.90",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","1 074 381.40",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care","575 572.50",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care","288 322.18",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2015","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","1 071 957.52",""
"2015","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care","574 309.33",""
"2015","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2015","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care","287 646.05",""
"2015","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 058 398.22",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","566 919.51",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","284 030.67",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2015","Belgium","Million euro","Current health care expenditure (CHE)","43 449.59",""
"2015","Belgium","Million euro","Curative care and rehabilitative care","22 854.28",""
"2015","Belgium","Million euro","Curative care","19 352.96",""
"2015","Belgium","Million euro","Inpatient curative and rehabilitative care","12 506.76",""
"2015","Belgium","Million euro","Inpatient curative care","11 131.32",""
"2015","Bulgaria","Million euro","Current health care expenditure (CHE)","3 386.12",""
"2015","Bulgaria","Million euro","Curative care and rehabilitative care","1 772.37",""
"2015","Bulgaria","Million euro","Curative care","1 716.13",""
"2015","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 093.12",""
"2015","Bulgaria","Million euro","Inpatient curative care","1 042.30",""
"2015","Czechia","Million euro","Current health care expenditure (CHE)","12 202.11",""
"2015","Czechia","Million euro","Curative care and rehabilitative care","6 545.97",""
"2015","Czechia","Million euro","Curative care","6 005.52",""
"2015","Czechia","Million euro","Inpatient curative and rehabilitative care","2 971.72",""
"2015","Czechia","Million euro","Inpatient curative care","2 718.47",""
"2015","Denmark","Million euro","Current health care expenditure (CHE)","27 921.96",""
"2015","Denmark","Million euro","Curative care and rehabilitative care","15 549.91",""
"2015","Denmark","Million euro","Curative care","15 313.49",""
"2015","Denmark","Million euro","Inpatient curative and rehabilitative care","7 395.51",""
"2015","Denmark","Million euro","Inpatient curative care","7 395.51",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","338 267.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","171 570.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","161 807.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","91 745.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","83 192.00",""
"2015","Estonia","Million euro","Current health care expenditure (CHE)","1 318.90",""
"2015","Estonia","Million euro","Curative care and rehabilitative care","761.67",""
"2015","Estonia","Million euro","Curative care","739.41",""
"2015","Estonia","Million euro","Inpatient curative and rehabilitative care","318.69",""
"2015","Estonia","Million euro","Inpatient curative care","310.45",""
"2015","Ireland","Million euro","Current health care expenditure (CHE)","19 231.95",""
"2015","Ireland","Million euro","Curative care and rehabilitative care","10 517.81",""
"2015","Ireland","Million euro","Curative care",":",""
"2015","Ireland","Million euro","Inpatient curative and rehabilitative care","4 804.78",""
"2015","Ireland","Million euro","Inpatient curative care",":",""
"2015","Greece","Million euro","Current health care expenditure (CHE)","14 210.20",""
"2015","Greece","Million euro","Curative care and rehabilitative care","8 550.44",""
"2015","Greece","Million euro","Curative care","8 472.46",""
"2015","Greece","Million euro","Inpatient curative and rehabilitative care","5 960.18",""
"2015","Greece","Million euro","Inpatient curative care","5 882.20",""
"2015","Spain","Million euro","Current health care expenditure (CHE)","98 350.22",""
"2015","Spain","Million euro","Curative care and rehabilitative care","56 626.05",""
"2015","Spain","Million euro","Curative care","56 626.05",""
"2015","Spain","Million euro","Inpatient curative and rehabilitative care","24 584.31",""
"2015","Spain","Million euro","Inpatient curative care","24 584.31",""
"2015","France","Million euro","Current health care expenditure (CHE)","252 075.88",""
"2015","France","Million euro","Curative care and rehabilitative care","134 453.25",""
"2015","France","Million euro","Curative care","107 793.01",""
"2015","France","Million euro","Inpatient curative and rehabilitative care","70 207.39",""
"2015","France","Million euro","Inpatient curative care","51 931.05",""
"2015","Croatia","Million euro","Current health care expenditure (CHE)","3 027.78",""
"2015","Croatia","Million euro","Curative care and rehabilitative care","1 717.67",""
"2015","Croatia","Million euro","Curative care","1 610.43",""
"2015","Croatia","Million euro","Inpatient curative and rehabilitative care","751.96",""
"2015","Croatia","Million euro","Inpatient curative care","702.53",""
"2015","Italy","Million euro","Current health care expenditure (CHE)","146 613.00",""
"2015","Italy","Million euro","Curative care and rehabilitative care","80 893.00",""
"2015","Italy","Million euro","Curative care",":",""
"2015","Italy","Million euro","Inpatient curative and rehabilitative care","40 457.00",""
"2015","Italy","Million euro","Inpatient curative care",":",""
"2015","Cyprus","Million euro","Current health care expenditure (CHE)","1 234.64",""
"2015","Cyprus","Million euro","Curative care and rehabilitative care","764.97",""
"2015","Cyprus","Million euro","Curative care","676.01",""
"2015","Cyprus","Million euro","Inpatient curative and rehabilitative care","352.27",""
"2015","Cyprus","Million euro","Inpatient curative care","321.83",""
"2015","Latvia","Million euro","Current health care expenditure (CHE)","1 388.84",""
"2015","Latvia","Million euro","Curative care and rehabilitative care","684.05",""
"2015","Latvia","Million euro","Curative care","654.68",""
"2015","Latvia","Million euro","Inpatient curative and rehabilitative care","291.90",""
"2015","Latvia","Million euro","Inpatient curative care","279.79",""
"2015","Lithuania","Million euro","Current health care expenditure (CHE)","2 423.88",""
"2015","Lithuania","Million euro","Curative care and rehabilitative care","1 263.17",""
"2015","Lithuania","Million euro","Curative care","1 194.24",""
"2015","Lithuania","Million euro","Inpatient curative and rehabilitative care","676.13",""
"2015","Lithuania","Million euro","Inpatient curative care","617.54",""
"2015","Luxembourg","Million euro","Current health care expenditure (CHE)","2 751.04",""
"2015","Luxembourg","Million euro","Curative care and rehabilitative care","1 510.06",""
"2015","Luxembourg","Million euro","Curative care","1 448.32",""
"2015","Luxembourg","Million euro","Inpatient curative and rehabilitative care","694.41",""
"2015","Luxembourg","Million euro","Inpatient curative care","656.53",""
"2015","Hungary","Million euro","Current health care expenditure (CHE)","7 730.72",""
"2015","Hungary","Million euro","Curative care and rehabilitative care","4 079.23",""
"2015","Hungary","Million euro","Curative care","3 814.98",""
"2015","Hungary","Million euro","Inpatient curative and rehabilitative care","2 126.88",""
"2015","Hungary","Million euro","Inpatient curative care","1 946.54",""
"2015","Malta","Million euro","Current health care expenditure (CHE)","889.47",""
"2015","Malta","Million euro","Curative care and rehabilitative care","442.28",""
"2015","Malta","Million euro","Curative care","414.01",""
"2015","Malta","Million euro","Inpatient curative and rehabilitative care","207.39",""
"2015","Malta","Million euro","Inpatient curative care","179.89","b"
"2015","Netherlands","Million euro","Current health care expenditure (CHE)","71 236.22",""
"2015","Netherlands","Million euro","Curative care and rehabilitative care","36 288.42",""
"2015","Netherlands","Million euro","Curative care","33 319.52",""
"2015","Netherlands","Million euro","Inpatient curative and rehabilitative care","13 760.32",""
"2015","Netherlands","Million euro","Inpatient curative care","12 715.62","b"
"2015","Austria","Million euro","Current health care expenditure (CHE)","35 692.35",""
"2015","Austria","Million euro","Curative care and rehabilitative care","20 938.29",""
"2015","Austria","Million euro","Curative care","18 589.89",""
"2015","Austria","Million euro","Inpatient curative and rehabilitative care","11 692.40",""
"2015","Austria","Million euro","Inpatient curative care","10 101.32",""
"2015","Poland","Million euro","Current health care expenditure (CHE)","27 280.04",""
"2015","Poland","Million euro","Curative care and rehabilitative care","16 730.01",""
"2015","Poland","Million euro","Curative care","15 755.90",""
"2015","Poland","Million euro","Inpatient curative and rehabilitative care","9 266.42",""
"2015","Poland","Million euro","Inpatient curative care","8 728.97",""
"2015","Portugal","Million euro","Current health care expenditure (CHE)","16 132.19",""
"2015","Portugal","Million euro","Curative care and rehabilitative care","10 606.94",""
"2015","Portugal","Million euro","Curative care","9 933.07",""
"2015","Portugal","Million euro","Inpatient curative and rehabilitative care","2 838.54",""
"2015","Portugal","Million euro","Inpatient curative care","2 678.67",""
"2015","Romania","Million euro","Current health care expenditure (CHE)","7 922.96",""
"2015","Romania","Million euro","Curative care and rehabilitative care","3 840.77",""
"2015","Romania","Million euro","Curative care","3 644.34",""
"2015","Romania","Million euro","Inpatient curative and rehabilitative care","2 144.43",""
"2015","Romania","Million euro","Inpatient curative care","2 057.48",""
"2015","Slovenia","Million euro","Current health care expenditure (CHE)","3 309.20",""
"2015","Slovenia","Million euro","Curative care and rehabilitative care","1 910.05",""
"2015","Slovenia","Million euro","Curative care","1 834.32",""
"2015","Slovenia","Million euro","Inpatient curative and rehabilitative care","910.51",""
"2015","Slovenia","Million euro","Inpatient curative care","854.08",""
"2015","Slovakia","Million euro","Current health care expenditure (CHE)","5 418.25",""
"2015","Slovakia","Million euro","Curative care and rehabilitative care","2 826.82",""
"2015","Slovakia","Million euro","Curative care","2 695.35",""
"2015","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 534.61",""
"2015","Slovakia","Million euro","Inpatient curative care","1 449.80",""
"2015","Finland","Million euro","Current health care expenditure (CHE)","20 388.59","b"
"2015","Finland","Million euro","Curative care and rehabilitative care","12 110.96",""
"2015","Finland","Million euro","Curative care","11 568.78","b"
"2015","Finland","Million euro","Inpatient curative and rehabilitative care","4 779.58",""
"2015","Finland","Million euro","Inpatient curative care","4 490.29",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","49 180.41",""
"2015","Sweden","Million euro","Curative care and rehabilitative care","25 406.53",""
"2015","Sweden","Million euro","Curative care",":",""
"2015","Sweden","Million euro","Inpatient curative and rehabilitative care","10 134.28",""
"2015","Sweden","Million euro","Inpatient curative care",":",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","1 274.97",""
"2015","Iceland","Million euro","Curative care and rehabilitative care","741.36",""
"2015","Iceland","Million euro","Curative care","670.75",""
"2015","Iceland","Million euro","Inpatient curative and rehabilitative care","358.94",""
"2015","Iceland","Million euro","Inpatient curative care","325.68",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","324.90",""
"2015","Liechtenstein","Million euro","Curative care and rehabilitative care","198.57",""
"2015","Liechtenstein","Million euro","Curative care","175.60",""
"2015","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","88.96",""
"2015","Liechtenstein","Million euro","Inpatient curative care","79.85",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","35 220.23",""
"2015","Norway","Million euro","Curative care and rehabilitative care","17 653.53",""
"2015","Norway","Million euro","Curative care","16 986.79",""
"2015","Norway","Million euro","Inpatient curative and rehabilitative care","9 517.86",""
"2015","Norway","Million euro","Inpatient curative care","8 851.12",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","69 655.06",""
"2015","Switzerland","Million euro","Curative care and rehabilitative care","38 192.22",""
"2015","Switzerland","Million euro","Curative care","34 872.39",""
"2015","Switzerland","Million euro","Inpatient curative and rehabilitative care","18 431.69",""
"2015","Switzerland","Million euro","Inpatient curative care","16 573.53",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","261 567.48",""
"2015","United Kingdom","Million euro","Curative care and rehabilitative care","147 533.00",""
"2015","United Kingdom","Million euro","Curative care",":",""
"2015","United Kingdom","Million euro","Inpatient curative and rehabilitative care","61 834.43",""
"2015","United Kingdom","Million euro","Inpatient curative care",":",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 364.93",""
"2015","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","783.79",""
"2015","Bosnia and Herzegovina","Million euro","Curative care","746.56",""
"2015","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","426.21",""
"2015","Bosnia and Herzegovina","Million euro","Inpatient curative care","406.87",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","1 245 981.90",""
"2016","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care","668 075.86",""
"2016","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2016","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care","331 406.66",""
"2016","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","1 486 241.77",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care","804 267.94",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care","387 901.74",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","1 483 058.05",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care","802 492.85",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care","387 207.44",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 405 544.60",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","759 413.16",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","364 517.07",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","1 102 896.79",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care","590 290.13",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care","294 768.08",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","1 100 315.44",""
"2016","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care","588 920.24",""
"2016","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2016","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care","294 005.17",""
"2016","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 086 019.02",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","581 156.68",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","290 273.52",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","44 235.18",""
"2016","Belgium","Million euro","Curative care and rehabilitative care","23 230.08",""
"2016","Belgium","Million euro","Curative care","18 853.57",""
"2016","Belgium","Million euro","Inpatient curative and rehabilitative care","12 542.78",""
"2016","Belgium","Million euro","Inpatient curative care","10 613.45",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","3 636.79",""
"2016","Bulgaria","Million euro","Curative care and rehabilitative care","1 879.40",""
"2016","Bulgaria","Million euro","Curative care","1 820.78",""
"2016","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 194.02",""
"2016","Bulgaria","Million euro","Inpatient curative care","1 142.45",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","12 609.76",""
"2016","Czechia","Million euro","Curative care and rehabilitative care","6 664.54",""
"2016","Czechia","Million euro","Curative care","6 111.12",""
"2016","Czechia","Million euro","Inpatient curative and rehabilitative care","3 022.05",""
"2016","Czechia","Million euro","Inpatient curative care","2 745.32",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","28 720.24",""
"2016","Denmark","Million euro","Curative care and rehabilitative care","16 039.10",""
"2016","Denmark","Million euro","Curative care","15 772.61",""
"2016","Denmark","Million euro","Inpatient curative and rehabilitative care","7 567.56",""
"2016","Denmark","Million euro","Inpatient curative care","7 567.56",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","352 045.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","177 997.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","168 012.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","95 154.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","86 441.00",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","1 410.14",""
"2016","Estonia","Million euro","Curative care and rehabilitative care","801.69",""
"2016","Estonia","Million euro","Curative care","779.03",""
"2016","Estonia","Million euro","Inpatient curative and rehabilitative care","325.40",""
"2016","Estonia","Million euro","Inpatient curative care","316.95",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","20 143.20",""
"2016","Ireland","Million euro","Curative care and rehabilitative care","11 098.78",""
"2016","Ireland","Million euro","Curative care",":",""
"2016","Ireland","Million euro","Inpatient curative and rehabilitative care","5 077.71",""
"2016","Ireland","Million euro","Inpatient curative care",":",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","14 498.42",""
"2016","Greece","Million euro","Curative care and rehabilitative care","8 789.69",""
"2016","Greece","Million euro","Curative care","8 719.27",""
"2016","Greece","Million euro","Inpatient curative and rehabilitative care","6 073.26",""
"2016","Greece","Million euro","Inpatient curative care","6 002.84",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","99 715.25",""
"2016","Spain","Million euro","Curative care and rehabilitative care","57 015.64",""
"2016","Spain","Million euro","Curative care","57 015.64",""
"2016","Spain","Million euro","Inpatient curative and rehabilitative care","24 863.61",""
"2016","Spain","Million euro","Inpatient curative care","24 863.61",""
"2016","France","Million euro","Current health care expenditure (CHE)","256 954.86",""
"2016","France","Million euro","Curative care and rehabilitative care","137 331.85",""
"2016","France","Million euro","Curative care","110 122.51",""
"2016","France","Million euro","Inpatient curative and rehabilitative care","71 128.52",""
"2016","France","Million euro","Inpatient curative care","52 731.64",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","3 183.72",""
"2016","Croatia","Million euro","Curative care and rehabilitative care","1 775.08",""
"2016","Croatia","Million euro","Curative care","1 654.30",""
"2016","Croatia","Million euro","Inpatient curative and rehabilitative care","694.30",""
"2016","Croatia","Million euro","Inpatient curative care","640.26",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","147 963.00",""
"2016","Italy","Million euro","Curative care and rehabilitative care","81 316.00",""
"2016","Italy","Million euro","Curative care",":",""
"2016","Italy","Million euro","Inpatient curative and rehabilitative care","40 885.00",""
"2016","Italy","Million euro","Inpatient curative care",":",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","1 289.82",""
"2016","Cyprus","Million euro","Curative care and rehabilitative care","793.10",""
"2016","Cyprus","Million euro","Curative care","700.57",""
"2016","Cyprus","Million euro","Inpatient curative and rehabilitative care","362.46",""
"2016","Cyprus","Million euro","Inpatient curative care","331.96",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","1 556.09",""
"2016","Latvia","Million euro","Curative care and rehabilitative care","770.70",""
"2016","Latvia","Million euro","Curative care","726.24",""
"2016","Latvia","Million euro","Inpatient curative and rehabilitative care","299.19",""
"2016","Latvia","Million euro","Inpatient curative care","291.18",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","2 581.36",""
"2016","Lithuania","Million euro","Curative care and rehabilitative care","1 369.89",""
"2016","Lithuania","Million euro","Curative care","1 302.82",""
"2016","Lithuania","Million euro","Inpatient curative and rehabilitative care","762.91",""
"2016","Lithuania","Million euro","Inpatient curative care","705.34",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","2 850.33",""
"2016","Luxembourg","Million euro","Curative care and rehabilitative care","1 568.48",""
"2016","Luxembourg","Million euro","Curative care","1 503.17",""
"2016","Luxembourg","Million euro","Inpatient curative and rehabilitative care","710.18",""
"2016","Luxembourg","Million euro","Inpatient curative care","670.13",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","8 123.68",""
"2016","Hungary","Million euro","Curative care and rehabilitative care","4 263.11",""
"2016","Hungary","Million euro","Curative care","3 966.79",""
"2016","Hungary","Million euro","Inpatient curative and rehabilitative care","2 223.50",""
"2016","Hungary","Million euro","Inpatient curative care","2 024.35",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","945.12",""
"2016","Malta","Million euro","Curative care and rehabilitative care","473.58",""
"2016","Malta","Million euro","Curative care","444.94",""
"2016","Malta","Million euro","Inpatient curative and rehabilitative care","220.38",""
"2016","Malta","Million euro","Inpatient curative care","193.03",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","72 629.00",""
"2016","Netherlands","Million euro","Curative care and rehabilitative care","37 660.00",""
"2016","Netherlands","Million euro","Curative care","34 490.00",""
"2016","Netherlands","Million euro","Inpatient curative and rehabilitative care","14 026.00",""
"2016","Netherlands","Million euro","Inpatient curative care","12 996.00",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","37 020.51",""
"2016","Austria","Million euro","Curative care and rehabilitative care","21 826.74",""
"2016","Austria","Million euro","Curative care","19 397.14",""
"2016","Austria","Million euro","Inpatient curative and rehabilitative care","12 093.24",""
"2016","Austria","Million euro","Inpatient curative care","10 457.32",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","27 756.39",""
"2016","Poland","Million euro","Curative care and rehabilitative care","16 868.70",""
"2016","Poland","Million euro","Curative care","15 913.20",""
"2016","Poland","Million euro","Inpatient curative and rehabilitative care","9 277.32",""
"2016","Poland","Million euro","Inpatient curative care","8 746.76",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","17 565.51","b"
"2016","Portugal","Million euro","Curative care and rehabilitative care","11 295.58","b"
"2016","Portugal","Million euro","Curative care","10 509.45","b"
"2016","Portugal","Million euro","Inpatient curative and rehabilitative care","3 033.75","b"
"2016","Portugal","Million euro","Inpatient curative care","2 758.15","b"
"2016","Romania","Million euro","Current health care expenditure (CHE)","8 509.07",""
"2016","Romania","Million euro","Curative care and rehabilitative care","4 270.49",""
"2016","Romania","Million euro","Curative care","4 023.91",""
"2016","Romania","Million euro","Inpatient curative and rehabilitative care","2 478.92",""
"2016","Romania","Million euro","Inpatient curative care","2 371.31",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","3 428.78",""
"2016","Slovenia","Million euro","Curative care and rehabilitative care","2 000.78",""
"2016","Slovenia","Million euro","Curative care","1 919.40",""
"2016","Slovenia","Million euro","Inpatient curative and rehabilitative care","968.36",""
"2016","Slovenia","Million euro","Inpatient curative care","907.60",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","5 666.47",""
"2016","Slovakia","Million euro","Curative care and rehabilitative care","2 923.72",""
"2016","Slovakia","Million euro","Curative care","2 792.01",""
"2016","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 555.87",""
"2016","Slovakia","Million euro","Inpatient curative care","1 475.85",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","20 398.75",""
"2016","Finland","Million euro","Curative care and rehabilitative care","12 026.84",""
"2016","Finland","Million euro","Curative care","11 468.16",""
"2016","Finland","Million euro","Inpatient curative and rehabilitative care","4 685.47",""
"2016","Finland","Million euro","Inpatient curative care","4 408.97",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","50 545.47",""
"2016","Sweden","Million euro","Curative care and rehabilitative care","26 025.30",""
"2016","Sweden","Million euro","Curative care",":",""
"2016","Sweden","Million euro","Inpatient curative and rehabilitative care","10 180.91",""
"2016","Sweden","Million euro","Inpatient curative care",":",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","1 522.48",""
"2016","Iceland","Million euro","Curative care and rehabilitative care","901.45",""
"2016","Iceland","Million euro","Curative care","804.74",""
"2016","Iceland","Million euro","Inpatient curative and rehabilitative care","418.24",""
"2016","Iceland","Million euro","Inpatient curative care","369.10",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","329.92",""
"2016","Liechtenstein","Million euro","Curative care and rehabilitative care","202.63",""
"2016","Liechtenstein","Million euro","Curative care","178.51",""
"2016","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","94.64",""
"2016","Liechtenstein","Million euro","Inpatient curative care","84.22",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","35 318.92",""
"2016","Norway","Million euro","Curative care and rehabilitative care","17 616.95",""
"2016","Norway","Million euro","Curative care","16 908.38",""
"2016","Norway","Million euro","Inpatient curative and rehabilitative care","9 533.83",""
"2016","Norway","Million euro","Inpatient curative care","8 825.26",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","71 046.79",""
"2016","Switzerland","Million euro","Curative care and rehabilitative care","39 001.85",""
"2016","Switzerland","Million euro","Curative care","35 567.28",""
"2016","Switzerland","Million euro","Inpatient curative and rehabilitative care","18 671.73",""
"2016","Switzerland","Million euro","Inpatient curative care","16 821.75",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","240 259.87",""
"2016","United Kingdom","Million euro","Curative care and rehabilitative care","136 192.08",""
"2016","United Kingdom","Million euro","Curative care",":",""
"2016","United Kingdom","Million euro","Inpatient curative and rehabilitative care","56 495.08",""
"2016","United Kingdom","Million euro","Inpatient curative care",":",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 410.81",""
"2016","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","820.06",""
"2016","Bosnia and Herzegovina","Million euro","Curative care","781.05",""
"2016","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","437.93",""
"2016","Bosnia and Herzegovina","Million euro","Inpatient curative care","417.94",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","1 290 781.83",""
"2017","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care","689 118.50",""
"2017","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2017","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care","339 753.63",""
"2017","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","1 522 959.97",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care","821 460.06",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care","394 799.76",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","1 519 632.22",""
