"TIME","GEO","UNIT","AGE","Value","Value_imp"
2017,"Netherlands","Number","Less than 35 years",19013,FALSE
2017,"Netherlands","Number","From 35 to 44 years",14968,FALSE
2017,"Netherlands","Number","From 45 to 54 years",12200,FALSE
2017,"Netherlands","Number","From 55 to 64 years",12401,FALSE
2017,"Austria","Number","Total",45596,FALSE
2017,"Austria","Number","Less than 35 years",8610,FALSE
2017,"Austria","Number","From 35 to 44 years",12098,FALSE
2017,"Austria","Number","From 45 to 54 years",11337,FALSE
2017,"Austria","Number","From 55 to 64 years",11000,FALSE
2017,"Poland","Number","Total",90284,FALSE
2017,"Poland","Number","Less than 35 years",3744,TRUE
2017,"Poland","Number","From 35 to 44 years",6618,TRUE
2017,"Poland","Number","From 45 to 54 years",8164,TRUE
2017,"Poland","Number","From 55 to 64 years",9250,TRUE
2017,"Portugal","Number","Total",51241,FALSE
2017,"Portugal","Number","Less than 35 years",3744,TRUE
2017,"Portugal","Number","From 35 to 44 years",6618,TRUE
2017,"Portugal","Number","From 45 to 54 years",8164,TRUE
2017,"Portugal","Number","From 55 to 64 years",9250,TRUE
2017,"Romania","Number","Total",57329,FALSE
2017,"Romania","Number","Less than 35 years",17423,FALSE
2017,"Romania","Number","From 35 to 44 years",14133,FALSE
2017,"Romania","Number","From 45 to 54 years",12312,FALSE
2017,"Romania","Number","From 55 to 64 years",10866,FALSE
2017,"Slovenia","Number","Total",6408,FALSE
2017,"Slovenia","Number","Less than 35 years",1573,FALSE
2017,"Slovenia","Number","From 35 to 44 years",1604,FALSE
2017,"Slovenia","Number","From 45 to 54 years",1339,FALSE
2017,"Slovenia","Number","From 55 to 64 years",1450,FALSE
2017,"Slovakia","Number","Total",18608,FALSE
2017,"Slovakia","Number","Less than 35 years",4260,FALSE
2017,"Slovakia","Number","From 35 to 44 years",3654,FALSE
2017,"Slovakia","Number","From 45 to 54 years",3988,FALSE
2017,"Slovakia","Number","From 55 to 64 years",4339,FALSE
2017,"Finland","Number","Total",18258,TRUE
2017,"Finland","Number","Less than 35 years",3736,TRUE
2017,"Finland","Number","From 35 to 44 years",4510,TRUE
2017,"Finland","Number","From 45 to 54 years",5258,TRUE
2017,"Finland","Number","From 55 to 64 years",4805,TRUE
2017,"Sweden","Number","Total",42898,FALSE
2017,"Sweden","Number","Less than 35 years",7441,FALSE
2017,"Sweden","Number","From 35 to 44 years",11636,FALSE
2017,"Sweden","Number","From 45 to 54 years",9004,FALSE
2017,"Sweden","Number","From 55 to 64 years",8440,FALSE
2017,"Iceland","Number","Total",1330,FALSE
2017,"Iceland","Number","Less than 35 years",229,FALSE
2017,"Iceland","Number","From 35 to 44 years",237,FALSE
2017,"Iceland","Number","From 45 to 54 years",293,FALSE
2017,"Iceland","Number","From 55 to 64 years",364,FALSE
2017,"Liechtenstein","Number","Total",138,FALSE
2017,"Liechtenstein","Number","Less than 35 years",11,FALSE
2017,"Liechtenstein","Number","From 35 to 44 years",28,FALSE
2017,"Liechtenstein","Number","From 45 to 54 years",42,FALSE
2017,"Liechtenstein","Number","From 55 to 64 years",40,FALSE
2017,"Norway","Number","Total",24583,FALSE
2017,"Norway","Number","Less than 35 years",6445,FALSE
2017,"Norway","Number","From 35 to 44 years",7292,FALSE
2017,"Norway","Number","From 45 to 54 years",4694,FALSE
2017,"Norway","Number","From 55 to 64 years",4058,FALSE
2017,"Switzerland","Number","Total",36324,FALSE
2017,"Switzerland","Number","Less than 35 years",4584,FALSE
2017,"Switzerland","Number","From 35 to 44 years",8886,FALSE
2017,"Switzerland","Number","From 45 to 54 years",9955,FALSE
2017,"Switzerland","Number","From 55 to 64 years",9132,FALSE
2017,"United Kingdom","Number","Total",184384,FALSE
2017,"United Kingdom","Number","Less than 35 years",60009,FALSE
2017,"United Kingdom","Number","From 35 to 44 years",53821,FALSE
2017,"United Kingdom","Number","From 45 to 54 years",42732,FALSE
2017,"United Kingdom","Number","From 55 to 64 years",21962,FALSE
2017,"Montenegro","Number","Total",1659,FALSE
2017,"Montenegro","Number","Less than 35 years",398,FALSE
2017,"Montenegro","Number","From 35 to 44 years",498,FALSE
2017,"Montenegro","Number","From 45 to 54 years",357,FALSE
2017,"Montenegro","Number","From 55 to 64 years",406,FALSE
2017,"North Macedonia","Number","Total",6219,FALSE
2017,"North Macedonia","Number","Less than 35 years",1216,FALSE
2017,"North Macedonia","Number","From 35 to 44 years",1571,FALSE
2017,"North Macedonia","Number","From 45 to 54 years",1302,FALSE
2017,"North Macedonia","Number","From 55 to 64 years",2130,FALSE
2017,"Serbia","Number","Total",20773,FALSE
2017,"Serbia","Number","Less than 35 years",2640,FALSE
2017,"Serbia","Number","From 35 to 44 years",6196,FALSE
2017,"Serbia","Number","From 45 to 54 years",5865,FALSE
2017,"Serbia","Number","From 55 to 64 years",5992,FALSE
2017,"Turkey","Number","Total",149997,FALSE
2017,"Turkey","Number","Less than 35 years",46847,FALSE
2017,"Turkey","Number","From 35 to 44 years",41197,FALSE
2017,"Turkey","Number","From 45 to 54 years",35049,FALSE
2017,"Turkey","Number","From 55 to 64 years",14890,FALSE
2018,"European Union - 27 countries (from 2020)","Number","Total",1689621,FALSE
2018,"European Union - 27 countries (from 2020)","Number","Less than 35 years",4111,TRUE
2018,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7618,TRUE
2018,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",8195,TRUE
2018,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",10249,TRUE
2018,"European Union - 28 countries (2013-2020)","Number","Total",1878404,FALSE
2018,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",4111,TRUE
2018,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7618,TRUE
2018,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",8195,TRUE
2018,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",10249,TRUE
2018,"Belgium","Number","Total",35762,FALSE
2018,"Belgium","Number","Less than 35 years",4111,FALSE
2018,"Belgium","Number","From 35 to 44 years",7618,FALSE
2018,"Belgium","Number","From 45 to 54 years",8195,FALSE
2018,"Belgium","Number","From 55 to 64 years",9109,FALSE
2018,"Bulgaria","Number","Total",29625,FALSE
2018,"Bulgaria","Number","Less than 35 years",3936,FALSE
2018,"Bulgaria","Number","From 35 to 44 years",2926,FALSE
2018,"Bulgaria","Number","From 45 to 54 years",7642,FALSE
2018,"Bulgaria","Number","From 55 to 64 years",10249,FALSE
2018,"Czechia","Number","Total",42919,FALSE
2018,"Czechia","Number","Less than 35 years",9675,FALSE
2018,"Czechia","Number","From 35 to 44 years",9479,FALSE
2018,"Czechia","Number","From 45 to 54 years",9488,FALSE
2018,"Czechia","Number","From 55 to 64 years",8103,FALSE
2018,"Denmark","Number","Total",24301,FALSE
2018,"Denmark","Number","Less than 35 years",5514,FALSE
2018,"Denmark","Number","From 35 to 44 years",6765,FALSE
2018,"Denmark","Number","From 45 to 54 years",4670,FALSE
2018,"Denmark","Number","From 55 to 64 years",4801,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Total",357401,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",71792,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",45013,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",80045,FALSE
2018,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",137536,FALSE
2018,"Estonia","Number","Total",4605,FALSE
2018,"Estonia","Number","Less than 35 years",954,FALSE
2018,"Estonia","Number","From 35 to 44 years",633,FALSE
2018,"Estonia","Number","From 45 to 54 years",899,FALSE
2018,"Estonia","Number","From 55 to 64 years",1214,FALSE
2018,"Ireland","Number","Total",15962,FALSE
2018,"Ireland","Number","Less than 35 years",4350,FALSE
2018,"Ireland","Number","From 35 to 44 years",4000,FALSE
2018,"Ireland","Number","From 45 to 54 years",3755,FALSE
2018,"Ireland","Number","From 55 to 64 years",2595,FALSE
2018,"Greece","Number","Total",65513,FALSE
2018,"Greece","Number","Less than 35 years",10630,FALSE
2018,"Greece","Number","From 35 to 44 years",17778,FALSE
2018,"Greece","Number","From 45 to 54 years",17945,FALSE
2018,"Greece","Number","From 55 to 64 years",13912,FALSE
2018,"Spain","Number","Total",188166,FALSE
2018,"Spain","Number","Less than 35 years",40133,FALSE
2018,"Spain","Number","From 35 to 44 years",45200,FALSE
2018,"Spain","Number","From 45 to 54 years",39967,FALSE
2018,"Spain","Number","From 55 to 64 years",53100,FALSE
2018,"France","Number","Total",212337,FALSE
2018,"France","Number","Less than 35 years",31223,FALSE
2018,"France","Number","From 35 to 44 years",41963,FALSE
2018,"France","Number","From 45 to 54 years",44347,FALSE
2018,"France","Number","From 55 to 64 years",65566,FALSE
2018,"Croatia","Number","Total",14075,FALSE
2018,"Croatia","Number","Less than 35 years",3710,FALSE
2018,"Croatia","Number","From 35 to 44 years",3104,FALSE
2018,"Croatia","Number","From 45 to 54 years",3168,FALSE
2018,"Croatia","Number","From 55 to 64 years",3633,FALSE
2018,"Italy","Number","Total",240301,FALSE
2018,"Italy","Number","Less than 35 years",20708,FALSE
2018,"Italy","Number","From 35 to 44 years",41420,FALSE
2018,"Italy","Number","From 45 to 54 years",44142,FALSE
2018,"Italy","Number","From 55 to 64 years",90636,FALSE
2018,"Cyprus","Number","Total",3544,FALSE
2018,"Cyprus","Number","Less than 35 years",353,FALSE
2018,"Cyprus","Number","From 35 to 44 years",861,FALSE
2018,"Cyprus","Number","From 45 to 54 years",746,FALSE
2018,"Cyprus","Number","From 55 to 64 years",905,FALSE
2018,"Latvia","Number","Total",6367,FALSE
2018,"Latvia","Number","Less than 35 years",1306,FALSE
2018,"Latvia","Number","From 35 to 44 years",653,FALSE
2018,"Latvia","Number","From 45 to 54 years",1397,FALSE
2018,"Latvia","Number","From 55 to 64 years",1901,FALSE
2018,"Lithuania","Number","Total",12881,FALSE
2018,"Lithuania","Number","Less than 35 years",3009,FALSE
2018,"Lithuania","Number","From 35 to 44 years",1895,FALSE
2018,"Lithuania","Number","From 45 to 54 years",2489,FALSE
2018,"Lithuania","Number","From 55 to 64 years",3330,FALSE
2018,"Luxembourg","Number","Total",1683,TRUE
2018,"Luxembourg","Number","Less than 35 years",73,TRUE
2018,"Luxembourg","Number","From 35 to 44 years",390,TRUE
2018,"Luxembourg","Number","From 45 to 54 years",511,TRUE
2018,"Luxembourg","Number","From 55 to 64 years",527,TRUE
2018,"Hungary","Number","Total",33078,FALSE
2018,"Hungary","Number","Less than 35 years",6976,FALSE
2018,"Hungary","Number","From 35 to 44 years",5467,FALSE
2018,"Hungary","Number","From 45 to 54 years",6051,FALSE
2018,"Hungary","Number","From 55 to 64 years",7845,FALSE
2018,"Malta","Number","Total",1925,FALSE
2018,"Malta","Number","Less than 35 years",839,FALSE
2018,"Malta","Number","From 35 to 44 years",382,FALSE
2018,"Malta","Number","From 45 to 54 years",280,FALSE
2018,"Malta","Number","From 55 to 64 years",325,FALSE
2018,"Netherlands","Number","Total",63233,FALSE
2018,"Netherlands","Number","Less than 35 years",20087,FALSE
2018,"Netherlands","Number","From 35 to 44 years",15293,FALSE
2018,"Netherlands","Number","From 45 to 54 years",12145,FALSE
2018,"Netherlands","Number","From 55 to 64 years",12188,FALSE
2018,"Austria","Number","Total",46337,FALSE
2018,"Austria","Number","Less than 35 years",8670,FALSE
2018,"Austria","Number","From 35 to 44 years",12255,FALSE
2018,"Austria","Number","From 45 to 54 years",10831,FALSE
2018,"Austria","Number","From 55 to 64 years",11772,FALSE
2018,"Poland","Number","Total",90284,TRUE
2018,"Poland","Number","Less than 35 years",4111,TRUE
2018,"Poland","Number","From 35 to 44 years",7618,TRUE
2018,"Poland","Number","From 45 to 54 years",8195,TRUE
2018,"Poland","Number","From 55 to 64 years",9109,TRUE
2018,"Portugal","Number","Total",52966,FALSE
2018,"Portugal","Number","Less than 35 years",4111,TRUE
2018,"Portugal","Number","From 35 to 44 years",7618,TRUE
2018,"Portugal","Number","From 45 to 54 years",8195,TRUE
2018,"Portugal","Number","From 55 to 64 years",9109,TRUE
2018,"Romania","Number","Total",59333,FALSE
2018,"Romania","Number","Less than 35 years",18572,FALSE
2018,"Romania","Number","From 35 to 44 years",14314,FALSE
2018,"Romania","Number","From 45 to 54 years",12535,FALSE
2018,"Romania","Number","From 55 to 64 years",10718,FALSE
2018,"Slovenia","Number","Total",6591,FALSE
2018,"Slovenia","Number","Less than 35 years",1626,FALSE
2018,"Slovenia","Number","From 35 to 44 years",1689,FALSE
2018,"Slovenia","Number","From 45 to 54 years",1338,FALSE
2018,"Slovenia","Number","From 55 to 64 years",1441,FALSE
2018,"Slovakia","Number","Total",19178,FALSE
2018,"Slovakia","Number","Less than 35 years",4343,FALSE
2018,"Slovakia","Number","From 35 to 44 years",3718,FALSE
2018,"Slovakia","Number","From 45 to 54 years",4369,FALSE
2018,"Slovakia","Number","From 55 to 64 years",4028,FALSE
2018,"Finland","Number","Total",18258,TRUE
2018,"Finland","Number","Less than 35 years",3736,TRUE
2018,"Finland","Number","From 35 to 44 years",4510,TRUE
2018,"Finland","Number","From 45 to 54 years",5258,TRUE
2018,"Finland","Number","From 55 to 64 years",4805,TRUE
2018,"Sweden","Number","Total",41993,TRUE
2018,"Sweden","Number","Less than 35 years",7884,TRUE
2018,"Sweden","Number","From 35 to 44 years",11472,TRUE
2018,"Sweden","Number","From 45 to 54 years",8632,TRUE
2018,"Sweden","Number","From 55 to 64 years",8632,TRUE
2018,"Iceland","Number","Total",1373,FALSE
2018,"Iceland","Number","Less than 35 years",249,FALSE
2018,"Iceland","Number","From 35 to 44 years",247,FALSE
2018,"Iceland","Number","From 45 to 54 years",313,FALSE
2018,"Iceland","Number","From 55 to 64 years",347,FALSE
2018,"Liechtenstein","Number","Total",135,FALSE
2018,"Liechtenstein","Number","Less than 35 years",9,FALSE
2018,"Liechtenstein","Number","From 35 to 44 years",26,FALSE
2018,"Liechtenstein","Number","From 45 to 54 years",42,FALSE
2018,"Liechtenstein","Number","From 55 to 64 years",40,FALSE
2018,"Norway","Number","Total",25538,FALSE
2018,"Norway","Number","Less than 35 years",6672,FALSE
2018,"Norway","Number","From 35 to 44 years",7590,FALSE
2018,"Norway","Number","From 45 to 54 years",4966,FALSE
2018,"Norway","Number","From 55 to 64 years",4037,FALSE
2018,"Switzerland","Number","Total",36940,FALSE
2018,"Switzerland","Number","Less than 35 years",4621,FALSE
2018,"Switzerland","Number","From 35 to 44 years",8961,FALSE
2018,"Switzerland","Number","From 45 to 54 years",9961,FALSE
2018,"Switzerland","Number","From 55 to 64 years",9357,FALSE
2018,"United Kingdom","Number","Total",188783,FALSE
2018,"United Kingdom","Number","Less than 35 years",61415,FALSE
2018,"United Kingdom","Number","From 35 to 44 years",55110,FALSE
2018,"United Kingdom","Number","From 45 to 54 years",44513,FALSE
2018,"United Kingdom","Number","From 55 to 64 years",23743,FALSE
2018,"Montenegro","Number","Total",1730,FALSE
2018,"Montenegro","Number","Less than 35 years",386,FALSE
2018,"Montenegro","Number","From 35 to 44 years",550,FALSE
2018,"Montenegro","Number","From 45 to 54 years",342,FALSE
2018,"Montenegro","Number","From 55 to 64 years",452,FALSE
2018,"North Macedonia","Number","Total",6210,TRUE
2018,"North Macedonia","Number","Less than 35 years",1216,TRUE
2018,"North Macedonia","Number","From 35 to 44 years",1531,TRUE
2018,"North Macedonia","Number","From 45 to 54 years",1407,TRUE
2018,"North Macedonia","Number","From 55 to 64 years",1982,TRUE
2018,"Serbia","Number","Total",20824,FALSE
2018,"Serbia","Number","Less than 35 years",2864,FALSE
2018,"Serbia","Number","From 35 to 44 years",5867,FALSE
2018,"Serbia","Number","From 45 to 54 years",5784,FALSE
2018,"Serbia","Number","From 55 to 64 years",6197,FALSE
2018,"Turkey","Number","Total",153128,FALSE
2018,"Turkey","Number","Less than 35 years",47825,FALSE
2018,"Turkey","Number","From 35 to 44 years",42057,FALSE
2018,"Turkey","Number","From 45 to 54 years",35780,FALSE
2018,"Turkey","Number","From 55 to 64 years",15201,FALSE
2019,"European Union - 27 countries (from 2020)","Number","Total",1663238,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Less than 35 years",4939,TRUE
2019,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",4022,TRUE
2019,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",3725,TRUE
2019,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",2551,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Total",1847622,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",4939,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",4022,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",3725,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",2551,TRUE
2019,"Belgium","Number","Total",35069,TRUE
2019,"Belgium","Number","Less than 35 years",3586,TRUE
2019,"Belgium","Number","From 35 to 44 years",7618,TRUE
2019,"Belgium","Number","From 45 to 54 years",8258,TRUE
2019,"Belgium","Number","From 55 to 64 years",9250,TRUE
2019,"Bulgaria","Number","Total",29625,TRUE
2019,"Bulgaria","Number","Less than 35 years",3744,TRUE
2019,"Bulgaria","Number","From 35 to 44 years",2926,TRUE
2019,"Bulgaria","Number","From 45 to 54 years",8164,TRUE
2019,"Bulgaria","Number","From 55 to 64 years",10249,TRUE
2019,"Czechia","Number","Total",38776,TRUE
2019,"Czechia","Number","Less than 35 years",7430,TRUE
2019,"Czechia","Number","From 35 to 44 years",8631,TRUE
2019,"Czechia","Number","From 45 to 54 years",8656,TRUE
2019,"Czechia","Number","From 55 to 64 years",9797,TRUE
2019,"Denmark","Number","Total",23688,TRUE
2019,"Denmark","Number","Less than 35 years",5084,TRUE
2019,"Denmark","Number","From 35 to 44 years",6618,TRUE
2019,"Denmark","Number","From 45 to 54 years",4558,TRUE
2019,"Denmark","Number","From 55 to 64 years",4909,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Total",351195,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",70682,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",43325,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",80318,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",135664,TRUE
2019,"Estonia","Number","Total",4569,TRUE
2019,"Estonia","Number","Less than 35 years",903,TRUE
2019,"Estonia","Number","From 35 to 44 years",633,TRUE
2019,"Estonia","Number","From 45 to 54 years",930,TRUE
2019,"Estonia","Number","From 55 to 64 years",1208,TRUE
2019,"Ireland","Number","Total",16366,FALSE
2019,"Ireland","Number","Less than 35 years",4939,FALSE
2019,"Ireland","Number","From 35 to 44 years",4022,FALSE
2019,"Ireland","Number","From 45 to 54 years",3725,FALSE
2019,"Ireland","Number","From 55 to 64 years",2551,FALSE
2019,"Greece","Number","Total",65513,TRUE
2019,"Greece","Number","Less than 35 years",10264,TRUE
2019,"Greece","Number","From 35 to 44 years",18921,TRUE
2019,"Greece","Number","From 45 to 54 years",17386,TRUE
2019,"Greece","Number","From 55 to 64 years",13675,TRUE
2019,"Spain","Number","Total",180633,TRUE
2019,"Spain","Number","Less than 35 years",37134,TRUE
2019,"Spain","Number","From 35 to 44 years",43166,TRUE
2019,"Spain","Number","From 45 to 54 years",39967,TRUE
2019,"Spain","Number","From 55 to 64 years",52400,TRUE
2019,"France","Number","Total",211162,TRUE
2019,"France","Number","Less than 35 years",29027,TRUE
2019,"France","Number","From 35 to 44 years",40667,TRUE
2019,"France","Number","From 45 to 54 years",46167,TRUE
2019,"France","Number","From 55 to 64 years",67536,TRUE
2019,"Croatia","Number","Total",13885,TRUE
2019,"Croatia","Number","Less than 35 years",3482,TRUE
2019,"Croatia","Number","From 35 to 44 years",3104,TRUE
2019,"Croatia","Number","From 45 to 54 years",3216,TRUE
2019,"Croatia","Number","From 55 to 64 years",3594,TRUE
2019,"Italy","Number","Total",242595,FALSE
2019,"Italy","Number","Less than 35 years",21345,FALSE
2019,"Italy","Number","From 35 to 44 years",42314,FALSE
2019,"Italy","Number","From 45 to 54 years",42629,FALSE
2019,"Italy","Number","From 55 to 64 years",85586,FALSE
2019,"Cyprus","Number","Total",3325,TRUE
2019,"Cyprus","Number","Less than 35 years",327,TRUE
2019,"Cyprus","Number","From 35 to 44 years",804,TRUE
2019,"Cyprus","Number","From 45 to 54 years",706,TRUE
2019,"Cyprus","Number","From 55 to 64 years",902,TRUE
2019,"Latvia","Number","Total",6295,TRUE
2019,"Latvia","Number","Less than 35 years",1079,TRUE
2019,"Latvia","Number","From 35 to 44 years",687,TRUE
2019,"Latvia","Number","From 45 to 54 years",1495,TRUE
2019,"Latvia","Number","From 55 to 64 years",1870,TRUE
2019,"Lithuania","Number","Total",13681,TRUE
2019,"Lithuania","Number","Less than 35 years",3368,TRUE
2019,"Lithuania","Number","From 35 to 44 years",2035,TRUE
2019,"Lithuania","Number","From 45 to 54 years",2879,TRUE
2019,"Lithuania","Number","From 55 to 64 years",3397,TRUE
2019,"Luxembourg","Number","Total",1683,TRUE
2019,"Luxembourg","Number","Less than 35 years",73,TRUE
2019,"Luxembourg","Number","From 35 to 44 years",390,TRUE
2019,"Luxembourg","Number","From 45 to 54 years",511,TRUE
2019,"Luxembourg","Number","From 55 to 64 years",527,TRUE
2019,"Hungary","Number","Total",32543,TRUE
2019,"Hungary","Number","Less than 35 years",6628,TRUE
2019,"Hungary","Number","From 35 to 44 years",5507,TRUE
2019,"Hungary","Number","From 45 to 54 years",6296,TRUE
2019,"Hungary","Number","From 55 to 64 years",7845,TRUE
2019,"Malta","Number","Total",1855,TRUE
2019,"Malta","Number","Less than 35 years",813,TRUE
2019,"Malta","Number","From 35 to 44 years",360,TRUE
2019,"Malta","Number","From 45 to 54 years",297,TRUE
2019,"Malta","Number","From 55 to 64 years",292,TRUE
2019,"Netherlands","Number","Total",61730,TRUE
2019,"Netherlands","Number","Less than 35 years",19013,TRUE
2019,"Netherlands","Number","From 35 to 44 years",14968,TRUE
2019,"Netherlands","Number","From 45 to 54 years",12157,TRUE
2019,"Netherlands","Number","From 55 to 64 years",12401,TRUE
2019,"Austria","Number","Total",45596,TRUE
2019,"Austria","Number","Less than 35 years",8610,TRUE
2019,"Austria","Number","From 35 to 44 years",12098,TRUE
2019,"Austria","Number","From 45 to 54 years",11337,TRUE
2019,"Austria","Number","From 55 to 64 years",11000,TRUE
2019,"Poland","Number","Total",90284,TRUE
2019,"Poland","Number","Less than 35 years",4939,TRUE
2019,"Poland","Number","From 35 to 44 years",4022,TRUE
2019,"Poland","Number","From 45 to 54 years",3725,TRUE
2019,"Poland","Number","From 55 to 64 years",2551,TRUE
2019,"Portugal","Number","Total",51241,TRUE
2019,"Portugal","Number","Less than 35 years",4939,TRUE
2019,"Portugal","Number","From 35 to 44 years",4022,TRUE
2019,"Portugal","Number","From 45 to 54 years",3725,TRUE
2019,"Portugal","Number","From 55 to 64 years",2551,TRUE
2019,"Romania","Number","Total",57329,TRUE
2019,"Romania","Number","Less than 35 years",17423,TRUE
2019,"Romania","Number","From 35 to 44 years",14133,TRUE
2019,"Romania","Number","From 45 to 54 years",12336,TRUE
2019,"Romania","Number","From 55 to 64 years",10866,TRUE
2019,"Slovenia","Number","Total",6408,TRUE
2019,"Slovenia","Number","Less than 35 years",1626,TRUE
2019,"Slovenia","Number","From 35 to 44 years",1604,TRUE
2019,"Slovenia","Number","From 45 to 54 years",1339,TRUE
2019,"Slovenia","Number","From 55 to 64 years",1441,TRUE
2019,"Slovakia","Number","Total",18864,TRUE
2019,"Slovakia","Number","Less than 35 years",4264,TRUE
2019,"Slovakia","Number","From 35 to 44 years",3718,TRUE
2019,"Slovakia","Number","From 45 to 54 years",3988,TRUE
2019,"Slovakia","Number","From 55 to 64 years",4339,TRUE
2019,"Finland","Number","Total",18258,TRUE
2019,"Finland","Number","Less than 35 years",3736,TRUE
2019,"Finland","Number","From 35 to 44 years",4510,TRUE
2019,"Finland","Number","From 45 to 54 years",5258,TRUE
2019,"Finland","Number","From 55 to 64 years",4805,TRUE
2019,"Sweden","Number","Total",41993,TRUE
2019,"Sweden","Number","Less than 35 years",7884,TRUE
2019,"Sweden","Number","From 35 to 44 years",11472,TRUE
2019,"Sweden","Number","From 45 to 54 years",8632,TRUE
2019,"Sweden","Number","From 55 to 64 years",8632,TRUE
2019,"Iceland","Number","Total",1404,FALSE
2019,"Iceland","Number","Less than 35 years",259,FALSE
2019,"Iceland","Number","From 35 to 44 years",270,FALSE
2019,"Iceland","Number","From 45 to 54 years",317,FALSE
2019,"Iceland","Number","From 55 to 64 years",348,FALSE
2019,"Liechtenstein","Number","Total",144,FALSE
2019,"Liechtenstein","Number","Less than 35 years",11,FALSE
2019,"Liechtenstein","Number","From 35 to 44 years",27,FALSE
2019,"Liechtenstein","Number","From 45 to 54 years",45,FALSE
2019,"Liechtenstein","Number","From 55 to 64 years",40,FALSE
2019,"Norway","Number","Total",26276,FALSE
2019,"Norway","Number","Less than 35 years",6751,FALSE
2019,"Norway","Number","From 35 to 44 years",7873,FALSE
2019,"Norway","Number","From 45 to 54 years",5225,FALSE
2019,"Norway","Number","From 55 to 64 years",4058,FALSE
2019,"Switzerland","Number","Total",36324,TRUE
2019,"Switzerland","Number","Less than 35 years",4584,TRUE
2019,"Switzerland","Number","From 35 to 44 years",8943,TRUE
2019,"Switzerland","Number","From 45 to 54 years",9955,TRUE
2019,"Switzerland","Number","From 55 to 64 years",9132,TRUE
2019,"United Kingdom","Number","Total",195669,FALSE
2019,"United Kingdom","Number","Less than 35 years",64992,FALSE
2019,"United Kingdom","Number","From 35 to 44 years",57049,FALSE
2019,"United Kingdom","Number","From 45 to 54 years",45065,FALSE
2019,"United Kingdom","Number","From 55 to 64 years",23736,FALSE
2019,"Montenegro","Number","Total",1659,TRUE
2019,"Montenegro","Number","Less than 35 years",389,TRUE
2019,"Montenegro","Number","From 35 to 44 years",498,TRUE
2019,"Montenegro","Number","From 45 to 54 years",357,TRUE
2019,"Montenegro","Number","From 55 to 64 years",406,TRUE
2019,"North Macedonia","Number","Total",6210,TRUE
2019,"North Macedonia","Number","Less than 35 years",1216,TRUE
2019,"North Macedonia","Number","From 35 to 44 years",1531,TRUE
2019,"North Macedonia","Number","From 45 to 54 years",1407,TRUE
2019,"North Macedonia","Number","From 55 to 64 years",1982,TRUE
2019,"Serbia","Number","Total",20824,TRUE
2019,"Serbia","Number","Less than 35 years",2640,TRUE
2019,"Serbia","Number","From 35 to 44 years",6196,TRUE
2019,"Serbia","Number","From 45 to 54 years",5865,TRUE
2019,"Serbia","Number","From 55 to 64 years",5992,TRUE
2019,"Turkey","Number","Total",149997,TRUE
2019,"Turkey","Number","Less than 35 years",46847,TRUE
2019,"Turkey","Number","From 35 to 44 years",41197,TRUE
2019,"Turkey","Number","From 45 to 54 years",35049,TRUE
2019,"Turkey","Number","From 55 to 64 years",14890,TRUE
