"TIME","GEO","UNIT","FACILITY","Value","Value_imp"
2018,"Liechtenstein","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2018,"Norway","Number","Available beds in hospitals (HP.1)",18737,FALSE
2018,"Norway","Number","Curative care beds in hospitals (HP.1)",16646,FALSE
2018,"Norway","Number","Rehabilitative care beds in hospitals (HP.1)",6819,TRUE
2018,"Norway","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2018,"Norway","Number","Other beds in hospitals (HP.1)",2091,FALSE
2018,"Norway","Inhabitants per ...","Available beds in hospitals (HP.1)",283.5,FALSE
2018,"Norway","Inhabitants per ...","Curative care beds in hospitals (HP.1)",319.11,FALSE
2018,"Norway","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1030.22,TRUE
2018,"Norway","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2018,"Norway","Inhabitants per ...","Other beds in hospitals (HP.1)",2540.37,FALSE
2018,"Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",352.74,FALSE
2018,"Norway","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",313.37,FALSE
2018,"Norway","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.07,TRUE
2018,"Norway","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2018,"Norway","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",39.36,FALSE
2018,"Switzerland","Number","Available beds in hospitals (HP.1)",39401,FALSE
2018,"Switzerland","Number","Curative care beds in hospitals (HP.1)",30708,FALSE
2018,"Switzerland","Number","Rehabilitative care beds in hospitals (HP.1)",7345,FALSE
2018,"Switzerland","Number","Long-term care beds in hospitals (HP.1)",1348,FALSE
2018,"Switzerland","Number","Other beds in hospitals (HP.1)",0,FALSE
2018,"Switzerland","Inhabitants per ...","Available beds in hospitals (HP.1)",216.09,FALSE
2018,"Switzerland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",277.27,FALSE
2018,"Switzerland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1159.2,FALSE
2018,"Switzerland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6316.27,FALSE
2018,"Switzerland","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2018,"Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",462.76,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",360.66,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",86.27,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",15.83,FALSE
2018,"Switzerland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2018,"United Kingdom","Number","Available beds in hospitals (HP.1)",165844.39,FALSE
2018,"United Kingdom","Number","Curative care beds in hospitals (HP.1)",56758,TRUE
2018,"United Kingdom","Number","Rehabilitative care beds in hospitals (HP.1)",6819,TRUE
2018,"United Kingdom","Number","Long-term care beds in hospitals (HP.1)",2484,TRUE
2018,"United Kingdom","Number","Other beds in hospitals (HP.1)",0,TRUE
2018,"United Kingdom","Inhabitants per ...","Available beds in hospitals (HP.1)",400.74,FALSE
2018,"United Kingdom","Inhabitants per ...","Curative care beds in hospitals (HP.1)",201.33,TRUE
2018,"United Kingdom","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1030.22,TRUE
2018,"United Kingdom","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2018,"United Kingdom","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",249.54,FALSE
2018,"United Kingdom","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",496.7,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.07,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",35.36,TRUE
2018,"United Kingdom","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2018,"Montenegro","Number","Available beds in hospitals (HP.1)",2435,FALSE
2018,"Montenegro","Number","Curative care beds in hospitals (HP.1)",2194,FALSE
2018,"Montenegro","Number","Rehabilitative care beds in hospitals (HP.1)",6819,TRUE
2018,"Montenegro","Number","Long-term care beds in hospitals (HP.1)",241,FALSE
2018,"Montenegro","Number","Other beds in hospitals (HP.1)",0,TRUE
2018,"Montenegro","Inhabitants per ...","Available beds in hospitals (HP.1)",255.55,FALSE
2018,"Montenegro","Inhabitants per ...","Curative care beds in hospitals (HP.1)",283.62,FALSE
2018,"Montenegro","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1030.22,TRUE
2018,"Montenegro","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2582.04,FALSE
2018,"Montenegro","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2018,"Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",391.31,FALSE
2018,"Montenegro","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",352.58,FALSE
2018,"Montenegro","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.07,TRUE
2018,"Montenegro","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",38.73,FALSE
2018,"Montenegro","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2018,"North Macedonia","Number","Available beds in hospitals (HP.1)",9059,TRUE
2018,"North Macedonia","Number","Curative care beds in hospitals (HP.1)",6169,TRUE
2018,"North Macedonia","Number","Rehabilitative care beds in hospitals (HP.1)",341,TRUE
2018,"North Macedonia","Number","Long-term care beds in hospitals (HP.1)",1728,TRUE
2018,"North Macedonia","Number","Other beds in hospitals (HP.1)",842,TRUE
2018,"North Macedonia","Inhabitants per ...","Available beds in hospitals (HP.1)",228.78,TRUE
2018,"North Macedonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",335.63,TRUE
2018,"North Macedonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",6077.68,TRUE
2018,"North Macedonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1198.05,TRUE
2018,"North Macedonia","Inhabitants per ...","Other beds in hospitals (HP.1)",2458.7,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",437.11,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",297.95,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",16.45,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",83.47,TRUE
2018,"North Macedonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",40.67,TRUE
2018,"Albania","Number","Available beds in hospitals (HP.1)",8366,TRUE
2018,"Albania","Number","Curative care beds in hospitals (HP.1)",56758,TRUE
2018,"Albania","Number","Rehabilitative care beds in hospitals (HP.1)",6819,TRUE
2018,"Albania","Number","Long-term care beds in hospitals (HP.1)",2484,TRUE
2018,"Albania","Number","Other beds in hospitals (HP.1)",0,TRUE
2018,"Albania","Inhabitants per ...","Available beds in hospitals (HP.1)",346.69,TRUE
2018,"Albania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",201.33,TRUE
2018,"Albania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1030.22,TRUE
2018,"Albania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2018,"Albania","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2018,"Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",288.44,TRUE
2018,"Albania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",496.7,TRUE
2018,"Albania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.07,TRUE
2018,"Albania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",35.36,TRUE
2018,"Albania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2018,"Serbia","Number","Available beds in hospitals (HP.1)",39399,FALSE
2018,"Serbia","Number","Curative care beds in hospitals (HP.1)",32658,FALSE
2018,"Serbia","Number","Rehabilitative care beds in hospitals (HP.1)",5964,FALSE
2018,"Serbia","Number","Long-term care beds in hospitals (HP.1)",756,FALSE
2018,"Serbia","Number","Other beds in hospitals (HP.1)",21,FALSE
2018,"Serbia","Inhabitants per ...","Available beds in hospitals (HP.1)",177.23,FALSE
2018,"Serbia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",213.81,FALSE
2018,"Serbia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1170.79,FALSE
2018,"Serbia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",9236.25,FALSE
2018,"Serbia","Inhabitants per ...","Other beds in hospitals (HP.1)",332504.95,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",564.25,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",467.71,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",85.41,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",10.83,FALSE
2018,"Serbia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0.3,FALSE
2018,"Turkey","Number","Available beds in hospitals (HP.1)",231913,FALSE
2018,"Turkey","Number","Curative care beds in hospitals (HP.1)",229009,FALSE
2018,"Turkey","Number","Rehabilitative care beds in hospitals (HP.1)",2904,FALSE
2018,"Turkey","Number","Long-term care beds in hospitals (HP.1)",2484,TRUE
2018,"Turkey","Number","Other beds in hospitals (HP.1)",0,FALSE
2018,"Turkey","Inhabitants per ...","Available beds in hospitals (HP.1)",351.02,FALSE
2018,"Turkey","Inhabitants per ...","Curative care beds in hospitals (HP.1)",355.48,FALSE
2018,"Turkey","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",28032.78,FALSE
2018,"Turkey","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2018,"Turkey","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",284.88,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",281.31,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",3.57,FALSE
2018,"Turkey","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",35.36,TRUE
2018,"Turkey","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2019,"European Union - 27 countries (from 2020)","Number","Available beds in hospitals (HP.1)",2413032.69,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Curative care beds in hospitals (HP.1)",1766413.61,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Rehabilitative care beds in hospitals (HP.1)",433663.6,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Long-term care beds in hospitals (HP.1)",257,TRUE
2019,"European Union - 27 countries (from 2020)","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"European Union - 27 countries (from 2020)","Inhabitants per ...","Available beds in hospitals (HP.1)",184.75,TRUE
2019,"European Union - 27 countries (from 2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",252.39,TRUE
2019,"European Union - 27 countries (from 2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1028.03,TRUE
2019,"European Union - 27 countries (from 2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",254.69,TRUE
2019,"European Union - 27 countries (from 2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",254.69,TRUE
2019,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",541.26,TRUE
2019,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",396.22,TRUE
2019,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.27,TRUE
2019,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",392.64,TRUE
2019,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",392.64,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Available beds in hospitals (HP.1)",2580621.69,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Curative care beds in hospitals (HP.1)",14473,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Rehabilitative care beds in hospitals (HP.1)",535,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Long-term care beds in hospitals (HP.1)",257,TRUE
2019,"European Union - 28 countries (2013-2020)","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Available beds in hospitals (HP.1)",198.35,TRUE
2019,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",201.33,TRUE
2019,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1025.2,TRUE
2019,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2019,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2019,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",504.15,TRUE
2019,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",496.7,TRUE
2019,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.54,TRUE
2019,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",35.36,TRUE
2019,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",12.52,TRUE
2019,"Belgium","Number","Available beds in hospitals (HP.1)",63962.27,FALSE
2019,"Belgium","Number","Curative care beds in hospitals (HP.1)",57449.27,FALSE
2019,"Belgium","Number","Rehabilitative care beds in hospitals (HP.1)",5463,FALSE
2019,"Belgium","Number","Long-term care beds in hospitals (HP.1)",1050,FALSE
2019,"Belgium","Number","Other beds in hospitals (HP.1)",57449.27,TRUE
2019,"Belgium","Inhabitants per ...","Available beds in hospitals (HP.1)",176.57,TRUE
2019,"Belgium","Inhabitants per ...","Curative care beds in hospitals (HP.1)",199.82,TRUE
2019,"Belgium","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1806.65,TRUE
2019,"Belgium","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",9776.9,TRUE
2019,"Belgium","Inhabitants per ...","Other beds in hospitals (HP.1)",201.33,TRUE
2019,"Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",566.35,TRUE
2019,"Belgium","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",500.45,TRUE
2019,"Belgium","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",55.35,TRUE
2019,"Belgium","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",10.23,TRUE
2019,"Belgium","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",496.7,TRUE
2019,"Bulgaria","Number","Available beds in hospitals (HP.1)",52744,TRUE
2019,"Bulgaria","Number","Curative care beds in hospitals (HP.1)",43646,TRUE
2019,"Bulgaria","Number","Rehabilitative care beds in hospitals (HP.1)",6581,TRUE
2019,"Bulgaria","Number","Long-term care beds in hospitals (HP.1)",2484,TRUE
2019,"Bulgaria","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"Bulgaria","Inhabitants per ...","Available beds in hospitals (HP.1)",134.16,TRUE
2019,"Bulgaria","Inhabitants per ...","Curative care beds in hospitals (HP.1)",162.12,TRUE
2019,"Bulgaria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1075.21,TRUE
2019,"Bulgaria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2019,"Bulgaria","Inhabitants per ...","Other beds in hospitals (HP.1)",7628.23,TRUE
2019,"Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",745.4,TRUE
2019,"Bulgaria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",616.82,TRUE
2019,"Bulgaria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",93.01,TRUE
2019,"Bulgaria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",35.36,TRUE
2019,"Bulgaria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"Czechia","Number","Available beds in hospitals (HP.1)",70351,TRUE
2019,"Czechia","Number","Curative care beds in hospitals (HP.1)",43531,TRUE
2019,"Czechia","Number","Rehabilitative care beds in hospitals (HP.1)",4636,TRUE
2019,"Czechia","Number","Long-term care beds in hospitals (HP.1)",20742,TRUE
2019,"Czechia","Number","Other beds in hospitals (HP.1)",1331,TRUE
2019,"Czechia","Inhabitants per ...","Available beds in hospitals (HP.1)",150.89,TRUE
2019,"Czechia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",243.38,TRUE
2019,"Czechia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2283.62,TRUE
2019,"Czechia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",510.77,TRUE
2019,"Czechia","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2019,"Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",662.74,TRUE
2019,"Czechia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",410.89,TRUE
2019,"Czechia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",43.79,TRUE
2019,"Czechia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",195.78,TRUE
2019,"Czechia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",12.52,TRUE
2019,"Denmark","Number","Available beds in hospitals (HP.1)",15073,FALSE
2019,"Denmark","Number","Curative care beds in hospitals (HP.1)",14473,FALSE
2019,"Denmark","Number","Rehabilitative care beds in hospitals (HP.1)",343,FALSE
2019,"Denmark","Number","Long-term care beds in hospitals (HP.1)",257,FALSE
2019,"Denmark","Number","Other beds in hospitals (HP.1)",0,FALSE
2019,"Denmark","Inhabitants per ...","Available beds in hospitals (HP.1)",385.18,TRUE
2019,"Denmark","Inhabitants per ...","Curative care beds in hospitals (HP.1)",396.1,TRUE
2019,"Denmark","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",34315.35,TRUE
2019,"Denmark","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",23245.89,TRUE
2019,"Denmark","Inhabitants per ...","Other beds in hospitals (HP.1)",0,TRUE
2019,"Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",259.62,TRUE
2019,"Denmark","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",252.46,TRUE
2019,"Denmark","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",2.91,TRUE
2019,"Denmark","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",4.3,TRUE
2019,"Denmark","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Available beds in hospitals (HP.1)",663941,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Curative care beds in hospitals (HP.1)",498718,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Rehabilitative care beds in hospitals (HP.1)",165013,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Long-term care beds in hospitals (HP.1)",0,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Available beds in hospitals (HP.1)",124.03,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",165.12,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",498.41,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2828.11,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",806.26,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",605.62,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",200.64,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"Estonia","Number","Available beds in hospitals (HP.1)",6185,TRUE
2019,"Estonia","Number","Curative care beds in hospitals (HP.1)",4539,TRUE
2019,"Estonia","Number","Rehabilitative care beds in hospitals (HP.1)",333,TRUE
2019,"Estonia","Number","Long-term care beds in hospitals (HP.1)",1203,TRUE
2019,"Estonia","Number","Other beds in hospitals (HP.1)",103,TRUE
2019,"Estonia","Inhabitants per ...","Available beds in hospitals (HP.1)",213,TRUE
2019,"Estonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",290.24,TRUE
2019,"Estonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",3951.32,TRUE
2019,"Estonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1095.08,TRUE
2019,"Estonia","Inhabitants per ...","Other beds in hospitals (HP.1)",12790.14,TRUE
2019,"Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",469.49,TRUE
2019,"Estonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",344.55,TRUE
2019,"Estonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",25.31,TRUE
2019,"Estonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",91.32,TRUE
2019,"Estonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",7.82,TRUE
2019,"Ireland","Number","Available beds in hospitals (HP.1)",14279,TRUE
2019,"Ireland","Number","Curative care beds in hospitals (HP.1)",13369,TRUE
2019,"Ireland","Number","Rehabilitative care beds in hospitals (HP.1)",179,TRUE
2019,"Ireland","Number","Long-term care beds in hospitals (HP.1)",731,TRUE
2019,"Ireland","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"Ireland","Inhabitants per ...","Available beds in hospitals (HP.1)",336.68,TRUE
2019,"Ireland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",359.59,TRUE
2019,"Ireland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",27191.71,TRUE
2019,"Ireland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6613.2,TRUE
2019,"Ireland","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2019,"Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",297.02,TRUE
2019,"Ireland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",278.09,TRUE
2019,"Ireland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",3.68,TRUE
2019,"Ireland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",15.12,TRUE
2019,"Ireland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"Greece","Number","Available beds in hospitals (HP.1)",45267,TRUE
2019,"Greece","Number","Curative care beds in hospitals (HP.1)",38747,TRUE
2019,"Greece","Number","Rehabilitative care beds in hospitals (HP.1)",339,TRUE
2019,"Greece","Number","Long-term care beds in hospitals (HP.1)",6181,TRUE
2019,"Greece","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"Greece","Inhabitants per ...","Available beds in hospitals (HP.1)",238.02,TRUE
2019,"Greece","Inhabitants per ...","Curative care beds in hospitals (HP.1)",277.56,TRUE
2019,"Greece","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",31724.72,TRUE
2019,"Greece","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1739.96,TRUE
2019,"Greece","Inhabitants per ...","Other beds in hospitals (HP.1)",1389.69,TRUE
2019,"Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",420.13,TRUE
2019,"Greece","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",360.28,TRUE
2019,"Greece","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",3.15,TRUE
2019,"Greece","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",57.47,TRUE
2019,"Greece","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"Spain","Number","Available beds in hospitals (HP.1)",138581,TRUE
2019,"Spain","Number","Curative care beds in hospitals (HP.1)",116286,TRUE
2019,"Spain","Number","Rehabilitative care beds in hospitals (HP.1)",1769,TRUE
2019,"Spain","Number","Long-term care beds in hospitals (HP.1)",20469,TRUE
2019,"Spain","Number","Other beds in hospitals (HP.1)",0,TRUE
2019,"Spain","Inhabitants per ...","Available beds in hospitals (HP.1)",336.53,TRUE
2019,"Spain","Inhabitants per ...","Curative care beds in hospitals (HP.1)",400.68,TRUE
2019,"Spain","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",26454.35,TRUE
2019,"Spain","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2276.28,TRUE
2019,"Spain","Inhabitants per ...","Other beds in hospitals (HP.1)",7986.42,TRUE
2019,"Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",297.15,TRUE
2019,"Spain","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",249.58,TRUE
2019,"Spain","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",3.78,TRUE
2019,"Spain","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",43.93,TRUE
2019,"Spain","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,TRUE
2019,"France","Number","Available beds in hospitals (HP.1)",399865,TRUE
2019,"France","Number","Curative care beds in hospitals (HP.1)",206619,TRUE
2019,"France","Number","Rehabilitative care beds in hospitals (HP.1)",105550,TRUE
2019,"France","Number","Long-term care beds in hospitals (HP.1)",31396,TRUE
2019,"France","Number","Other beds in hospitals (HP.1)",56014,TRUE
2019,"France","Inhabitants per ...","Available beds in hospitals (HP.1)",167.22,TRUE
2019,"France","Inhabitants per ...","Curative care beds in hospitals (HP.1)",323.62,TRUE
2019,"France","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",632.44,TRUE
2019,"France","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2125.15,TRUE
2019,"France","Inhabitants per ...","Other beds in hospitals (HP.1)",1193.72,TRUE
2019,"France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",598.02,TRUE
2019,"France","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",309.01,TRUE
